Time,Z-axis,Y-axis,X-axis,Battery,Celsius,EDA(uS),Event,z^2,y^2,x^2,sum,Movement
59:21.5,-0.4,0.8,0.25,-1,34.1,1,0,0.0001,0.0004,0.0004,0.0009,0.0300
59:21.5,-0.39,0.8,0.27,-1,34.3,0.997,0,0.0001,0.0000,0.0004,0.0005,0.0224
59:21.5,-0.42,0.79,0.23,-1,34.1,0.997,0,0.0009,0.0001,0.0016,0.0026,0.0510
59:21.6,-0.42,0.77,0.21,-1,34.1,0.997,0,0.0000,0.0004,0.0004,0.0008,0.0283
59:21.6,-0.39,0.83,0.24,-1,34.1,1,0,0.0009,0.0036,0.0009,0.0054,0.0735
59:21.6,-0.42,0.83,0.22,-1,34.3,1,0,0.0009,0.0000,0.0004,0.0013,0.0361
59:21.7,-0.44,0.77,0.21,-1,34.1,1,0,0.0004,0.0036,0.0001,0.0041,0.0640
59:21.7,-0.41,0.83,0.23,-1,34.1,1,0,0.0009,0.0036,0.0004,0.0049,0.0700
59:21.7,-0.45,0.94,0.15,-1,34.3,1,0,0.0016,0.0121,0.0064,0.0201,0.1418
59:21.8,-0.47,0.86,0.21,-1,34.1,0.997,0,0.0004,0.0064,0.0036,0.0104,0.1020
59:21.8,-0.46,1,0.27,-1,34.3,1,0,0.0001,0.0196,0.0036,0.0233,0.1526
59:21.8,-0.49,1.06,0.21,-1,34.3,1,0,0.0009,0.0036,0.0036,0.0081,0.0900
59:21.8,-0.5,1.03,0.16,-1,34.1,1.004,0,0.0001,0.0009,0.0025,0.0035,0.0592
59:21.9,-0.5,0.95,0.13,-1,34.1,1.008,0,0.0000,0.0064,0.0009,0.0073,0.0854
59:21.9,-0.48,0.93,0.12,-1,34.1,1.016,0,0.0004,0.0004,0.0001,0.0009,0.0300
59:21.9,-0.43,0.74,0.13,-1,34.1,1.022,0,0.0025,0.0361,0.0001,0.0387,0.1967
59:22.0,-0.38,0.61,0.14,-1,34.1,1.031,0,0.0025,0.0169,0.0001,0.0195,0.1396
59:22.0,-0.37,0.51,0.12,-1,34.1,1.031,0,0.0001,0.0100,0.0004,0.0105,0.1025
59:22.0,-0.37,0.39,0.13,-1,34.1,1.031,0,0.0000,0.0144,0.0001,0.0145,0.1204
59:22.1,-0.35,0.18,0.18,-1,34.1,1.031,0,0.0004,0.0441,0.0025,0.0470,0.2168
59:22.1,-0.34,0.22,0.14,-1,34.1,1.031,0,0.0001,0.0016,0.0016,0.0033,0.0574
59:22.1,-0.32,0.01,0.14,-1,34.1,1.031,0,0.0004,0.0441,0.0000,0.0445,0.2110
59:22.2,-0.17,-0.68,0.31,-1,34.1,1.031,0,0.0225,0.4761,0.0289,0.5275,0.7263
59:22.2,0.3,0,0.3,-1,34.1,1.031,0,0.2209,0.4624,0.0001,0.6834,0.8267
59:22.2,0.73,4.92,-2.38,-1,34.1,1.031,0,0.1849,24.2064,7.1824,31.5737,5.6190
59:22.3,0.33,-2.64,2.6,-1,34.1,1.034,0,0.1600,57.1536,24.8004,82.1140,9.0617
59:22.3,-0.29,1.38,-0.16,-1,34.1,1.04,0,0.3844,16.1604,7.6176,24.1624,4.9155
59:22.3,0,0.8,0.36,-1,34.1,1.04,0,0.0841,0.3364,0.2704,0.6909,0.8312
59:22.3,-0.13,1.07,0.09,-1,34.1,1.04,0,0.0169,0.0729,0.0729,0.1627,0.4034
59:22.4,-0.16,0.95,0.12,-1,34.1,1.034,0,0.0009,0.0144,0.0009,0.0162,0.1273
59:22.4,-0.17,0.62,0.05,-1,34.1,1.04,0,0.0001,0.1089,0.0049,0.1139,0.3375
59:22.4,-0.22,0.55,0.03,-1,34.1,1.043,0,0.0025,0.0049,0.0004,0.0078,0.0883
59:22.5,-0.27,0.44,0.09,-1,34.1,1.04,0,0.0025,0.0121,0.0036,0.0182,0.1349
59:22.5,-0.32,0.07,0.2,-1,34.1,1.043,0,0.0025,0.1369,0.0121,0.1515,0.3892
59:22.5,-0.25,-0.18,0.36,-1,34.3,1.043,0,0.0049,0.0625,0.0256,0.0930,0.3050
59:22.6,-0.26,-0.64,0.35,-1,34.1,1.043,0,0.0001,0.2116,0.0001,0.2118,0.4602
59:22.6,0.14,-0.51,0.03,-1,34.1,1.043,0,0.1600,0.0169,0.1024,0.2793,0.5285
59:22.6,0.68,0.8,-0.17,-1,34.1,1.034,0,0.2916,1.7161,0.0400,2.0477,1.4310
59:22.7,0.54,1.63,-0.35,-1,34.3,1.043,0,0.0196,0.6889,0.0324,0.7409,0.8608
59:22.7,0.49,1.74,-0.11,-1,34.1,1.002,0,0.0025,0.0121,0.0576,0.0722,0.2687
59:22.7,-0.18,1.7,-0.2,-1,34.1,0.988,0,0.4489,0.0016,0.0081,0.4586,0.6772
59:22.7,-0.2,0.78,0.36,-1,34.1,0.988,0,0.0004,0.8464,0.3136,1.1604,1.0772
