Time,Z-axis,Y-axis,X-axis,Celsius,EDA(uS)
03:32.8,0.17,0.29,0.97,-1,34.9,1.681,0
03:32.8,0.16,0.31,0.95,-1,34.9,1.672,0
03:32.8,0.17,0.29,0.95,-1,34.9,1.672,0
03:32.8,0.19,0.25,0.92,-1,34.9,1.672,0
03:32.9,0.18,0.32,0.97,-1,34.9,1.681,0
03:32.9,0.16,0.28,0.92,-1,34.9,1.681,0
03:32.9,0.17,0.3,0.97,-1,34.9,1.672,0
03:33.0,0.16,0.33,1,-1,34.9,1.681,0
03:33.0,0.15,0.3,0.98,-1,34.9,1.681,0
03:33.0,0.18,0.29,0.94,-1,34.9,1.681,0
03:33.1,0.17,0.29,0.96,-1,34.9,1.681,0
03:33.1,0.17,0.29,0.97,-1,34.9,1.685,0
03:33.1,0.17,0.3,0.95,-1,34.9,1.685,0
03:33.2,0.17,0.3,0.93,-1,34.9,1.685,0
03:33.2,0.17,0.31,0.96,-1,34.9,1.685,0
03:33.2,0.17,0.3,0.97,-1,34.9,1.694,0
03:33.3,0.16,0.31,0.96,-1,34.9,1.698,0
03:33.3,0.17,0.32,0.97,-1,34.9,1.698,0
03:33.3,0.16,0.3,0.96,-1,34.9,1.698,0
03:33.3,0.18,0.29,0.96,-1,34.9,1.711,0
03:33.4,0.18,0.28,0.95,-1,34.9,1.711,0
03:33.4,0.18,0.29,0.95,-1,34.9,1.711,0
