Time,Z-axis,Y-axis,X-axis,Battery,Celsius,EDA(uS),Event,z^2,y^2,x^2,sum,Movement
58:27.3,-0.49,0.47,-0.63,-1,35.4,0.226,0,0.0000,0.0001,0.0000,0.0001,0.0100
58:27.3,-0.49,0.43,-0.63,-1,35.4,0.226,0,0.0000,0.0016,0.0000,0.0016,0.0400
58:27.3,-0.49,0.39,-0.61,-1,35.4,0.228,0,0.0000,0.0016,0.0004,0.0020,0.0447
58:27.3,-0.47,0.45,-0.54,-1,35.2,0.228,0,0.0004,0.0036,0.0049,0.0089,0.0943
58:27.4,-0.45,0.5,-0.44,-1,35.4,0.228,0,0.0004,0.0025,0.0100,0.0129,0.1136
58:27.4,-0.41,0.42,-0.15,-1,35.4,0.228,0,0.0016,0.0064,0.0841,0.0921,0.3035
58:27.4,-0.4,0.46,0.29,-1,35.4,0.228,0,0.0001,0.0016,0.1936,0.1953,0.4419
58:27.5,-0.4,1.24,0.24,-1,35.4,0.226,0,0.0000,0.6084,0.0025,0.6109,0.7816
58:27.5,-0.42,1.2,0.38,-1,35.2,0.228,0,0.0004,0.0016,0.0196,0.0216,0.1470
58:27.5,-0.43,0.63,0.64,-1,35.4,0.228,0,0.0001,0.3249,0.0676,0.3926,0.6266
58:27.6,-0.34,0.74,0.85,-1,35.4,0.228,0,0.0081,0.0121,0.0441,0.0643,0.2536
58:27.6,-0.26,0.56,0.91,-1,35.4,0.233,0,0.0064,0.0324,0.0036,0.0424,0.2059
58:27.6,-0.23,0.28,0.93,-1,35.4,0.233,0,0.0009,0.0784,0.0004,0.0797,0.2823
58:27.7,-0.22,0.26,0.95,-1,35.4,0.235,0,0.0001,0.0004,0.0004,0.0009,0.0300
58:27.7,-0.21,0.41,0.95,-1,35.4,0.235,0,0.0001,0.0225,0.0000,0.0226,0.1503
58:27.7,-0.24,0.25,0.88,-1,35.4,0.235,0,0.0009,0.0256,0.0049,0.0314,0.1772
58:27.8,-0.23,0.27,0.92,-1,35.4,0.238,0,0.0001,0.0004,0.0016,0.0021,0.0458
58:27.8,-0.23,0.31,0.93,-1,35.4,0.24,0,0.0000,0.0016,0.0001,0.0017,0.0412
58:27.8,-0.25,0.21,0.87,-1,35.4,0.243,0,0.0004,0.0100,0.0036,0.0140,0.1183
58:27.8,-0.24,0.23,0.92,-1,35.4,0.247,0,0.0001,0.0004,0.0025,0.0030,0.0548
58:27.9,-0.24,0.26,0.9,-1,35.4,0.247,0,0.0000,0.0009,0.0004,0.0013,0.0361
58:27.9,-0.18,0.19,0.7,-1,35.4,0.25,0,0.0036,0.0049,0.0400,0.0485,0.2202
58:27.9,0,0.4,-0.1,-1,35.4,0.252,0,0.0324,0.0441,0.6400,0.7165,0.8465
58:28.0,0.01,0.77,1.41,-1,35.4,0.252,0,0.0001,0.1369,2.2801,2.4171,1.5547
58:28.0,0,-0.19,0.35,-1,35.4,0.252,0,0.0001,0.9216,1.1236,2.0453,1.4301
