Time,Z-axis,Y-axis,X-axis,Battery,Celsius,EDA(uS),Event,z^2,y^2,x^2,sum,Movement
59:09.6,-0.38,0.81,-0.03,-1,34.3,0.514,0,0.0000,0.0064,0.0169,0.0233,0.1526
59:09.7,-0.4,0.92,-0.17,-1,34.3,0.51,0,0.0004,0.0121,0.0196,0.0321,0.1792
59:09.7,-0.41,0.75,-0.14,-1,34.3,0.51,0,0.0001,0.0289,0.0009,0.0299,0.1729
59:09.7,-0.44,0.71,-0.23,-1,34.3,0.51,0,0.0009,0.0016,0.0081,0.0106,0.1030
59:09.8,-0.39,0.81,-0.34,-1,34.3,0.51,0,0.0025,0.0100,0.0121,0.0246,0.1568
59:09.8,-0.4,0.68,-0.35,-1,34.3,0.51,0,0.0001,0.0169,0.0001,0.0171,0.1308
59:09.8,-0.4,0.58,-0.42,-1,34.5,0.51,0,0.0000,0.0100,0.0049,0.0149,0.1221
59:09.8,-0.4,0.64,-0.49,-1,34.3,0.507,0,0.0000,0.0036,0.0049,0.0085,0.0922
59:09.9,-0.4,0.64,-0.48,-1,34.3,0.507,0,0.0000,0.0000,0.0001,0.0001,0.0100
59:09.9,-0.41,0.59,-0.5,-1,34.3,0.51,0,0.0001,0.0025,0.0004,0.0030,0.0548
59:09.9,-0.38,0.63,-0.52,-1,34.3,0.504,0,0.0009,0.0016,0.0004,0.0029,0.0539
59:10.0,-0.38,0.66,-0.51,-1,34.3,0.504,0,0.0000,0.0009,0.0001,0.0010,0.0316
59:10.0,-0.39,0.63,-0.52,-1,34.3,0.504,0,0.0001,0.0009,0.0001,0.0011,0.0332
59:10.0,-0.39,0.67,-0.54,-1,34.3,0.504,0,0.0000,0.0016,0.0004,0.0020,0.0447
59:10.1,-0.38,0.7,-0.55,-1,34.3,0.504,0,0.0001,0.0009,0.0001,0.0011,0.0332
59:10.1,-0.36,0.7,-0.54,-1,34.3,0.504,0,0.0004,0.0000,0.0001,0.0005,0.0224
59:10.1,-0.37,0.67,-0.56,-1,34.3,0.504,0,0.0001,0.0009,0.0004,0.0014,0.0374
59:10.2,-0.38,0.64,-0.58,-1,34.3,0.504,0,0.0001,0.0009,0.0004,0.0014,0.0374

