Time,Z-axis,Y-axis,X-axis,Battery,Celsius,EDA(uS),Event,z^2,y^2,x^2,sum,Movement
59:07.8,-0.41,0.46,-0.69,-1,34.3,0.522,0,0.0001,0.0001,0.0004,0.0006,0.0245
59:07.9,-0.41,0.48,-0.68,-1,34.3,0.519,0,0.0000,0.0004,0.0001,0.0005,0.0224
59:07.9,-0.42,0.46,-0.67,-1,34.5,0.522,0,0.0001,0.0004,0.0001,0.0006,0.0245
59:07.9,-0.42,0.5,-0.67,-1,34.3,0.52,0,0.0000,0.0016,0.0000,0.0016,0.0400
59:08.0,-0.42,0.5,-0.65,-1,34.5,0.516,0,0.0000,0.0000,0.0004,0.0004,0.0200
59:08.0,-0.41,0.5,-0.64,-1,34.3,0.516,0,0.0001,0.0000,0.0001,0.0002,0.0141
59:08.0,-0.41,0.48,-0.63,-1,34.5,0.516,0,0.0000,0.0004,0.0001,0.0005,0.0224
59:08.1,-0.42,0.55,-0.63,-1,34.3,0.516,0,0.0001,0.0049,0.0000,0.0050,0.0707
59:08.1,-0.41,0.53,-0.6,-1,34.3,0.516,0,0.0001,0.0004,0.0009,0.0014,0.0374
59:08.1,-0.42,0.47,-0.53,-1,34.3,0.516,0,0.0001,0.0036,0.0049,0.0086,0.0927
59:08.2,-0.41,0.61,-0.49,-1,34.3,0.516,0,0.0001,0.0196,0.0016,0.0213,0.1459
59:08.2,-0.4,0.7,-0.41,-1,34.3,0.516,0,0.0001,0.0081,0.0064,0.0146,0.1208
59:08.2,-0.39,0.59,-0.29,-1,34.3,0.516,0,0.0001,0.0121,0.0144,0.0266,0.1631
59:08.2,-0.38,0.64,0,-1,34.3,0.516,0,0.0001,0.0025,0.0841,0.0867,0.2944
59:08.3,-0.33,0.88,0.23,-1,34.3,0.514,0,0.0025,0.0576,0.0529,0.1130,0.3362
59:08.3,-0.37,0.87,0.12,-1,34.3,0.516,0,0.0016,0.0001,0.0121,0.0138,0.1175
59:08.3,-0.35,0.88,0.33,-1,34.3,0.516,0,0.0004,0.0001,0.0441,0.0446,0.2112
59:08.4,-0.32,0.78,0.62,-1,34.3,0.516,0,0.0009,0.0100,0.0841,0.0950,0.3082
59:08.4,-0.27,0.86,0.66,-1,34.3,0.516,0,0.0025,0.0064,0.0016,0.0105,0.1025
59:08.4,-0.23,0.53,0.71,-1,34.3,0.516,0,0.0016,0.1089,0.0025,0.1130,0.3362
59:08.5,-0.26,0.56,0.88,-1,34.3,0.52,0,0.0009,0.0009,0.0289,0.0307,0.1752
59:08.5,-0.18,0.5,0.83,-1,34.3,0.52,0,0.0064,0.0036,0.0025,0.0125,0.1118
59:08.5,-0.03,0.55,0.28,-1,34.3,0.52,0,0.0225,0.0025,0.3025,0.3275,0.5723
59:08.6,-0.11,0.57,0.75,-1,34.3,0.52,0,0.0064,0.0004,0.2209,0.2277,0.4772
59:08.6,-0.03,0.17,0.67,-1,34.3,0.516,0,0.0064,0.1600,0.0064,0.1728,0.4157
59:08.6,-0.18,0.22,1.1,-1,34.3,0.516,0,0.0225,0.0025,0.1849,0.2099,0.4581
59:08.7,-0.3,0.5,1.25,-1,34.3,0.522,0,0.0144,0.0784,0.0225,0.1153,0.3396
59:08.7,-0.1,0.12,0.71,-1,34.3,0.522,0,0.0400,0.1444,0.2916,0.4760,0.6899
59:08.7,-0.02,0.13,0.59,-1,34.3,0.522,0,0.0064,0.0001,0.0144,0.0209,0.1446
59:08.7,0.34,1.36,2.04,-1,34.3,0.522,0,0.1296,1.5129,2.1025,3.7450,1.9352
59:08.8,-0.1,-0.12,0.37,-1,34.3,0.522,0,0.1936,2.1904,2.7889,5.1729,2.2744
59:08.8,-0.17,0.21,1.07,-1,34.3,0.522,0,0.0049,0.1089,0.4900,0.6038,0.7770
59:08.8,-0.24,0.18,1.02,-1,34.5,0.525,0,0.0049,0.0009,0.0025,0.0083,0.0911
59:08.9,-0.04,0.1,0.67,-1,34.5,0.525,0,0.0400,0.0064,0.1225,0.1689,0.4110
59:08.9,-0.18,0.21,1.47,-1,34.5,0.528,0,0.0196,0.0121,0.6400,0.6717,0.8196
59:08.9,-0.02,-0.15,0.71,-1,34.3,0.528,0,0.0256,0.1296,0.5776,0.7328,0.8560
59:09.0,0.11,0.12,0.48,-1,34.3,0.531,0,0.0169,0.0729,0.0529,0.1427,0.3778
59:09.0,-0.23,0.74,1.88,-1,34.3,0.528,0,0.1156,0.3844,1.9600,2.4600,1.5684
59:09.0,-0.18,0.52,1.16,-1,34.3,0.525,0,0.0025,0.0484,0.5184,0.5693,0.7545
59:09.1,-0.04,-0.01,0.58,-1,34.3,0.525,0,0.0196,0.2809,0.3364,0.6369,0.7981
59:09.1,-0.04,0.17,0.5,-1,34.3,0.528,0,0.0000,0.0324,0.0064,0.0388,0.1970
59:09.1,-0.9,0.94,4.24,-1,34.5,0.528,0,0.7396,0.5929,13.9876,15.3201,3.9141
59:09.2,-0.29,-0.8,0.02,-1,34.3,0.525,0,0.3721,3.0276,17.8084,21.2081,4.6052
59:09.2,0.14,0.2,0.33,-1,34.3,0.528,0,0.1849,1.0000,0.0961,1.2810,1.1318
59:09.2,-0.18,0.9,2.08,-1,34.5,0.525,0,0.1024,0.4900,3.0625,3.6549,1.9118
59:09.3,-0.5,0.42,1.19,-1,34.3,0.525,0,0.1024,0.2304,0.7921,1.1249,1.0606
59:09.3,-0.21,0.07,0.5,-1,34.3,0.522,0,0.0841,0.1225,0.4761,0.6827,0.8263
59:09.3,0,0.5,0.75,-1,34.3,0.522,0,0.0441,0.1849,0.0625,0.2915,0.5399
59:09.3,-0.11,0.43,0.84,-1,34.3,0.522,0,0.0121,0.0049,0.0081,0.0251,0.1584
59:09.4,-0.21,0.52,1.08,-1,34.3,0.522,0,0.0100,0.0081,0.0576,0.0757,0.2751
59:09.4,-0.3,0.7,0.61,-1,34.3,0.522,0,0.0081,0.0324,0.2209,0.2614,0.5113
59:09.4,-0.25,0.94,0.54,-1,34.3,0.516,0,0.0025,0.0576,0.0049,0.0650,0.2550
59:09.5,-0.3,0.52,0.55,-1,34.3,0.516,0,0.0025,0.1764,0.0001,0.1790,0.4231
59:09.5,-0.37,0.65,0.32,-1,34.3,0.516,0,0.0049,0.0169,0.0529,0.0747,0.2733
59:09.5,-0.4,0.98,0.04,-1,34.3,0.516,0,0.0009,0.1089,0.0784,0.1882,0.4338
59:09.6,-0.39,0.96,0.01,-1,34.3,0.514,0,0.0001,0.0004,0.0009,0.0014,0.0374
59:09.6,-0.38,0.73,0.1,-1,34.3,0.516,0,0.0001,0.0529,0.0081,0.0611,0.2472
