,Time,Z-axis,Y-axis,X-axis,Battery,Celsius,EDA(uS),Event
1050,17:11:17.781,-0.14,-1.35,0.05,-1.0,35.4,0.311,0.0
1051,17:11:17.812,-0.17,-1.11,0.0,-1.0,35.4,0.311,0.0
1052,17:11:17.843,-0.22,-1.01,0.1,-1.0,35.4,0.311,0.0
1053,17:11:17.875,-0.25,-0.9,0.13,-1.0,35.4,0.311,0.0
1054,17:11:17.906,-0.29,-0.73,0.13,-1.0,35.4,0.311,0.0
1055,17:11:17.937,-0.35,-0.75,0.14,-1.0,35.4,0.309,0.0
1056,17:11:17.968,-0.38,-0.65,0.18,-1.0,35.4,0.306,0.0
1057,17:11:18.000,-0.41,-0.61,0.14,-1.0,35.4,0.311,0.0
1058,17:11:18.031,-0.46,-0.74,0.09,-1.0,35.4,0.311,0.0
1059,17:11:18.062,-0.49,-0.51,0.04,-1.0,35.4,0.311,0.0
1060,17:11:18.093,-0.47,-0.73,0.16,-1.0,35.4,0.311,0.0
1061,17:11:18.125,-0.45,-0.9,0.14,-1.0,35.4,0.309,0.0
1062,17:11:18.156,-0.45,-0.69,0.09,-1.0,35.4,0.311,0.0
1063,17:11:18.187,-0.41,-0.59,0.1,-1.0,35.4,0.311,0.0
1064,17:11:18.218,-0.31,-0.49,0.23,-1.0,35.4,0.311,0.0
1065,17:11:18.250,-0.14,-0.5,0.15,-1.0,35.4,0.309,0.0
1066,17:11:18.281,0.0,-0.54,0.05,-1.0,35.4,0.311,0.0
1067,17:11:18.312,3.58,-0.68,-3.02,-1.0,35.4,0.306,0.0
1068,17:11:18.343,-0.44,-0.95,-0.25,-1.0,35.4,0.306,0.0
1069,17:11:18.375,-0.02,-0.9,-0.07,-1.0,35.4,0.308,0.0
1070,17:11:18.406,-0.1,-1.29,0.21,-1.0,35.4,0.311,0.0
1071,17:11:18.437,-0.04,-1.19,-0.02,-1.0,35.2,0.311,0.0
1072,17:11:18.468,-0.09,-1.04,-0.1,-1.0,35.4,0.311,0.0
1073,17:11:18.500,-0.08,-1.11,0.0,-1.0,35.4,0.311,0.0
1074,17:11:18.531,-0.07,-1.12,-0.02,-1.0,35.4,0.311,0.0
1075,17:11:18.562,-0.06,-1.11,-0.02,-1.0,35.4,0.314,0.0
1076,17:11:18.593,-0.07,-1.11,0.0,-1.0,35.4,0.316,0.0
1077,17:11:18.625,-0.07,-1.1,0.0,-1.0,35.4,0.316,0.0
1078,17:11:18.656,-0.16,-1.25,0.0,-1.0,35.4,0.311,0.0
1079,17:11:18.687,-0.16,-1.62,0.09,-1.0,35.4,0.314,0.0
