,Time,Z-axis,Y-axis,X-axis,Battery,Celsius,EDA(uS),Event
820,17:11:10.593,-0.59,-0.29,0.41,-1.0,35.4,0.28600000000000003,0.0
821,17:11:10.625,-0.6,-0.23,0.38,-1.0,35.4,0.28600000000000003,0.0
822,17:11:10.656,-0.61,-0.35,0.43,-1.0,35.4,0.28600000000000003,0.0
823,17:11:10.687,-0.64,-0.38,0.36,-1.0,35.4,0.28600000000000003,0.0
824,17:11:10.718,-0.64,-0.33,0.27,-1.0,35.4,0.28300000000000003,0.0
825,17:11:10.750,-0.61,-0.41,0.32,-1.0,35.4,0.28300000000000003,0.0
826,17:11:10.781,-0.57,-0.42,0.32,-1.0,35.4,0.28600000000000003,0.0
827,17:11:10.812,-0.52,-0.55,0.28,-1.0,35.4,0.28600000000000003,0.0
828,17:11:10.843,-0.5,-0.45,0.16,-1.0,35.4,0.28600000000000003,0.0
829,17:11:10.875,-0.43,-0.41,0.02,-1.0,35.4,0.28600000000000003,0.0
830,17:11:10.906,-0.26,-0.57,-0.04,-1.0,35.4,0.28600000000000003,0.0
831,17:11:10.937,-0.22,-0.63,-0.02,-1.0,35.6,0.28600000000000003,0.0
832,17:11:10.968,-0.06,-0.4,-0.18,-1.0,35.4,0.28600000000000003,0.0
833,17:11:11.000,0.26,-0.35,-0.06,-1.0,35.4,0.28600000000000003,0.0
834,17:11:11.031,-0.48,2.0,-2.5,-1.0,35.4,0.284,0.0
835,17:11:11.062,0.29,-2.26,0.06,-1.0,35.4,0.271,0.0
836,17:11:11.093,-0.05,-0.29,-0.07,-1.0,35.4,0.266,0.0
837,17:11:11.125,-0.08,-1.63,0.42,-1.0,35.4,0.261,0.0
838,17:11:11.156,-0.03,-1.28,0.07,-1.0,35.4,0.268,0.0
839,17:11:11.187,-0.14,-1.7,0.15,-1.0,35.4,0.276,0.0
840,17:11:11.218,-0.09,-1.54,0.2,-1.0,35.4,0.281,0.0
841,17:11:11.250,-0.12,-1.38,0.14,-1.0,35.4,0.28600000000000003,0.0
842,17:11:11.281,-0.15,-1.31,0.08,-1.0,35.4,0.28600000000000003,0.0
843,17:11:11.312,-0.21,-1.2,0.15,-1.0,35.4,0.28600000000000003,0.0
844,17:11:11.343,-0.23,-1.11,0.06,-1.0,35.4,0.28600000000000003,0.0
845,17:11:11.375,-0.28,-0.97,0.03,-1.0,35.4,0.28600000000000003,0.0
846,17:11:11.406,-0.34,-1.01,0.25,-1.0,35.4,0.28600000000000003,0.0
847,17:11:11.437,-0.31,-1.0,0.14,-1.0,35.4,0.28600000000000003,0.0
848,17:11:11.468,-0.4,-0.69,0.05,-1.0,35.4,0.28600000000000003,0.0
849,17:11:11.500,-0.48,-0.59,0.04,-1.0,35.4,0.28600000000000003,0.0
