,Time,Z-axis,Y-axis,X-axis,Battery,Celsius,EDA(uS),Event
1380,17:11:28.093,-0.19,-0.85,0.2,-1.0,35.2,0.384,0.0
1381,17:11:28.125,-0.31,-0.61,0.13,-1.0,35.2,0.384,0.0
1382,17:11:28.156,-0.32,-0.5,0.2,-1.0,35.2,0.382,0.0
1383,17:11:28.187,-0.36,-0.43,0.16,-1.0,35.2,0.382,0.0
1384,17:11:28.218,-0.36,-0.36,0.2,-1.0,35.2,0.379,0.0
1385,17:11:28.250,-0.29,-0.31,0.19,-1.0,35.2,0.392,0.0
1386,17:11:28.281,-0.22,-0.11,0.17,-1.0,35.2,0.414,0.0
1387,17:11:28.312,-0.02,0.18,0.1,-1.0,35.2,0.425,0.0
1388,17:11:28.343,0.29,0.24,0.42,-1.0,35.2,0.434,0.0
1389,17:11:28.375,0.63,1.55,-1.2,-1.0,35.2,0.439,0.0
1390,17:11:28.406,0.0,-1.9,2.029,-1.0,35.2,0.418,0.0
1391,17:11:28.437,-0.81,-3.26,0.66,-1.0,35.2,0.406,0.0
1392,17:11:28.468,0.12,-0.25,-0.09,-1.0,35.2,0.40399999999999997,0.0
1393,17:11:28.500,0.2,-1.02,0.68,-1.0,35.2,0.4,0.0
1394,17:11:28.531,0.09,-0.96,0.68,-1.0,35.2,0.4,0.0
1395,17:11:28.562,0.19,-1.04,0.3,-1.0,35.2,0.39799999999999996,0.0
1396,17:11:28.593,0.07,-1.05,0.22,-1.0,35.2,0.395,0.0
1397,17:11:28.625,0.01,-1.15,0.2,-1.0,35.2,0.395,0.0
1398,17:11:28.656,-0.07,-1.21,0.38,-1.0,35.2,0.39299999999999996,0.0
1399,17:11:28.687,-0.11,-1.3,0.5,-1.0,35.2,0.39299999999999996,0.0
