Time,Z-axis,Y-axis,X-axis,Battery,Celsius,EDA(uS),Event,z^2,y^2,x^2,sum,Movement
58:37.1,-0.07,0.45,1.03,-1,35.2,0.281,0,0.0025,0.0289,0.1600,0.1914,0.4375
58:37.2,-0.12,0.44,1.08,-1,35.2,0.281,0,0.0025,0.0001,0.0025,0.0051,0.0714
58:37.2,-0.17,0.3,0.94,-1,35.2,0.281,0,0.0025,0.0196,0.0196,0.0417,0.2042
58:37.2,-0.15,0.32,0.97,-1,35.2,0.281,0,0.0004,0.0004,0.0009,0.0017,0.0412
58:37.3,-0.11,0.34,0.92,-1,35.2,0.281,0,0.0016,0.0004,0.0025,0.0045,0.0671
58:37.3,-0.12,0.34,0.85,-1,35.2,0.281,0,0.0001,0.0000,0.0049,0.0050,0.0707
58:37.3,-0.15,0.38,0.95,-1,35.2,0.281,0,0.0009,0.0016,0.0100,0.0125,0.1118
58:37.3,-0.16,0.39,0.96,-1,35.2,0.279,0,0.0001,0.0001,0.0001,0.0003,0.0173
58:37.4,-0.16,0.4,0.88,-1,34.9,0.281,0,0.0000,0.0001,0.0064,0.0065,0.0806
58:37.4,-0.16,0.43,0.89,-1,34.9,0.281,0,0.0000,0.0009,0.0001,0.0010,0.0316
58:37.4,-0.18,0.46,0.88,-1,34.9,0.279,0,0.0004,0.0009,0.0001,0.0014,0.0374
58:37.5,-0.18,0.52,0.85,-1,35.2,0.277,0,0.0000,0.0036,0.0009,0.0045,0.0671
58:37.5,-0.17,0.52,0.86,-1,34.9,0.279,0,0.0001,0.0000,0.0001,0.0002,0.0141
58:37.5,-0.2,0.52,0.81,-1,35.2,0.279,0,0.0009,0.0000,0.0025,0.0034,0.0583
58:37.6,-0.21,0.65,0.75,-1,35.2,0.281,0,0.0001,0.0169,0.0036,0.0206,0.1435
58:37.6,-0.2,0.67,0.75,-1,35.2,0.277,0,0.0001,0.0004,0.0000,0.0005,0.0224
58:37.6,-0.22,0.62,0.67,-1,35.2,0.277,0,0.0004,0.0025,0.0064,0.0093,0.0964
58:37.7,-0.29,0.82,0.56,-1,34.9,0.279,0,0.0049,0.0400,0.0121,0.0570,0.2387
58:37.7,-0.28,0.93,0.5,-1,35.2,0.277,0,0.0001,0.0121,0.0036,0.0158,0.1257
58:37.7,-0.29,0.76,0.49,-1,35.2,0.277,0,0.0001,0.0289,0.0001,0.0291,0.1706
58:37.8,-0.33,0.71,0.31,-1,35.2,0.279,0,0.0016,0.0025,0.0324,0.0365,0.1910
58:37.8,-0.36,0.83,0.15,-1,35.2,0.277,0,0.0009,0.0144,0.0256,0.0409,0.2022
58:37.8,-0.36,0.91,0.13,-1,35.2,0.277,0,0.0000,0.0064,0.0004,0.0068,0.0825
58:37.8,-0.36,0.78,0.03,-1,34.9,0.277,0,0.0000,0.0169,0.0100,0.0269,0.1640
58:37.9,-0.41,0.9,-0.09,-1,34.9,0.277,0,0.0025,0.0144,0.0144,0.0313,0.1769
58:37.9,-0.4,0.91,-0.11,-1,35.2,0.277,0,0.0001,0.0001,0.0004,0.0006,0.0245
58:37.9,-0.42,0.74,-0.21,-1,34.9,0.281,0,0.0004,0.0289,0.0100,0.0393,0.1982
58:38.0,-0.44,0.72,-0.37,-1,34.9,0.281,0,0.0004,0.0004,0.0256,0.0264,0.1625
58:38.0,-0.43,0.67,-0.43,-1,35.2,0.281,0,0.0001,0.0025,0.0036,0.0062,0.0787
58:38.0,-0.44,0.62,-0.48,-1,35.2,0.284,0,0.0001,0.0025,0.0025,0.0051,0.0714
58:38.1,-0.45,0.62,-0.56,-1,34.9,0.281,0,0.0001,0,0.0064,0.0065,0.0806
