Time,Z-axis,Y-axis,X-axis,Battery,Celsius,EDA(uS),Event,z^2,y^2,x^2,sum,Movement
58:35.1,-0.43,0.5,-0.64,-1,35.2,0.262,0,0.0000,0.0001,0.0001,0.0002,0.0141
58:35.1,-0.44,0.5,-0.64,-1,35.2,0.262,0,0.0001,0.0000,0.0000,0.0001,0.0100
58:35.1,-0.43,0.5,-0.64,-1,35.2,0.262,0,0.0001,0.0000,0.0000,0.0001,0.0100
58:35.2,-0.44,0.5,-0.63,-1,35.2,0.262,0,0.0001,0.0000,0.0001,0.0002,0.0141
58:35.2,-0.43,0.5,-0.63,-1,35.2,0.262,0,0.0001,0.0000,0.0000,0.0001,0.0100
58:35.2,-0.45,0.51,-0.65,-1,35.2,0.262,0,0.0004,0.0001,0.0004,0.0009,0.0300
58:35.2,-0.44,0.5,-0.63,-1,35.2,0.262,0,0.0001,0.0001,0.0004,0.0006,0.0245
58:35.3,-0.43,0.49,-0.62,-1,35.2,0.262,0,0.0001,0.0001,0.0001,0.0003,0.0173
58:35.3,-0.44,0.48,-0.62,-1,35.2,0.262,0,0.0001,0.0001,0.0000,0.0002,0.0141
58:35.3,-0.43,0.52,-0.63,-1,35.2,0.262,0,0.0001,0.0016,0.0001,0.0018,0.0424
58:35.4,-0.41,0.46,-0.56,-1,35.2,0.262,0,0.0004,0.0036,0.0049,0.0089,0.0943
58:35.4,-0.38,0.44,-0.26,-1,35.2,0.262,0,0.0009,0.0004,0.0900,0.0913,0.3022
58:35.4,-0.37,0.65,0.01,-1,35.2,0.264,0,0.0001,0.0441,0.0729,0.1171,0.3422
58:35.5,-0.39,0.83,0.01,-1,35.2,0.265,0,0.0004,0.0324,0.0000,0.0328,0.1811
58:35.5,-0.37,0.93,0.45,-1,35.2,0.267,0,0.0004,0.0100,0.1936,0.2040,0.4517
58:35.5,-0.35,0.89,0.64,-1,35.2,0.267,0,0.0004,0.0016,0.0361,0.0381,0.1952
58:35.6,-0.35,0.97,0.64,-1,35.2,0.267,0,0.0000,0.0064,0.0000,0.0064,0.0800
58:35.6,-0.29,0.66,0.77,-1,35.2,0.269,0,0.0036,0.0961,0.0169,0.1166,0.3415
58:35.6,-0.19,0.53,1.01,-1,35.2,0.272,0,0.0100,0.0169,0.0576,0.0845,0.2907
58:35.7,-0.24,0.39,0.99,-1,35.2,0.272,0,0.0025,0.0196,0.0004,0.0225,0.1500
58:35.7,-0.28,0.42,0.96,-1,35.2,0.274,0,0.0016,0.0009,0.0009,0.0034,0.0583
58:35.7,-0.3,0.31,0.87,-1,35.2,0.274,0,0.0004,0.0121,0.0081,0.0206,0.1435
58:35.8,-0.3,0.26,0.87,-1,35.2,0.272,0,0.0000,0.0025,0.0000,0.0025,0.0500
58:35.8,-0.3,0.36,0.8,-1,35.2,0.274,0,0.0000,0.0100,0.0049,0.0149,0.1221
58:35.8,-0.29,0.3,0.82,-1,35.2,0.277,0,0.0001,0.0036,0.0004,0.0041,0.0640
58:35.8,-0.3,0.16,0.82,-1,35.2,0.277,0,0.0001,0.0196,0.0000,0.0197,0.1404
58:35.9,-0.29,0.27,0.85,-1,35.2,0.277,0,0.0001,0.0121,0.0009,0.0131,0.1145
58:35.9,-0.28,0.22,0.86,-1,35.2,0.277,0,0.0001,0.0025,0.0001,0.0027,0.0520
58:35.9,-0.27,0.25,0.9,-1,35.2,0.277,0,0.0001,0.0009,0.0016,0.0026,0.0510
58:36.0,-0.27,0.38,1,-1,35.2,0.277,0,0.0000,0.0169,0.0100,0.0269,0.1640
58:36.0,-0.32,0.13,0.74,-1,35.2,0.277,0,0.0025,0.0625,0.0676,0.1326,0.3641
58:36.0,-0.26,0.22,0.72,-1,35.2,0.279,0,0.0036,0.0081,0.0004,0.0121,0.1100
58:36.1,-0.1,0.34,1.04,-1,35.2,0.279,0,0.0256,0.0144,0.1024,0.1424,0.3774
58:36.1,0.07,1.8,1.72,-1,35.2,0.279,0,0.0289,2.1316,0.4624,2.6229,1.6195
58:36.1,-0.09,0.12,0.28,-1,35.2,0.277,0,0.0256,2.8224,2.0736,4.9216,2.2185
58:36.2,-0.08,0.31,0.81,-1,35.2,0.279,0,0.0001,0.0361,0.2809,0.3171,0.5631
58:36.2,-0.07,0.54,1.16,-1,35.2,0.277,0,0.0001,0.0529,0.1225,0.1755,0.4189
58:36.2,-0.18,0.39,0.98,-1,35.2,0.277,0,0.0121,0.0225,0.0324,0.0670,0.2588
58:36.3,-0.24,0.23,0.89,-1,35.2,0.277,0,0.0036,0.0256,0.0081,0.0373,0.1931
58:36.3,-0.23,0.29,1.06,-1,35.2,0.277,0,0.0001,0.0036,0.0289,0.0326,0.1806
58:36.3,-0.19,0.24,0.87,-1,35.2,0.277,0,0.0016,0.0025,0.0361,0.0402,0.2005
58:36.3,-0.17,0.16,0.83,-1,35.2,0.277,0,0.0004,0.0064,0.0016,0.0084,0.0917
58:36.4,-0.14,0.25,0.96,-1,35.2,0.277,0,0.0009,0.0081,0.0169,0.0259,0.1609
58:36.4,-0.17,0.2,0.89,-1,35.2,0.277,0,0.0009,0.0025,0.0049,0.0083,0.0911
58:36.4,-0.18,0.3,1.04,-1,35.2,0.277,0,0.0001,0.0100,0.0225,0.0326,0.1806
58:36.5,-0.2,0.14,0.82,-1,35.2,0.277,0,0.0004,0.0256,0.0484,0.0744,0.2728
58:36.5,-0.08,0.23,0.82,-1,34.9,0.277,0,0.0144,0.0081,0.0000,0.0225,0.1500
58:36.5,0.17,1.39,1.69,-1,35.2,0.277,0,0.0625,1.3456,0.7569,2.1650,1.4714
58:36.6,-0.11,0.03,0.37,-1,35.2,0.277,0,0.0784,1.8496,1.7424,3.6704,1.9158
58:36.6,-0.07,0.33,0.83,-1,35.2,0.277,0,0.0016,0.0900,0.2116,0.3032,0.5506
58:36.6,-0.1,0.56,1.26,-1,35.2,0.277,0,0.0009,0.0529,0.1849,0.2387,0.4886
58:36.7,-0.25,0.36,0.9,-1,35.2,0.277,0,0.0225,0.0400,0.1296,0.1921,0.4383
58:36.7,-0.26,0.31,1.06,-1,35.2,0.277,0,0.0001,0.0025,0.0256,0.0282,0.1679
58:36.7,-0.13,0.29,0.94,-1,35.2,0.277,0,0.0169,0.0004,0.0144,0.0317,0.1780
58:36.8,-0.13,0.14,0.75,-1,35.2,0.277,0,0.0000,0.0225,0.0361,0.0586,0.2421
58:36.8,-0.12,0.24,0.95,-1,35.2,0.277,0,0.0001,0.0100,0.0400,0.0501,0.2238
58:36.8,-0.15,0.23,0.9,-1,35.2,0.277,0,0.0009,0.0001,0.0025,0.0035,0.0592
58:36.8,-0.2,0.28,0.95,-1,35.2,0.277,0,0.0025,0.0025,0.0025,0.0075,0.0866
58:36.9,-0.17,0.42,1.02,-1,35.2,0.279,0,0.0009,0.0196,0.0049,0.0254,0.1594
58:36.9,-0.14,0.36,1.01,-1,35.2,0.281,0,0.0009,0.0036,0.0001,0.0046,0.0678
58:36.9,-0.15,0.13,0.93,-1,35.2,0.281,0,0.0001,0.0529,0.0064,0.0594,0.2437
58:37.0,-0.19,0.26,0.76,-1,35.2,0.281,0,0.0016,0.0169,0.0289,0.0474,0.2177
58:37.0,-0.11,0.17,0.75,-1,35.2,0.281,0,0.0064,0.0081,0.0001,0.0146,0.1208
58:37.0,-0.6,0.42,2.37,-1,35.2,0.281,0,0.2401,0.0625,2.6244,2.9270,1.7108
58:37.1,-0.05,0.27,0.72,-1,35.2,0.281,0,0.3025,0.0225,2.7225,3.0475,1.7457
58:37.1,-0.12,0.28,0.63,-1,34.9,0.281,0,0.0049,0.0001,0.0081,0.0131,0.1145
