,Time,Z-axis,Y-axis,X-axis,Battery,Celsius,EDA(uS),Event
1540,17:11:33.093,-0.47,-0.66,0.1,-1.0,35.2,0.833,0.0
1541,17:11:33.125,-0.46,-0.72,0.2,-1.0,34.9,0.833,0.0
1542,17:11:33.156,-0.55,-0.49,0.07,-1.0,34.9,0.836,0.0
1543,17:11:33.187,-0.49,-0.52,0.2,-1.0,35.2,0.84,0.0
1544,17:11:33.218,-0.39,-0.55,0.3,-1.0,35.2,0.848,0.0
1545,17:11:33.250,-0.37,-0.33,0.14,-1.0,35.2,0.848,0.0
1546,17:11:33.281,-0.23,-0.38,0.09,-1.0,35.2,0.848,0.0
1547,17:11:33.312,-0.12,-0.75,0.29,-1.0,35.2,0.848,0.0
1548,17:11:33.343,0.0,-0.81,0.48,-1.0,35.2,0.848,0.0
1549,17:11:33.375,-0.81,-0.78,0.05,-1.0,35.2,0.823,0.0
1550,17:11:33.406,-0.59,-1.97,0.42,-1.0,35.2,0.818,0.0
1551,17:11:33.437,-0.14,-1.54,0.23,-1.0,35.2,0.8029999999999999,0.0
1552,17:11:33.468,0.0,-1.11,-0.11,-1.0,35.2,0.795,0.0
1553,17:11:33.500,-0.16,-1.2,-0.21,-1.0,35.2,0.795,0.0
1554,17:11:33.531,-0.15,-1.0,0.03,-1.0,35.2,0.795,0.0
1555,17:11:33.562,-0.22,-0.71,0.03,-1.0,35.2,0.7909999999999999,0.0
1556,17:11:33.593,-0.29,-0.55,0.1,-1.0,35.2,0.795,0.0
1557,17:11:33.625,-0.34,-0.51,0.14,-1.0,35.2,0.8029999999999999,0.0
1558,17:11:33.656,-0.37,-0.56,0.16,-1.0,35.2,0.8029999999999999,0.0
1559,17:11:33.687,-0.4,-0.59,0.19,-1.0,35.2,0.805,0.0
