,Time,Z-axis,Y-axis,X-axis,Battery,Celsius,EDA(uS),Event
1110,17:11:19.656,-0.05,-1.14,0.01,-1.0,35.4,0.306,0.0
1111,17:11:19.687,-0.04,-1.12,0.0,-1.0,35.4,0.306,0.0
1112,17:11:19.718,-0.05,-1.11,-0.03,-1.0,35.4,0.311,0.0
1113,17:11:19.750,-0.06,-1.12,-0.04,-1.0,35.2,0.311,0.0
1114,17:11:19.781,-0.11,-1.16,-0.04,-1.0,35.4,0.311,0.0
1115,17:11:19.812,-0.07,-1.36,0.0,-1.0,35.4,0.311,0.0
1116,17:11:19.843,-0.15,-1.67,-0.06,-1.0,35.4,0.309,0.0
1117,17:11:19.875,0.04,-1.63,-0.17,-1.0,35.4,0.311,0.0
1118,17:11:19.906,-0.04,-1.78,-0.2,-1.0,35.2,0.311,0.0
1119,17:11:19.937,-0.16,-1.38,-0.23,-1.0,35.4,0.313,0.0
1120,17:11:19.968,-0.19,-1.1,-0.16,-1.0,35.2,0.314,0.0
1121,17:11:20.000,-0.29,-0.9,-0.08,-1.0,35.4,0.314,0.0
1122,17:11:20.031,-0.34,-0.74,0.0,-1.0,35.2,0.314,0.0
1123,17:11:20.062,-0.42,-0.6,0.0,-1.0,35.4,0.314,0.0
1124,17:11:20.093,-0.43,-0.57,0.03,-1.0,35.2,0.314,0.0
1125,17:11:20.125,-0.44,-0.54,0.03,-1.0,35.4,0.311,0.0
1126,17:11:20.156,-0.48,-0.5,0.03,-1.0,35.4,0.311,0.0
1127,17:11:20.187,-0.48,-0.54,0.04,-1.0,35.4,0.311,0.0
1128,17:11:20.218,-0.5,-0.61,0.02,-1.0,35.4,0.309,0.0
1129,17:11:20.250,-0.49,-0.64,0.02,-1.0,35.2,0.309,0.0
1130,17:11:20.281,-0.46,-0.72,0.0,-1.0,35.4,0.309,0.0
1131,17:11:20.312,-0.39,-0.61,0.01,-1.0,35.2,0.309,0.0
1132,17:11:20.343,-0.32,-0.29,0.08,-1.0,35.4,0.309,0.0
1133,17:11:20.375,-0.17,-0.24,-0.01,-1.0,35.2,0.309,0.0
1134,17:11:20.406,0.0,-0.11,-0.03,-1.0,35.4,0.306,0.0
1135,17:11:20.437,0.27,-0.19,0.11,-1.0,35.2,0.311,0.0
1136,17:11:20.468,0.17,0.06,-3.34,-1.0,35.4,0.29100000000000004,0.0
1137,17:11:20.500,-0.33,-0.81,-0.22,-1.0,35.4,0.29600000000000004,0.0
1138,17:11:20.531,-0.1,-0.92,0.0,-1.0,35.4,0.29600000000000004,0.0
1139,17:11:20.562,-0.1,-1.33,0.26,-1.0,35.4,0.294,0.0
1140,17:11:20.593,-0.17,-1.0,-0.3,-1.0,35.2,0.308,0.0
1141,17:11:20.625,-0.08,-0.98,-0.16,-1.0,35.2,0.321,0.0
1142,17:11:20.656,-0.01,-1.11,-0.23,-1.0,35.2,0.326,0.0
1143,17:11:20.687,0.0,-1.09,-0.16,-1.0,35.4,0.331,0.0
1144,17:11:20.718,-0.04,-1.1,-0.09,-1.0,35.2,0.331,0.0
1145,17:11:20.750,-0.05,-1.09,0.0,-1.0,35.4,0.337,0.0
1146,17:11:20.781,-0.06,-1.1,-0.01,-1.0,35.2,0.337,0.0
1147,17:11:20.812,-0.08,-1.12,-0.02,-1.0,35.4,0.337,0.0
1148,17:11:20.843,-0.08,-1.17,-0.03,-1.0,35.2,0.337,0.0
1149,17:11:20.875,-0.08,-1.24,-0.06,-1.0,35.4,0.33399999999999996,0.0
