Time,Z-axis,Y-axis,X-axis,Celsius,EDA(uS)
03:10.8,-0.29,0.61,0.64,-1,35.6,1.467,0
03:10.9,-0.27,0.63,0.65,-1,35.4,1.467,0
03:10.9,-0.26,0.64,0.64,-1,35.6,1.475,0
03:10.9,-0.25,0.63,0.65,-1,35.4,1.478,0
03:11.0,-0.25,0.67,0.69,-1,35.4,1.478,0
03:11.0,-0.25,0.67,0.72,-1,35.6,1.486,0
03:11.0,-0.25,0.64,0.72,-1,35.4,1.478,0
03:11.1,-0.25,0.63,0.7,-1,35.4,1.49,0
03:11.1,-0.25,0.64,0.75,-1,35.4,1.49,0
03:11.1,-0.25,0.61,0.76,-1,35.4,1.49,0
03:11.2,-0.27,0.58,0.78,-1,35.6,1.49,0
03:11.2,-0.3,0.54,0.77,-1,35.4,1.501,0
03:11.2,-0.3,0.53,0.8,-1,35.4,1.501,0
03:11.2,-0.28,0.55,0.81,-1,35.4,1.501,0
03:11.3,-0.27,0.52,0.81,-1,35.4,1.501,0
03:11.3,-0.27,0.5,0.79,-1,35.4,1.501,0
03:11.3,-0.26,0.5,0.81,-1,35.4,1.51,0
03:11.4,-0.23,0.48,0.79,-1,35.4,1.51,0
03:11.4,-0.21,0.46,0.75,-1,35.6,1.513,0
03:11.4,-0.17,0.46,0.78,-1,35.6,1.513,0
03:11.5,-0.15,0.45,0.78,-1,35.4,1.521,0
03:11.5,-0.15,0.43,0.75,-1,35.6,1.521,0
03:11.5,-0.12,0.48,0.8,-1,35.4,1.521,0
03:11.6,-0.12,0.42,0.86,-1,35.4,1.521,0
03:11.6,-0.1,0.4,0.88,-1,35.6,1.521,0
03:11.6,-0.08,0.41,0.91,-1,35.4,1.521,0
03:11.7,-0.05,0.42,0.95,-1,35.6,1.521,0
03:11.7,-0.03,0.37,0.93,-1,35.4,1.521,0
03:11.7,-0.02,0.37,0.92,-1,35.6,1.521,0
03:11.8,-0.04,0.32,0.94,-1,35.4,1.521,0
03:11.8,-0.03,0.37,0.9,-1,35.4,1.521,0
03:11.8,0.01,0.34,0.88,-1,35.6,1.521,0
03:11.8,0.03,0.4,0.98,-1,35.4,1.521,0
03:11.9,0.05,0.45,1,-1,35.6,1.521,0
03:11.9,0.04,0.46,0.92,-1,35.4,1.521,0
03:11.9,0.05,0.44,0.92,-1,35.6,1.521,0
03:12.0,0.06,0.41,0.95,-1,35.4,1.513,0
03:12.0,0.08,0.4,0.94,-1,35.4,1.521,0
03:12.0,0.08,0.43,0.97,-1,35.4,1.513,0
03:12.1,0.07,0.39,0.97,-1,35.4,1.513,0
03:12.1,0.06,0.39,0.98,-1,35.4,1.513,0
03:12.1,0.06,0.34,1,-1,35.4,1.51,0
03:12.2,0.04,0.35,0.96,-1,35.4,1.51,0
03:12.2,0.02,0.27,0.88,-1,35.4,1.51,0
03:12.2,0.02,0.25,0.88,-1,35.4,1.51,0
03:12.3,0.01,0.23,0.77,-1,35.4,1.501,0
03:12.3,0,0.15,0.68,-1,35.4,1.501,0
03:12.3,0.02,0.4,0.8,-1,35.4,1.501,0
03:12.3,0.14,0.53,1.04,-1,35.4,1.501,0
03:12.4,0.2,0.18,0.77,-1,35.6,1.501,0
03:12.4,0.47,1.84,1.95,-1,35.4,1.501,0
03:12.4,0.04,-0.05,0.84,-1,35.4,1.501,0
03:12.5,0.11,0.22,0.45,-1,35.6,1.501,0
03:12.5,0.08,0.05,0.84,-1,35.4,1.501,0
03:12.5,0.1,0.3,0.95,-1,35.4,1.501,0
03:12.6,0.15,0.53,1.03,-1,35.4,1.498,0
03:12.6,0.03,0.01,0.34,-1,35.4,1.49,0
03:12.6,0.38,2.21,1.48,-1,35.4,1.498,0
03:12.7,0.05,-0.35,0.85,-1,35.4,1.49,0
03:12.7,0.17,0.22,0.84,-1,35.4,1.49,0
03:12.7,0.12,0.22,1,-1,35.4,1.493,0
03:12.8,0.16,0.67,0.92,-1,35.4,1.498,0
03:12.8,0.03,0.07,0.57,-1,35.4,1.475,0
03:12.8,-0.29,-0.89,0.98,-1,35.4,1.486,0
03:12.8,0.44,0.8,1.47,-1,35.4,1.475,0
03:12.9,0.23,0.28,0.89,-1,35.4,1.475,0
03:12.9,0.19,0.08,0.7,-1,35.4,1.486,0
03:12.9,0.22,0.22,0.87,-1,35.4,1.49,0
03:13.0,0.16,0.49,1,-1,35.4,1.49,0
03:13.0,0.12,0.34,1.03,-1,35.4,1.498,0
03:13.0,0.12,0.24,0.98,-1,35.4,1.49,0
03:13.1,0.16,0.24,1,-1,35.4,1.498,0
03:13.1,0.19,0.27,1,-1,35.4,1.49,0
03:13.1,0.18,0.25,0.99,-1,35.4,1.498,0
03:13.2,0.17,0.26,0.96,-1,35.4,1.501,0
03:13.2,0.17,0.26,0.97,-1,35.4,1.501,0
03:13.2,0.17,0.27,0.96,-1,35.4,1.501,0
03:13.3,0.16,0.24,0.93,-1,35.4,1.501,0
03:13.3,0.17,0.26,0.98,-1,35.4,1.501,0
03:13.3,0.16,0.29,0.98,-1,35.4,1.501,0
03:13.3,0.16,0.29,0.96,-1,35.4,1.51,0
03:13.4,0.16,0.28,0.94,-1,35.6,1.501,0
03:13.4,0.15,0.27,0.96,-1,35.4,1.501,0
03:13.4,0.16,0.28,0.98,-1,35.4,1.501,0
03:13.5,0.15,0.3,0.99,-1,35.4,1.501,0
03:13.5,0.15,0.28,0.95,-1,35.4,1.51,0
03:13.5,0.15,0.29,0.97,-1,35.4,1.51,0
03:13.6,0.15,0.29,0.96,-1,35.4,1.51,0
03:13.6,0.16,0.29,0.98,-1,35.4,1.501,0
03:13.6,0.15,0.28,0.97,-1,35.4,1.51,0
03:13.7,0.15,0.31,1,-1,35.4,1.51,0
03:13.7,0.14,0.29,0.96,-1,35.4,1.51,0
03:13.7,0.14,0.29,0.95,-1,35.4,1.51,0
03:13.8,0.15,0.29,0.96,-1,35.4,1.51,0
03:13.8,0.15,0.3,0.96,-1,35.4,1.51,0
03:13.8,0.15,0.31,0.98,-1,35.4,1.51,0
03:13.8,0.12,0.31,0.95,-1,35.4,1.51,0
03:13.9,0.13,0.3,0.95,-1,35.4,1.51,0
03:13.9,0.14,0.29,0.97,-1,35.4,1.513,0
03:13.9,0.15,0.28,0.98,-1,35.4,1.521,0
03:14.0,0.14,0.29,0.98,-1,35.4,1.513,0
03:14.0,0.13,0.3,0.96,-1,35.4,1.521,0
03:14.0,0.13,0.3,0.97,-1,35.4,1.521,0
03:14.1,0.12,0.29,0.96,-1,35.4,1.521,0
03:14.1,0.13,0.29,0.95,-1,35.4,1.521,0
03:14.1,0.13,0.3,0.96,-1,35.4,1.521,0
03:14.2,0.12,0.32,0.98,-1,35.4,1.513,0
03:14.2,0.12,0.3,0.96,-1,35.4,1.513,0
