Time,Z-axis,Y-axis,X-axis,Battery,Celsius,EDA(uS),Event,z^2,y^2,x^2,sum,Movement
59:15.3,-0.02,1.93,0.15,-1,34.3,0.61,0,0.0001,0.8100,0.0289,0.8390,0.9160
59:15.3,-0.08,1.41,0.03,-1,34.3,0.61,0,0.0036,0.2704,0.0144,0.2884,0.5370
59:15.3,-0.04,0.78,-0.04,-1,34.3,0.61,0,0.0016,0.3969,0.0049,0.4034,0.6351
59:15.4,0.01,0.23,0.14,-1,34.1,0.61,0,0.0025,0.3025,0.0324,0.3374,0.5809
59:15.4,-0.04,0.03,0.15,-1,34.3,0.61,0,0.0025,0.0400,0.0001,0.0426,0.2064
59:15.4,-0.1,-0.13,0.2,-1,34.3,0.603,0,0.0036,0.0256,0.0025,0.0317,0.1780
59:15.5,0,-0.53,0.33,-1,34.3,0.603,0,0.0100,0.1600,0.0169,0.1869,0.4323
59:15.5,0.03,-0.83,0.28,-1,34.3,0.597,0,0.0009,0.0900,0.0025,0.0934,0.3056
59:15.5,0.31,-0.53,0,-1,34.3,0.597,0,0.0784,0.0900,0.0784,0.2468,0.4968
59:15.6,-0.5,3.73,3.23,-1,34.3,0.588,0,0.6561,18.1476,10.4329,29.2366,5.4071
59:15.6,-0.56,-1.37,0.43,-1,34.3,0.593,0,0.0036,26.0100,7.8400,33.8536,5.8184
59:15.6,0.18,0.88,0.09,-1,34.3,0.591,0,0.5476,5.0625,0.1156,5.7257,2.3928
59:15.7,-0.03,1.83,0.17,-1,34.3,0.593,0,0.0441,0.9025,0.0064,0.9530,0.9762
59:15.7,-0.19,1.19,0.47,-1,34.3,0.597,0,0.0256,0.4096,0.0900,0.5252,0.7247
59:15.7,-0.18,0.85,0.33,-1,34.3,0.601,0,0.0001,0.1156,0.0196,0.1353,0.3678
59:15.8,-0.14,0.63,0.31,-1,34.3,0.603,0,0.0016,0.0484,0.0004,0.0504,0.2245
59:15.8,-0.15,0.5,0.21,-1,34.3,0.603,0,0.0001,0.0169,0.0100,0.0270,0.1643
59:15.8,-0.13,0.51,0.11,-1,34.3,0.603,0,0.0004,0.0001,0.0100,0.0105,0.1025
59:15.8,-0.17,0.32,0.06,-1,34.3,0.606,0,0.0016,0.0361,0.0025,0.0402,0.2005
59:15.9,-0.13,-0.01,0.06,-1,34.3,0.61,0,0.0016,0.1089,0.0000,0.1105,0.3324
59:15.9,-0.1,-0.49,0.09,-1,34.3,0.61,0,0.0009,0.2304,0.0009,0.2322,0.4819
59:15.9,0.27,-0.1,0.14,-1,34.3,0.616,0,0.1369,0.1521,0.0025,0.2915,0.5399
59:16.0,0.45,4.92,-3.4,-1,34.3,0.61,0,0.0324,25.2004,12.5316,37.7644,6.1453
59:16.0,-0.76,-0.55,0.37,-1,34.3,0.623,0,1.4641,29.9209,14.2129,45.5979,6.7526
59:16.0,0.18,0.57,0.73,-1,34.3,0.623,0,0.8836,1.2544,0.1296,2.2676,1.5059
59:16.1,-0.05,1.63,0.04,-1,34.3,0.63,0,0.0529,1.1236,0.4761,1.6526,1.2855
59:16.1,-0.11,0.78,0.41,-1,34.3,0.632,0,0.0036,0.7225,0.1369,0.8630,0.9290
59:16.1,-0.15,1.11,0.25,-1,34.3,0.636,0,0.0016,0.1089,0.0256,0.1361,0.3689
59:16.2,-0.15,0.87,0.05,-1,34.5,0.64,0,0.0000,0.0576,0.0400,0.0976,0.3124
59:16.2,-0.27,0.76,0.08,-1,34.5,0.636,0,0.0144,0.0121,0.0009,0.0274,0.1655
59:16.2,-0.26,0.7,0.24,-1,34.5,0.636,0,0.0001,0.0036,0.0256,0.0293,0.1712
59:16.3,-0.28,0.75,0.03,-1,34.5,0.64,0,0.0004,0.0025,0.0441,0.0470,0.2168
59:16.3,-0.21,0.87,0.18,-1,34.5,0.636,0,0.0049,0.0144,0.0225,0.0418,0.2045
59:16.3,-0.23,0.86,0.18,-1,34.5,0.643,0,0.0004,0.0001,0.0000,0.0005,0.0224
59:16.3,-0.26,0.92,0.11,-1,34.5,0.643,0,0.0009,0.0036,0.0049,0.0094,0.0970
59:16.4,-0.25,0.88,0.08,-1,34.5,0.645,0,0.0001,0.0016,0.0009,0.0026,0.0510
59:16.4,-0.21,0.83,0.1,-1,34.5,0.645,0,0.0016,0.0025,0.0004,0.0045,0.0671
59:16.4,-0.25,0.86,0.12,-1,34.5,0.645,0,0.0016,0.0009,0.0004,0.0029,0.0539
59:16.5,-0.25,0.88,0.1,-1,34.5,0.645,0,0.0000,0.0004,0.0004,0.0008,0.0283
59:16.5,-0.24,0.95,0.13,-1,34.5,0.649,0,0.0001,0.0049,0.0009,0.0059,0.0768
59:16.5,-0.22,0.87,0.19,-1,34.5,0.649,0,0.0004,0.0064,0.0036,0.0104,0.1020
59:16.6,-0.22,0.91,0.19,-1,34.5,0.649,0,0.0000,0.0016,0.0000,0.0016,0.0400
59:16.6,-0.22,0.92,0.17,-1,34.5,0.649,0,0.0000,0.0001,0.0004,0.0005,0.0224
59:16.6,-0.2,0.94,0.18,-1,34.5,0.652,0,0.0004,0.0004,0.0001,0.0009,0.0300

