Time,Z-axis,Y-axis,X-axis,Battery,Celsius,EDA(uS),Event,z^2,y^2,x^2,sum,Movement
59:13.8,-0.39,0.56,-0.57,-1,34.3,0.522,0,0.0001,0.0001,0.0004,0.0006,0.0245
59:13.8,-0.4,0.59,-0.58,-1,34.3,0.525,0,0.0001,0.0009,0.0001,0.0011,0.0332
59:13.8,-0.4,0.59,-0.59,-1,34.3,0.525,0,0.0000,0.0000,0.0001,0.0001,0.0100
59:13.9,-0.39,0.6,-0.55,-1,34.3,0.528,0,0.0001,0.0001,0.0016,0.0018,0.0424
59:13.9,-0.4,0.63,-0.57,-1,34.3,0.531,0,0.0001,0.0009,0.0004,0.0014,0.0374
59:13.9,-0.4,0.6,-0.57,-1,34.3,0.531,0,0.0000,0.0009,0.0000,0.0009,0.0300
59:14.0,-0.39,0.58,-0.54,-1,34.3,0.534,0,0.0001,0.0004,0.0009,0.0014,0.0374
59:14.0,-0.38,0.64,-0.57,-1,34.3,0.534,0,0.0001,0.0036,0.0009,0.0046,0.0678
59:14.0,-0.39,0.61,-0.57,-1,34.3,0.534,0,0.0001,0.0009,0.0000,0.0010,0.0316
59:14.1,-0.41,0.57,-0.55,-1,34.3,0.534,0,0.0004,0.0016,0.0004,0.0024,0.0490
59:14.1,-0.41,0.62,-0.55,-1,34.3,0.541,0,0.0000,0.0025,0.0000,0.0025,0.0500
59:14.1,-0.38,0.66,-0.53,-1,34.3,0.541,0,0.0009,0.0016,0.0004,0.0029,0.0539
59:14.2,-0.4,0.58,-0.5,-1,34.3,0.541,0,0.0004,0.0064,0.0009,0.0077,0.0877
59:14.2,-0.4,0.64,-0.48,-1,34.3,0.541,0,0.0000,0.0036,0.0004,0.0040,0.0632
59:14.2,-0.4,0.74,-0.49,-1,34.3,0.547,0,0.0000,0.0100,0.0001,0.0101,0.1005
59:14.3,-0.39,0.68,-0.4,-1,34.3,0.547,0,0.0001,0.0036,0.0081,0.0118,0.1086
59:14.3,-0.4,0.66,-0.33,-1,34.3,0.549,0,0.0001,0.0004,0.0049,0.0054,0.0735
59:14.3,-0.38,0.84,-0.37,-1,34.3,0.549,0,0.0004,0.0324,0.0016,0.0344,0.1855
59:14.3,-0.41,0.78,-0.37,-1,34.3,0.553,0,0.0009,0.0036,0.0000,0.0045,0.0671
59:14.4,-0.4,0.72,-0.27,-1,34.3,0.553,0,0.0001,0.0036,0.0100,0.0137,0.1170
59:14.4,-0.39,0.8,-0.19,-1,34.3,0.559,0,0.0001,0.0064,0.0064,0.0129,0.1136
59:14.4,-0.4,0.92,-0.26,-1,34.3,0.559,0,0.0001,0.0144,0.0049,0.0194,0.1393
59:14.5,-0.4,0.94,-0.32,-1,34.3,0.562,0,0.0000,0.0004,0.0036,0.0040,0.0632
59:14.5,-0.39,0.92,-0.15,-1,34.3,0.565,0,0.0001,0.0004,0.0289,0.0294,0.1715
59:14.5,-0.44,1.05,-0.12,-1,34.3,0.565,0,0.0025,0.0169,0.0009,0.0203,0.1425
59:14.6,-0.49,1.04,-0.21,-1,34.3,0.572,0,0.0025,0.0001,0.0081,0.0107,0.1034
59:14.6,-0.52,0.78,0,-1,34.3,0.568,0,0.0009,0.0676,0.0441,0.1126,0.3356
59:14.6,-0.5,0.68,0.17,-1,34.3,0.572,0,0.0004,0.0100,0.0289,0.0393,0.1982
59:14.7,-0.5,0.36,0.08,-1,34.3,0.572,0,0.0000,0.1024,0.0081,0.1105,0.3324
59:14.7,-0.39,-0.02,0.14,-1,34.3,0.574,0,0.0121,0.1444,0.0036,0.1601,0.4001
59:14.7,-0.2,-0.65,0.39,-1,34.3,0.578,0,0.0361,0.3969,0.0625,0.4955,0.7039
59:14.8,0.15,-0.52,0.4,-1,34.3,0.584,0,0.1225,0.0169,0.0001,0.1395,0.3735
59:14.8,0.21,2.2,-0.22,-1,34.3,0.587,0,0.0036,7.3984,0.3844,7.7864,2.7904
59:14.8,0.46,3.89,-2.04,-1,34.3,0.593,0,0.0625,2.8561,3.3124,6.2310,2.4962
59:14.8,0.52,0.23,1.19,-1,34.3,0.597,0,0.0036,13.3956,10.4329,23.8321,4.8818
59:14.9,-0.1,1.49,-0.25,-1,34.3,0.6,0,0.3844,1.5876,2.0736,4.0456,2.0114
59:14.9,0,1.32,-0.05,-1,34.3,0.603,0,0.0100,0.0289,0.0400,0.0789,0.2809
59:14.9,-0.14,1.32,-0.18,-1,34.3,0.603,0,0.0196,0.0000,0.0169,0.0365,0.1910
59:15.0,-0.25,0.93,-0.09,-1,34.3,0.603,0,0.0121,0.1521,0.0081,0.1723,0.4151
59:15.0,-0.29,0.36,0.08,-1,34.3,0.6,0,0.0016,0.3249,0.0289,0.3554,0.5962
59:15.0,-0.22,0.31,0.11,-1,34.3,0.601,0,0.0049,0.0025,0.0009,0.0083,0.0911
59:15.1,-0.13,-0.06,0.42,-1,34.3,0.603,0,0.0081,0.1369,0.0961,0.2411,0.4910
59:15.1,-0.23,-0.19,0.64,-1,34.3,0.603,0,0.0100,0.0169,0.0484,0.0753,0.2744
59:15.1,-0.15,-0.02,0.22,-1,34.3,0.603,0,0.0064,0.0289,0.1764,0.2117,0.4601
59:15.2,0.15,-0.67,0.1,-1,34.3,0.6,0,0.0900,0.4225,0.0144,0.5269,0.7259
59:15.2,0.91,4.79,-3.52,-1,34.3,0.597,0,0.5776,29.8116,13.1044,43.4936,6.5950
59:15.2,-1.12,-2.1,1.96,-1,34.3,0.61,0,4.1209,47.4721,30.0304,81.6234,9.0346
59:15.3,-0.03,1.03,-0.02,-1,34.3,0.61,0,1.1881,9.7969,3.9204,14.9054,3.8608
