,Time,Z-axis,Y-axis,X-axis,Battery,Celsius,EDA(uS),Event
880,17:11:12.468,-0.49,-0.53,0.03,-1.0,35.4,0.303,0.0
881,17:11:12.500,-0.56,-0.45,0.09,-1.0,35.4,0.306,0.0
882,17:11:12.531,-0.58,-0.39,0.06,-1.0,35.4,0.303,0.0
883,17:11:12.562,-0.61,-0.37,0.07,-1.0,35.4,0.306,0.0
884,17:11:12.593,-0.62,-0.35,0.12,-1.0,35.4,0.306,0.0
885,17:11:12.625,-0.59,-0.4,0.1,-1.0,35.4,0.306,0.0
886,17:11:12.656,-0.54,-0.57,0.05,-1.0,35.4,0.306,0.0
887,17:11:12.687,-0.55,-0.71,0.05,-1.0,35.4,0.306,0.0
888,17:11:12.718,-0.5,-0.69,0.07,-1.0,35.4,0.306,0.0
889,17:11:12.750,-0.44,-0.57,-0.01,-1.0,35.4,0.309,0.0
890,17:11:12.781,-0.29,-0.53,0.01,-1.0,35.4,0.311,0.0
891,17:11:12.812,0.0,-0.39,-0.02,-1.0,35.4,0.311,0.0
892,17:11:12.843,0.13,-0.19,-0.17,-1.0,35.4,0.311,0.0
893,17:11:12.875,2.06,0.1,2.69,-1.0,35.4,0.309,0.0
894,17:11:12.906,0.01,-1.23,-0.04,-1.0,35.4,0.27899999999999997,0.0
895,17:11:12.937,-0.43,-1.15,-0.41,-1.0,35.4,0.27399999999999997,0.0
896,17:11:12.968,-0.24,-1.14,0.23,-1.0,35.4,0.271,0.0
897,17:11:13.000,-0.1,-1.09,0.02,-1.0,35.4,0.271,0.0
898,17:11:13.031,-0.11,-1.01,-0.16,-1.0,35.4,0.271,0.0
899,17:11:13.062,-0.01,-1.1,-0.06,-1.0,35.4,0.271,0.0
