Time,Z-axis,Y-axis,X-axis,Celsius,EDA(uS)
04:49.7,0.13,0.17,1,-1,33.9,2.212,0
04:49.7,0.26,0.2,1,-1,33.9,2.199,0
04:49.8,0.28,0.21,0.97,-1,33.9,2.212,0
04:49.8,0.26,0.16,0.94,-1,33.9,2.212,0
04:49.8,0.27,0.17,0.99,-1,33.9,2.199,0
04:49.8,0.25,0.21,1,-1,33.9,2.212,0
04:49.9,0.26,0.18,0.96,-1,33.9,2.199,0
04:49.9,0.27,0.17,0.95,-1,33.9,2.212,0
04:49.9,0.24,0.17,1,-1,33.9,2.199,0
04:50.0,0.24,0.18,0.99,-1,33.9,2.199,0
04:50.0,0.25,0.2,0.97,-1,34.1,2.208,0
04:50.0,0.25,0.17,0.95,-1,34.1,2.195,0
04:50.1,0.25,0.2,1,-1,34.1,2.199,0
04:50.1,0.24,0.18,0.99,-1,34.1,2.199,0
04:50.1,0.25,0.14,1.01,-1,34.1,2.186,0
04:50.2,0.22,0.19,1,-1,34.1,2.199,0
04:50.2,0.22,0.2,0.98,-1,34.1,2.199,0
04:50.2,0.23,0.18,0.98,-1,34.1,2.199,0
04:50.3,0.23,0.19,0.96,-1,34.1,2.199,0
04:50.3,0.24,0.18,0.97,-1,34.1,2.195,0
04:50.3,0.22,0.21,1,-1,34.1,2.186,0
04:50.3,0.21,0.22,1,-1,34.1,2.186,0
04:50.4,0.21,0.18,1,-1,34.1,2.186,0
04:50.4,0.24,0.14,0.98,-1,34.1,2.182,0
04:50.4,0.24,0.19,0.97,-1,34.1,2.182,0
04:50.5,0.25,0.24,0.99,-1,34.9,2.182,0
04:50.5,0.23,0.19,0.98,-1,34.1,2.199,0
04:50.5,0.22,0.2,0.97,-1,34.1,2.186,0
04:50.6,0.23,0.2,0.99,-1,34.1,2.195,0
04:50.6,0.23,0.19,0.98,-1,33.9,2.161,0
04:50.6,0.23,0.19,0.98,-1,33.9,2.186,0
04:50.7,0.23,0.19,0.99,-1,33.9,2.186,0
04:50.7,0.23,0.2,0.98,-1,33.9,2.186,0
04:50.7,0.23,0.19,0.98,-1,33.9,2.186,0
04:50.7,0.24,0.18,0.97,-1,33.9,2.186,0
04:50.8,0.23,0.19,0.98,-1,33.9,2.182,0
04:46.2,0.21,0.24,0.95,-1,33.9,2.267,0
04:46.2,0.22,0.24,0.96,-1,33.9,2.267,0
04:46.2,0.22,0.24,0.97,-1,33.9,2.267,0
04:46.2,0.22,0.25,0.98,-1,33.9,2.267,0
04:46.3,0.22,0.22,0.98,-1,33.9,2.267,0
04:46.3,0.22,0.22,0.96,-1,33.9,2.267,0
04:46.3,0.22,0.24,0.98,-1,33.9,2.267,0
04:46.4,0.22,0.23,0.97,-1,33.9,2.267,0
04:46.4,0.2,0.26,0.99,-1,33.9,2.263,0
04:46.4,0.21,0.23,0.96,-1,33.9,2.254,0
04:46.5,0.22,0.24,0.97,-1,33.9,2.25,0
04:46.5,0.22,0.24,0.97,-1,33.9,2.267,0
04:46.5,0.21,0.24,0.97,-1,33.9,2.263,0
04:46.6,0.2,0.24,0.97,-1,33.9,2.25,0
04:46.6,0.21,0.24,0.98,-1,33.9,2.263,0
04:46.6,0.21,0.25,0.98,-1,33.9,2.25,0
04:46.7,0.2,0.24,0.97,-1,33.9,2.263,0
04:46.7,0.21,0.24,0.96,-1,33.9,2.25,0
04:46.7,0.22,0.24,0.96,-1,33.9,2.25,0
04:46.8,0.22,0.25,0.97,-1,33.9,2.25,0
04:46.8,0.21,0.25,0.97,-1,33.9,2.25,0
04:46.8,0.2,0.25,0.97,-1,33.9,2.25,0
