Time,Z-axis,Y-axis,X-axis,Battery,Celsius,EDA(uS),Event
44:05.2,0.16,0.7,0.27
44:05.2,0.28,0.83,0.16
44:05.2,0,0.73,0.2
44:05.3,0.04,0.76,0.23
44:05.3,0.32,0.8,0.5
44:05.3,0.35,0.86,0.32
44:05.4,0.68,0.1,-0.14
44:05.4,0.41,0.96,0.57
44:05.4,1.24,0.82,0.62
44:05.5,1.01,0.78,0.28
44:05.5,0.55,0.26,0.43
44:05.5,0.67,-0.3,0.46
44:05.6,0.92,-0.15,0.24
44:05.6,0.8,-0.17,0.45
44:05.6,0.91,-0.45,0.1
44:05.7,1,-0.39,0.29
44:05.7,1.08,-0.22,0.54
44:05.7,1.07,-0.37,0.49
44:05.7,1.1,-0.5,0.26
44:05.8,0.95,-0.32,0.57
44:05.8,0.78,-0.32,0.7
44:05.8,0.79,-0.33,0.72
44:05.9,0.9,-0.67,0.52
44:05.9,0.65,-0.42,0.59
44:05.9,0.51,-0.37,0.67
44:06.0,0.67,-0.4,0.75
44:06.0,0.49,-0.29,0.77
44:06.0,0.46,-0.36,0.72
44:06.1,0.46,-0.34,0.81
44:06.1,0.76,-0.28,0.93
44:06.1,0.37,-0.08,0.85
44:06.2,0.71,-0.26,0.68
44:06.2,0.71,-0.19,1.02
44:06.2,0.49,0,0.81
44:06.3,0.08,0,1.18
44:06.3,0.62,0.16,1.68
44:06.3,0.35,-0.13,1.05
44:06.3,0,-0.02,0.92
44:06.4,0.25,-0.21,0.65
44:06.4,0.26,-0.25,0.61
44:06.4,0.22,-0.86,1.06
44:06.5,0.06,-1.06,0.99
44:06.5,0.32,-1.18,0.98
44:06.5,0.2,-0.78,0.82
44:06.6,0.06,-0.54,0.69
44:06.6,0.34,-0.52,0.81
44:06.6,0.2,-0.62,0.86
44:06.7,-0.05,-0.7,0.92
44:06.7,0.36,-0.61,0.9
44:06.7,0.11,-0.35,0.72
44:06.8,0.1,-0.18,0.66
44:06.8,0.19,-0.11,0.66
44:06.8,0.08,-0.1,0.79
44:06.8,0.38,0.38,0.68
44:06.9,0.35,0.28,0.75
44:06.9,-0.46,0.19,1.12
44:06.9,-0.9,-0.19,1.3
44:07.0,0.15,-0.4,1.07
44:07.0,0.78,-0.61,0.99
44:07.0,0.94,-0.86,0.98
