,Time,Z-axis,Y-axis,X-axis,Battery,Celsius,EDA(uS),Event
1350,17:11:27.156,-0.15,-1.1,0.16,-1.0,35.2,0.35700000000000004,0.0
1351,17:11:27.187,0.03,-1.12,0.32,-1.0,35.2,0.36,0.0
1352,17:11:27.218,0.17,-1.62,0.42,-1.0,35.2,0.35700000000000004,0.0
1353,17:11:27.250,0.28,-1.96,0.25,-1.0,35.2,0.35700000000000004,0.0
1354,17:11:27.281,0.26,-2.08,0.35,-1.0,35.2,0.35200000000000004,0.0
1355,17:11:27.312,0.14,-1.55,0.07,-1.0,35.2,0.35200000000000004,0.0
1356,17:11:27.343,0.08,-1.16,0.12,-1.0,35.2,0.35200000000000004,0.0
1357,17:11:27.375,0.05,-0.74,0.16,-1.0,35.2,0.35200000000000004,0.0
1358,17:11:27.406,-0.1,-0.38,0.0,-1.0,35.2,0.35700000000000004,0.0
1359,17:11:27.437,-0.25,-0.32,0.12,-1.0,35.2,0.35700000000000004,0.0
1360,17:11:27.468,-0.33,-0.13,0.13,-1.0,35.2,0.35700000000000004,0.0
1361,17:11:27.500,-0.4,0.09,0.14,-1.0,35.2,0.35700000000000004,0.0
1362,17:11:27.531,-0.39,0.11,0.21,-1.0,35.2,0.35700000000000004,0.0
1363,17:11:27.562,-0.31,0.15,0.35,-1.0,35.2,0.35700000000000004,0.0
1364,17:11:27.593,-0.22,0.57,0.04,-1.0,35.2,0.35700000000000004,0.0
1365,17:11:27.625,0.25,0.42,0.31,-1.0,35.2,0.35700000000000004,0.0
1366,17:11:27.656,0.71,0.95,-0.98,-1.0,35.2,0.35700000000000004,0.0
1367,17:11:27.687,-0.7,0.02,-0.17,-1.0,35.2,0.37,0.0
1368,17:11:27.718,-0.24,0.07,-0.13,-1.0,35.2,0.386,0.0
1369,17:11:27.750,-0.06,-1.52,0.75,-1.0,35.2,0.39,0.0
1370,17:11:27.781,0.0,-0.62,0.14,-1.0,35.2,0.39299999999999996,0.0
1371,17:11:27.812,0.13,-1.3,0.18,-1.0,35.2,0.39299999999999996,0.0
1372,17:11:27.843,0.13,-0.98,0.08,-1.0,35.2,0.39299999999999996,0.0
1373,17:11:27.875,0.02,-1.23,0.3,-1.0,35.2,0.39299999999999996,0.0
1374,17:11:27.906,0.07,-1.29,0.27,-1.0,35.2,0.39,0.0
1375,17:11:27.937,0.11,-1.44,0.24,-1.0,35.2,0.39,0.0
1376,17:11:27.968,0.04,-1.74,0.46,-1.0,35.2,0.39,0.0
1377,17:11:28.000,0.0,-1.6,0.24,-1.0,35.2,0.39,0.0
1378,17:11:28.031,-0.12,-1.18,0.13,-1.0,35.2,0.387,0.0
1379,17:11:28.062,-0.17,-1.08,0.32,-1.0,35.2,0.384,0.0
