Time,Z-axis,Y-axis,X-axis,Battery,Celsius,EDA(uS),Event,z^2,y^2,x^2,sum,Movement
58:21.8,-0.08,0.22,0.99,-1,35.8,0.207,0,0.0001,0.0001,0.0000,0.0002,0.0141
58:21.8,-0.08,0.25,0.93,-1,35.8,0.205,0,0.0000,0.0009,0.0036,0.0045,0.0671
58:21.8,-0.04,0.24,0.98,-1,35.8,0.207,0,0.0016,0.0001,0.0025,0.0042,0.0648
58:21.8,-0.05,0.28,0.98,-1,35.8,0.207,0,0.0001,0.0016,0.0000,0.0017,0.0412
58:21.9,-0.11,0.39,1.03,-1,35.8,0.205,0,0.0036,0.0121,0.0025,0.0182,0.1349
58:21.9,-0.15,0.27,0.98,-1,35.8,0.207,0,0.0016,0.0144,0.0025,0.0185,0.1360
58:21.9,-0.19,0.25,1.01,-1,35.8,0.202,0,0.0016,0.0004,0.0009,0.0029,0.0539
58:22.0,-0.14,0.13,0.97,-1,35.6,0.207,0,0.0025,0.0144,0.0016,0.0185,0.1360
58:22.0,-0.08,0.26,0.96,-1,35.6,0.205,0,0.0036,0.0169,0.0001,0.0206,0.1435
58:22.0,0,0.37,0.89,-1,35.6,0.205,0,0.0064,0.0121,0.0049,0.0234,0.1530
58:22.1,-0.03,0.36,0.91,-1,35.6,0.207,0,0.0009,0.0001,0.0004,0.0014,0.0374
58:22.1,-0.14,0.42,0.9,-1,35.6,0.205,0,0.0121,0.0036,0.0001,0.0158,0.1257
58:22.1,-0.1,0.36,0.93,-1,35.6,0.205,0,0.0016,0.0036,0.0009,0.0061,0.0781
58:22.2,0.09,0.64,1.24,-1,35.6,0.205,0,0.0361,0.0784,0.0961,0.2106,0.4589
58:22.2,0.1,0.64,1.13,-1,35.6,0.205,0,0.0001,0.0000,0.0121,0.0122,0.1105
58:22.2,0.08,0.55,0.8,-1,35.6,0.202,0,0.0004,0.0081,0.1089,0.1174,0.3426
58:22.3,0.14,0.24,0.91,-1,35.4,0.205,0,0.0036,0.0961,0.0121,0.1118,0.3344
58:22.3,0.08,0.16,1.05,-1,35.6,0.205,0,0.0036,0.0064,0.0196,0.0296,0.1720
58:22.3,0.04,0,1.14,-1,35.6,0.202,0,0.0016,0.0256,0.0081,0.0353,0.1879
58:22.3,-0.12,0.16,1,-1,35.6,0.205,0,0.0256,0.0256,0.0196,0.0708,0.2661
58:22.4,-0.27,0.19,0.99,-1,35.4,0.205,0,0.0225,0.0009,0.0001,0.0235,0.1533
