Time,Z-axis,Y-axis,X-axis,Battery,Celsius,EDA(uS),Event,z^2,y^2,x^2,sum,Movement
59:02.6,-0.34,0.27,1.23,-1,34.5,0.457,0,0.0676,0.0729,0.9604,1.1009,1.0492
59:02.6,-0.15,0.21,0.63,-1,34.5,0.457,0,0.0361,0.0036,0.3600,0.3997,0.6322
59:02.7,-0.02,0.03,0.51,-1,34.5,0.469,0,0.0169,0.0324,0.0144,0.0637,0.2524
59:02.7,0.02,0.29,0.93,-1,34.5,0.469,0,0.0016,0.0676,0.1764,0.2456,0.4956
59:02.7,0.08,0.8,2.42,-1,34.5,0.471,0,0.0036,0.2601,2.2201,2.4838,1.5760
59:02.8,-0.3,-0.15,0.51,-1,34.5,0.471,0,0.1444,0.9025,3.6481,4.6950,2.1668
59:02.8,-0.18,0.88,1.94,-1,34.5,0.475,0,0.0144,1.0609,2.0449,3.1202,1.7664
59:02.8,-0.07,-0.08,0.6,-1,34.5,0.475,0,0.0121,0.9216,1.7956,2.7293,1.6521
59:02.8,0.13,0.32,0.76,-1,34.5,0.475,0,0.0400,0.1600,0.0256,0.2256,0.4750
59:02.9,0.25,1.43,0.79,-1,34.5,0.475,0,0.0144,1.2321,0.0009,1.2474,1.1169
59:02.9,0.03,0.08,0.64,-1,34.5,0.475,0,0.0484,1.8225,0.0225,1.8934,1.3760
59:02.9,0.04,1.37,2.34,-1,34.5,0.475,0,0.0001,1.6641,2.8900,4.5542,2.1341
59:03.0,0.03,-0.16,0.68,-1,34.5,0.475,0,0.0001,2.3409,2.7556,5.0966,2.2576
59:03.0,0.04,0,0.21,-1,34.5,0.417,0,0.0001,0.0256,0.2209,0.2466,0.4966
59:03.0,-0.86,0,3.5,-1,34.5,0.404,0,0.8100,0.0000,10.8241,11.6341,3.4109
59:03.1,-0.21,-0.96,0.37,-1,34.5,0.418,0,0.4225,0.9216,9.7969,11.1410,3.3378
59:03.1,0.05,0.41,1.26,-1,34.5,0.437,0,0.0676,1.8769,0.7921,2.7366,1.6543
59:03.1,-0.22,0.49,1.22,-1,34.5,0.452,0,0.0729,0.0064,0.0016,0.0809,0.2844
59:03.2,-0.23,0.03,0.85,-1,34.5,0.463,0,0.0001,0.2116,0.1369,0.3486,0.5904
59:03.2,-0.05,0.2,0.91,-1,34.5,0.469,0,0.0324,0.0289,0.0036,0.0649,0.2548
59:03.2,-0.01,0.21,0.75,-1,34.5,0.475,0,0.0016,0.0001,0.0256,0.0273,0.1652
59:03.3,0,0.28,0.91,-1,34.5,0.481,0,0.0001,0.0049,0.0256,0.0306,0.1749
59:03.3,-0.07,0.4,1.04,-1,34.5,0.486,0,0.0049,0.0144,0.0169,0.0362,0.1903
59:03.3,-0.18,0.46,0.93,-1,34.5,0.486,0,0.0121,0.0036,0.0121,0.0278,0.1667
59:03.3,-0.2,0.62,0.81,-1,34.5,0.486,0,0.0004,0.0256,0.0144,0.0404,0.2010
59:03.4,-0.13,0.62,0.89,-1,34.5,0.486,0,0.0049,0.0000,0.0064,0.0113,0.1063
59:03.4,-0.11,0.3,0.81,-1,34.5,0.486,0,0.0004,0.1024,0.0064,0.1092,0.3305
59:03.4,-0.07,0.52,0.84,-1,34.5,0.486,0,0.0016,0.0484,0.0009,0.0509,0.2256
59:03.5,-0.11,0.64,0.77,-1,34.5,0.489,0,0.0016,0.0144,0.0049,0.0209,0.1446
59:03.5,-0.14,0.57,0.82,-1,34.5,0.486,0,0.0009,0.0049,0.0025,0.0083,0.0911
59:03.5,-0.14,0.61,0.8,-1,34.5,0.486,0,0.0000,0.0016,0.0004,0.0020,0.0447
59:03.6,-0.14,0.69,0.73,-1,34.5,0.486,0,0.0000,0.0064,0.0049,0.0113,0.1063
59:03.6,-0.16,0.54,0.75,-1,34.5,0.486,0,0.0004,0.0225,0.0004,0.0233,0.1526
59:03.6,-0.15,0.51,0.78,-1,34.5,0.486,0,0.0001,0.0009,0.0009,0.0019,0.0436
59:03.7,-0.14,0.66,0.71,-1,34.5,0.486,0,0.0001,0.0225,0.0049,0.0275,0.1658
59:03.7,-0.16,0.8,0.67,-1,34.5,0.484,0,0.0004,0.0196,0.0016,0.0216,0.1470
59:03.7,-0.2,0.87,0.59,-1,34.5,0.481,0,0.0016,0.0049,0.0064,0.0129,0.1136
59:03.7,-0.22,0.82,0.57,-1,34.5,0.481,0,0.0004,0.0025,0.0004,0.0033,0.0574
59:03.8,-0.23,0.84,0.51,-1,34.5,0.481,0,0.0001,0.0004,0.0036,0.0041,0.0640
59:03.8,-0.25,0.75,0.35,-1,34.5,0.481,0,0.0004,0.0081,0.0256,0.0341,0.1847
59:03.8,-0.28,0.8,0.24,-1,34.5,0.481,0,0.0009,0.0025,0.0121,0.0155,0.1245
59:03.9,-0.27,0.8,0.13,-1,34.5,0.478,0,0.0001,0.0000,0.0121,0.0122,0.1105
59:03.9,-0.28,0.8,0.04,-1,34.5,0.481,0,0.0001,0.0000,0.0081,0.0082,0.0906
59:03.9,-0.34,0.84,-0.09,-1,34.5,0.478,0,0.0036,0.0016,0.0169,0.0221,0.1487
59:04.0,-0.35,0.8,-0.11,-1,34.5,0.475,0,0.0001,0.0016,0.0004,0.0021,0.0458
59:04.0,-0.33,0.8,-0.13,-1,34.5,0.475,0,0.0004,0.0000,0.0004,0.0008,0.0283
59:04.0,-0.35,0.8,-0.18,-1,34.5,0.475,0,0.0004,0.0000,0.0025,0.0029,0.0539
59:04.1,-0.37,0.79,-0.22,-1,34.3,0.475,0,0.0004,0.0001,0.0016,0.0021,0.0458
59:04.1,-0.35,0.8,-0.2,-1,34.5,0.475,0,0.0004,0.0001,0.0004,0.0009,0.0300
59:04.1,-0.35,0.83,-0.22,-1,34.5,0.475,0,0.0000,0.0009,0.0004,0.0013,0.0361

