Time,Z-axis,Y-axis,X-axis,Battery,Celsius,EDA(uS),Event,z^2,y^2,x^2,sum,Movement
58:48.3,-0.2,0.38,0.87,-1,34.9,0.301,0,0.0001,0.0025,0.0025,0.0051,0.0714
58:48.3,-0.2,0.39,0.87,-1,34.7,0.301,0,0.0000,0.0001,0.0000,0.0001,0.0100
58:48.3,-0.19,0.43,0.9,-1,34.7,0.301,0,0.0001,0.0016,0.0009,0.0026,0.0510
58:48.4,-0.19,0.4,0.89,-1,34.7,0.301,0,0.0000,0.0009,0.0001,0.0010,0.0316
58:48.4,-0.19,0.39,0.88,-1,34.7,0.301,0,0.0000,0.0001,0.0001,0.0002,0.0141
58:48.4,-0.19,0.38,0.89,-1,34.7,0.301,0,0.0000,0.0001,0.0001,0.0002,0.0141
58:48.5,-0.19,0.41,0.89,-1,34.7,0.301,0,0.0000,0.0009,0.0000,0.0009,0.0300
58:48.5,-0.19,0.38,0.88,-1,34.7,0.301,0,0.0000,0.0009,0.0001,0.0010,0.0316
58:48.5,-0.18,0.4,0.88,-1,34.7,0.301,0,0.0001,0.0004,0.0000,0.0005,0.0224
58:48.6,-0.18,0.26,0.7,-1,34.7,0.301,0,0.0000,0.0196,0.0324,0.0520,0.2280
58:48.6,-0.15,0.17,0.75,-1,34.7,0.301,0,0.0009,0.0081,0.0025,0.0115,0.1072
58:48.6,0.45,0.2,2.66,-1,34.7,0.301,0,0.3600,0.0009,3.6481,4.0090,2.0022
58:48.7,-0.11,-0.15,0.57,-1,34.9,0.301,0,0.3136,0.1225,4.3681,4.8042,2.1918
58:48.7,0.07,0.57,0.94,-1,34.7,0.301,0,0.0324,0.5184,0.1369,0.6877,0.8293
58:48.7,-0.03,0.48,0.83,-1,34.7,0.301,0,0.0100,0.0081,0.0121,0.0302,0.1738
58:48.8,-0.09,0.5,1.08,-1,34.7,0.301,0,0.0036,0.0004,0.0625,0.0665,0.2579
58:48.8,-0.16,0.42,0.95,-1,34.7,0.299,0,0.0049,0.0064,0.0169,0.0282,0.1679
58:48.8,-0.22,0.36,0.89,-1,34.7,0.299,0,0.0036,0.0036,0.0036,0.0108,0.1039
58:48.8,-0.14,0.37,0.96,-1,34.7,0.301,0,0.0064,0.0001,0.0049,0.0114,0.1068
58:48.9,-0.08,0.35,0.85,-1,34.7,0.299,0,0.0036,0.0004,0.0121,0.0161,0.1269
58:48.9,-0.1,0.31,0.9,-1,34.7,0.299,0,0.0004,0.0016,0.0025,0.0045,0.0671
58:48.9,-0.14,0.39,0.94,-1,34.7,0.299,0,0.0016,0.0064,0.0016,0.0096,0.0980
58:49.0,-0.16,0.4,0.92,-1,34.9,0.299,0,0.0004,0.0001,0.0004,0.0009,0.0300
58:49.0,-0.16,0.35,0.88,-1,34.7,0.299,0,0.0000,0.0025,0.0016,0.0041,0.0640
58:49.0,-0.14,0.43,0.9,-1,34.7,0.301,0,0.0004,0.0064,0.0004,0.0072,0.0849
58:49.1,-0.14,0.42,0.91,-1,34.7,0.299,0,0.0000,0.0001,0.0001,0.0002,0.0141
58:49.1,-0.14,0.38,0.89,-1,34.7,0.299,0,0.0000,0.0016,0.0004,0.0020,0.0447
58:49.1,-0.15,0.4,0.88,-1,34.7,0.296,0,0.0001,0.0004,0.0001,0.0006,0.0245
58:49.2,-0.14,0.47,0.89,-1,34.7,0.299,0,0.0001,0.0049,0.0001,0.0051,0.0714
58:49.2,-0.16,0.47,0.87,-1,34.7,0.301,0,0.0004,0.0000,0.0004,0.0008,0.0283
58:49.2,-0.16,0.5,0.88,-1,34.7,0.299,0,0.0000,0.0009,0.0001,0.0010,0.0316
58:49.2,-0.16,0.5,0.88,-1,34.7,0.301,0,0.0000,0.0000,0.0000,0.0000,0.0000
58:49.3,-0.17,0.53,0.81,-1,34.7,0.301,0,0.0001,0.0009,0.0049,0.0059,0.0768
58:49.3,-0.2,0.6,0.78,-1,34.7,0.301,0,0.0009,0.0049,0.0009,0.0067,0.0819
58:49.3,-0.16,0.57,0.77,-1,34.7,0.301,0,0.0016,0.0009,0.0001,0.0026,0.0510
58:49.4,-0.18,0.54,0.75,-1,34.7,0.301,0,0.0004,0.0009,0.0004,0.0017,0.0412
58:49.4,-0.18,0.69,0.7,-1,34.7,0.301,0,0.0000,0.0225,0.0025,0.0250,0.1581
58:49.4,-0.19,0.7,0.65,-1,34.7,0.301,0,0.0001,0.0001,0.0025,0.0027,0.0520
58:49.5,-0.2,0.71,0.63,-1,34.7,0.301,0,0.0001,0.0001,0.0004,0.0006,0.0245
58:49.5,-0.2,0.71,0.58,-1,34.7,0.301,0,0.0000,0.0000,0.0025,0.0025,0.0500
58:49.5,-0.22,0.73,0.53,-1,34.7,0.301,0,0.0004,0.0004,0.0025,0.0033,0.0574
58:49.6,-0.23,0.75,0.5,-1,34.7,0.301,0,0.0001,0.0004,0.0009,0.0014,0.0374
58:49.6,-0.23,0.78,0.49,-1,34.7,0.301,0,0,0.0009,0.0001,0.001,0.0316
58:49.6,-0.23,0.85,0.49,-1,34.7,0.301,0,0,0.0049,0,0.0049,0.07
58:49.7,-0.26,0.97,0.45,-1,34.7,0.301,0,0.0009,0.0144,0.0016,0.0169,0.13
58:49.7,-0.26,0.78,0.5,-1,34.7,0.301,0,0,0.0361,0.0025,0.0386,0.1965
58:49.7,-0.24,0.8,0.43,-1,34.7,0.301,0,0.0004,0.0004,0.0049,0.0057,0.0755
58:49.7,-0.27,0.89,0.27,-1,34.7,0.301,0,0.0009,0.0081,0.0256,0.0346,0.186
58:49.8,-0.3,0.84,0.21,-1,34.7,0.301,0,0.0009,0.0025,0.0036,0.007,0.0837
58:49.8,-0.3,0.78,0.2,-1,34.7,0.301,0,0,0.0036,0.0001,0.0037,0.0608
58:49.8,-0.3,0.82,0.12,-1,34.7,0.301,0,0,0.0016,0.0064,0.008,0.0894
58:49.9,-0.32,0.97,0,-1,34.7,0.301,0,0.0004,0.0225,0.0144,0.0373,0.1931
58:49.9,-0.34,0.87,0.04,-1,34.7,0.301,0,0.0004,0.01,0.0016,0.012,0.1095
58:49.9,-0.33,0.82,0.09,-1,34.7,0.301,0,0.0001,0.0025,0.0025,0.0051,0.0714
58:50.0,-0.34,0.97,-0.07,-1,34.7,0.301,0,0.0001,0.0225,0.0256,0.0482,0.2195
58:50.0,-0.39,1.03,-0.13,-1,34.7,0.301,0,0.0025,0.0036,0.0036,0.0097,0.0985
58:50.0,-0.37,0.83,-0.02,-1,34.7,0.299,0,0.0004,0.04,0.0121,0.0525,0.2291
58:50.1,-0.36,0.74,-0.08,-1,34.7,0.301,0,0.0001,0.0081,0.0036,0.0118,0.1086
58:50.1,-0.38,0.75,-0.27,-1,34.7,0.301,0,0.0004,0.0001,0.0361,0.0366,0.1913
58:50.1,-0.4,0.69,-0.36,-1,34.7,0.301,0,0.0004,0.0036,0.0081,0.0121,0.11
58:50.2,-0.38,0.67,-0.38,-1,34.7,0.299,0,0.0004,0.0004,0.0004,0.0012,0.0346
58:50.2,-0.41,0.65,-0.45,-1,34.7,0.296,0,0.0009,0.0004,0.0049,0.0062,0.0787
58:50.2,-0.43,0.63,-0.5,-1,34.7,0.299,0,0.0004,0.0004,0.0025,0.0033,0.0574
58:50.3,-0.41,0.65,-0.5,-1,34.7,0.296,0,0.0004,0.0004,0,0.0008,0.0283
58:50.3,-0.41,0.61,-0.5,-1,34.7,0.299,0,0,0.0016,0,0.0016,0.04
58:50.3,-0.43,0.59,-0.5,-1,34.7,0.296,0,0.0004,0.0004,0,0.0008,0.0283
58:50.3,-0.42,0.62,-0.52,-1,34.7,0.296,0,0.0001,0.0009,0.0004,0.0014,0.0374
58:50.4,-0.4,0.7,-0.54,-1,34.9,0.296,0,0.0004,0.0064,0.0004,0.0072,0.0849
58:50.4,-0.42,0.61,-0.54,-1,34.7,0.296,0,0.0004,0.0081,0,0.0085,0.0922
58:50.4,-0.41,0.56,-0.53,-1,34.7,0.296,0,0.0001,0.0025,0.0001,0.0027,0.052
58:50.5,-0.4,0.59,-0.55,-1,34.7,0.296,0,0.0001,0.0009,0.0004,0.0014,0.0374

