Time,Z-axis,Y-axis,X-axis,Battery,Celsius,EDA(uS),Event,z^2,y^2,x^2,sum,Movement
58:46.6,-0.43,0.72,-0.37,-1,34.9,0.294,0,0.0000,0.0004,0.0000,0.0004,0.0200
58:46.6,-0.44,0.7,-0.36,-1,34.9,0.294,0,0.0001,0.0004,0.0001,0.0006,0.0245
58:46.6,-0.43,0.71,-0.35,-1,34.7,0.291,0,0.0001,0.0001,0.0001,0.0003,0.0173
58:46.7,-0.42,0.73,-0.35,-1,34.9,0.294,0,0.0001,0.0004,0.0000,0.0005,0.0224
58:46.7,-0.43,0.72,-0.3,-1,34.9,0.294,0,0.0001,0.0001,0.0025,0.0027,0.0520
58:46.7,-0.41,0.71,-0.21,-1,34.9,0.294,0,0.0004,0.0001,0.0081,0.0086,0.0927
58:46.8,-0.41,0.76,-0.12,-1,34.7,0.291,0,0.0000,0.0025,0.0081,0.0106,0.1030
58:46.8,-0.39,0.76,-0.06,-1,34.9,0.294,0,0.0004,0.0000,0.0036,0.0040,0.0632
58:46.8,-0.37,0.67,0.1,-1,34.9,0.294,0,0.0004,0.0081,0.0256,0.0341,0.1847
58:46.8,-0.33,0.71,0.26,-1,34.7,0.296,0,0.0016,0.0016,0.0256,0.0288,0.1697
58:46.9,-0.3,0.72,0.44,-1,34.7,0.294,0,0.0009,0.0001,0.0324,0.0334,0.1828
58:46.9,-0.3,0.83,0.6,-1,34.7,0.294,0,0.0000,0.0121,0.0256,0.0377,0.1942
58:46.9,-0.28,0.95,0.66,-1,34.9,0.294,0,0.0004,0.0144,0.0036,0.0184,0.1356
58:47.0,-0.29,0.67,0.81,-1,34.9,0.296,0,0.0001,0.0784,0.0225,0.1010,0.3178
58:47.0,-0.27,0.49,0.97,-1,34.7,0.296,0,0.0004,0.0324,0.0256,0.0584,0.2417
58:47.0,-0.22,0.46,0.98,-1,34.7,0.296,0,0.0025,0.0009,0.0001,0.0035,0.0592
58:47.1,-0.21,0.37,0.87,-1,34.7,0.296,0,0.0001,0.0081,0.0121,0.0203,0.1425
58:47.1,-0.2,0.44,0.91,-1,34.7,0.296,0,0.0001,0.0049,0.0016,0.0066,0.0812
58:47.1,-0.23,0.5,0.84,-1,34.9,0.296,0,0.0009,0.0036,0.0049,0.0094,0.0970
58:47.2,-0.23,0.46,0.84,-1,34.7,0.296,0,0.0000,0.0016,0.0000,0.0016,0.0400
58:47.2,-0.22,0.42,0.86,-1,34.7,0.296,0,0.0001,0.0016,0.0004,0.0021,0.0458
58:47.2,-0.21,0.46,0.85,-1,34.7,0.296,0,0.0001,0.0016,0.0001,0.0018,0.0424
58:47.3,-0.21,0.43,0.91,-1,34.9,0.299,0,0.0000,0.0009,0.0036,0.0045,0.0671
58:47.3,-0.22,0.38,0.89,-1,34.9,0.299,0,0.0001,0.0025,0.0004,0.0030,0.0548
58:47.3,-0.2,0.43,0.9,-1,34.9,0.301,0,0.0004,0.0025,0.0001,0.0030,0.0548
58:47.3,-0.22,0.41,0.89,-1,34.9,0.299,0,0.0004,0.0004,0.0001,0.0009,0.0300
58:47.4,-0.22,0.36,0.88,-1,34.7,0.299,0,0.0000,0.0025,0.0001,0.0026,0.0510
58:47.4,-0.21,0.39,0.87,-1,34.9,0.301,0,0.0001,0.0009,0.0001,0.0011,0.0332
58:47.4,-0.22,0.41,0.87,-1,34.9,0.299,0,0.0001,0.0004,0.0000,0.0005,0.0224
58:47.5,-0.16,0.38,0.87,-1,34.9,0.301,0,0.0036,0.0009,0.0000,0.0045,0.0671
58:47.5,-0.16,0.33,0.75,-1,34.9,0.301,0,0.0000,0.0025,0.0144,0.0169,0.1300
58:47.5,-0.13,0.3,0.75,-1,34.9,0.301,0,0.0009,0.0009,0.0000,0.0018,0.0424
58:47.6,0.31,0.88,1.87,-1,34.9,0.301,0,0.1936,0.3364,1.2544,1.7844,1.3358
58:47.6,-0.16,-0.35,0.57,-1,34.7,0.301,0,0.2209,1.5129,1.6900,3.4238,1.8504
58:47.6,-0.02,0.57,0.97,-1,34.7,0.301,0,0.0196,0.8464,0.1600,1.0260,1.0129
58:47.7,-0.04,0.46,0.92,-1,34.7,0.301,0,0.0004,0.0121,0.0025,0.0150,0.1225
58:47.7,-0.09,0.37,1.01,-1,34.7,0.301,0,0.0025,0.0081,0.0081,0.0187,0.1367
58:47.7,-0.15,0.27,0.95,-1,34.7,0.301,0,0.0036,0.0100,0.0036,0.0172,0.1311
58:47.8,-0.18,0.32,0.97,-1,34.7,0.301,0,0.0009,0.0025,0.0004,0.0038,0.0616
58:47.8,-0.16,0.35,0.93,-1,34.7,0.301,0,0.0004,0.0009,0.0016,0.0029,0.0539
58:47.8,-0.13,0.33,0.91,-1,34.9,0.301,0,0.0009,0.0004,0.0004,0.0017,0.0412
58:47.8,-0.12,0.32,0.88,-1,34.7,0.299,0,0.0001,0.0001,0.0009,0.0011,0.0332
58:47.9,-0.15,0.37,0.97,-1,34.7,0.299,0,0.0009,0.0025,0.0081,0.0115,0.1072
58:47.9,-0.15,0.38,0.93,-1,34.7,0.301,0,0.0000,0.0001,0.0016,0.0017,0.0412
58:47.9,-0.16,0.36,0.89,-1,34.7,0.296,0,0.0001,0.0004,0.0016,0.0021,0.0458
58:48.0,-0.17,0.35,0.92,-1,34.7,0.299,0,0.0001,0.0001,0.0009,0.0011,0.0332
58:48.0,-0.15,0.37,0.91,-1,34.7,0.301,0,0.0004,0.0004,0.0001,0.0009,0.0300
58:48.0,-0.18,0.36,0.87,-1,34.7,0.301,0,0.0009,0.0001,0.0016,0.0026,0.0510
58:48.1,-0.18,0.44,0.98,-1,34.9,0.299,0,0.0000,0.0064,0.0121,0.0185,0.1360
58:48.1,-0.15,0.38,0.88,-1,34.7,0.301,0,0.0009,0.0036,0.0100,0.0145,0.1204
58:48.1,-0.19,0.34,0.85,-1,34.7,0.301,0,0.0016,0.0016,0.0009,0.0041,0.0640
58:48.2,-0.18,0.4,0.95,-1,34.9,0.301,0,0.0001,0.0036,0.0100,0.0137,0.1170
58:48.2,-0.17,0.36,0.89,-1,34.9,0.301,0,0.0001,0.0016,0.0036,0.0053,0.0728
58:48.2,-0.19,0.36,0.9,-1,34.7,0.301,0,0.0004,0.0000,0.0001,0.0005,0.0224
58:48.3,-0.19,0.43,0.92,-1,34.7,0.301,0,0.0000,0.0049,0.0004,0.0053,0.0728
