,Time,Z-axis,Y-axis,X-axis,Battery,Celsius,EDA(uS),Event
850,17:11:11.531,-0.5,-0.58,0.17,-1.0,35.4,0.28600000000000003,0.0
851,17:11:11.562,-0.56,-0.46,0.14,-1.0,35.4,0.28300000000000003,0.0
852,17:11:11.593,-0.59,-0.44,0.14,-1.0,35.4,0.28300000000000003,0.0
853,17:11:11.625,-0.63,-0.47,0.17,-1.0,35.4,0.28300000000000003,0.0
854,17:11:11.656,-0.62,-0.43,0.19,-1.0,35.4,0.28600000000000003,0.0
855,17:11:11.687,-0.64,-0.4,0.13,-1.0,35.4,0.28300000000000003,0.0
856,17:11:11.718,-0.6,-0.5,0.18,-1.0,35.4,0.28600000000000003,0.0
857,17:11:11.750,-0.56,-0.52,0.13,-1.0,35.4,0.28600000000000003,0.0
858,17:11:11.781,-0.51,-0.49,0.08,-1.0,35.4,0.28600000000000003,0.0
859,17:11:11.812,-0.45,-0.46,0.07,-1.0,35.4,0.28300000000000003,0.0
860,17:11:11.843,-0.33,-0.53,-0.07,-1.0,35.4,0.28600000000000003,0.0
861,17:11:11.875,-0.23,-0.54,-0.08,-1.0,35.4,0.28600000000000003,0.0
862,17:11:11.906,-0.14,-0.59,0.05,-1.0,35.4,0.28600000000000003,0.0
863,17:11:11.937,0.07,-0.72,-0.14,-1.0,35.4,0.28600000000000003,0.0
864,17:11:11.968,0.47,-2.7,1.59,-1.0,35.4,0.28600000000000003,0.0
865,17:11:12.000,-0.36,-1.17,0.06,-1.0,35.4,0.262,0.0
866,17:11:12.031,-0.53,-0.92,-0.28,-1.0,35.6,0.268,0.0
867,17:11:12.062,-0.08,-0.98,0.08,-1.0,35.4,0.28300000000000003,0.0
868,17:11:12.093,-0.03,-1.06,-0.14,-1.0,35.4,0.289,0.0
869,17:11:12.125,-0.18,-1.36,-0.38,-1.0,35.4,0.29600000000000004,0.0
870,17:11:12.156,-0.13,-1.35,-0.27,-1.0,35.4,0.29600000000000004,0.0
871,17:11:12.187,-0.11,-1.64,-0.18,-1.0,35.6,0.301,0.0
872,17:11:12.218,-0.18,-1.56,-0.3,-1.0,35.4,0.301,0.0
873,17:11:12.250,-0.23,-1.54,-0.26,-1.0,35.4,0.301,0.0
874,17:11:12.281,-0.25,-1.26,-0.07,-1.0,35.4,0.303,0.0
875,17:11:12.312,-0.28,-1.13,-0.03,-1.0,35.4,0.301,0.0
876,17:11:12.343,-0.32,-0.89,-0.15,-1.0,35.4,0.304,0.0
877,17:11:12.375,-0.33,-1.01,0.08,-1.0,35.4,0.303,0.0
878,17:11:12.406,-0.34,-0.74,0.11,-1.0,35.4,0.303,0.0
879,17:11:12.437,-0.42,-0.49,0.0,-1.0,35.4,0.304,0.0
