,Time,Z-axis,Y-axis,X-axis,Battery,Celsius,EDA(uS),Event
1270,17:11:24.656,-0.13,-1.2,0.24,-1.0,35.2,0.368,0.0
1271,17:11:24.687,-0.29,-0.57,0.18,-1.0,35.2,0.366,0.0
1272,17:11:24.718,-0.34,-0.02,0.26,-1.0,35.4,0.366,0.0
1273,17:11:24.750,-0.37,0.41,0.0,-1.0,35.2,0.363,0.0
1274,17:11:24.781,-0.02,0.08,0.41,-1.0,35.2,0.363,0.0
1275,17:11:24.812,3.06,0.0,-3.24,-1.0,35.2,0.36,0.0
1276,17:11:24.843,-0.4,-1.82,-0.23,-1.0,35.2,0.365,0.0
1277,17:11:24.875,0.3,-1.93,0.62,-1.0,35.2,0.381,0.0
1278,17:11:24.906,0.01,-0.96,0.25,-1.0,35.2,0.39,0.0
1279,17:11:24.937,-0.04,-0.26,0.15,-1.0,35.2,0.395,0.0
