,Time,Z-axis,Y-axis,X-axis,Battery,Celsius,EDA(uS),Event
1500,17:11:31.843,-0.33,-1.06,0.13,-1.0,35.2,0.823,0.0
1501,17:11:31.875,-0.47,-0.94,0.25,-1.0,35.2,0.818,0.0
1502,17:11:31.906,-0.35,-0.96,0.36,-1.0,35.2,0.818,0.0
1503,17:11:31.937,-0.32,-0.76,0.18,-1.0,35.2,0.818,0.0
1504,17:11:31.968,-0.33,-0.59,0.16,-1.0,35.2,0.818,0.0
1505,17:11:32.000,-0.33,-0.66,0.17,-1.0,35.2,0.81,0.0
1506,17:11:32.031,-0.31,-0.85,0.17,-1.0,35.2,0.81,0.0
1507,17:11:32.062,-0.32,-0.93,0.15,-1.0,35.2,0.8029999999999999,0.0
1508,17:11:32.093,-0.29,-0.91,0.29,-1.0,35.2,0.8029999999999999,0.0
1509,17:11:32.125,-0.32,-0.86,0.23,-1.0,35.2,0.8029999999999999,0.0
1510,17:11:32.156,-0.27,-0.28,0.14,-1.0,35.2,0.8029999999999999,0.0
1511,17:11:32.187,-0.38,-1.88,-0.11,-1.0,35.2,0.8,0.0
1512,17:11:32.218,-0.29,-1.71,0.5,-1.0,35.2,0.7829999999999999,0.0
1513,17:11:32.250,0.84,-1.7,-0.01,-1.0,35.2,0.795,0.0
1514,17:11:32.281,0.27,-0.6,0.19,-1.0,35.2,0.831,0.0
1515,17:11:32.312,0.13,-1.58,0.5,-1.0,35.2,0.848,0.0
1516,17:11:32.343,-0.01,-1.28,0.37,-1.0,35.2,0.848,0.0
1517,17:11:32.375,0.04,-1.25,0.08,-1.0,35.2,0.848,0.0
1518,17:11:32.406,0.08,-1.34,-0.05,-1.0,35.2,0.843,0.0
1519,17:11:32.437,0.03,-1.44,0.13,-1.0,35.2,0.845,0.0
