Time,Z-axis,Y-axis,X-axis,Battery,Celsius,EDA(uS),Event
43:36.1,0.11,0.53,1.09
43:36.2,0.16,0.11,0.54
43:36.2,0.03,-0.19,0.36
43:36.2,-0.04,-0.14,0.4
43:36.3,0,-0.27,0.15
43:36.3,0.24,-0.29,-0.22
43:36.3,-0.42,1.3,4.28
43:36.3,0.07,1.94,1.42
43:36.4,-0.01,-0.58,0.16
43:36.4,0.26,0,1.76
43:36.4,0.12,0.31,0.89
43:36.5,0.14,0.48,0.95
43:36.5,0.02,0.52,1.06
43:36.5,0.13,0.28,0.64
43:36.6,0.12,0.19,0.47
43:36.6,0.13,0.26,0.71
43:36.6,0.15,0.13,0.81
43:36.7,0.2,0.13,0.96
43:36.7,0.15,0.41,1.05
43:36.7,0.11,0.5,0.87
43:36.7,0.12,0.51,0.62
43:36.8,0.15,0.66,0.87
43:36.8,0.08,0.84,0.7
43:36.8,0.06,0.9,0.53
43:36.9,0.02,0.98,0.53
43:36.9,0,0.9,0.11
43:36.9,-0.02,0.91,-0.06
43:37.0,-0.05,0.94,0.17
43:37.0,-0.16,0.93,0.03
43:37.0,-0.21,0.91,-0.13
43:37.1,-0.16,0.96,-0.13
43:37.1,-0.2,1.06,-0.27
43:37.1,-0.26,0.8,-0.27
43:37.2,-0.3,0.7,-0.39
43:37.2,-0.3,0.77,-0.55
43:37.2,-0.21,0.62,-0.4
43:37.3,-0.25,0.57,-0.65
43:37.3,-0.25,0.34,-0.68
43:37.3,-0.19,0.33,-0.61
43:37.3,-0.25,0.35,-0.71
43:37.4,-0.29,0.45,-0.91
43:37.4,-0.2,0.48,-0.86
43:37.4,-0.21,0.45,-0.69
43:37.5,-0.26,0.38,-0.82
43:37.5,-0.28,0.47,-0.87
43:37.5,-0.34,0.39,-0.72
43:37.6,-0.42,0.29,-0.7
43:37.6,-0.5,0.21,-0.69
43:37.6,-0.56,0.29,-0.76
43:37.7,-0.52,0.25,-0.92
43:37.7,-0.39,0.32,-0.88
43:37.7,-0.39,0.32,-0.77
43:37.8,-0.38,0.29,-0.83
43:37.8,-0.41,0.34,-0.79
43:37.8,-0.5,0.24,-0.72
43:37.8,-0.41,0.33,-0.88
43:37.9,-0.37,0.34,-0.84
43:37.9,-0.37,0.28,-0.79
43:37.9,-0.36,0.33,-0.86
43:38.0,-0.3,0.44,-0.79
43:38.0,-0.28,0.41,-0.65
43:38.0,-0.3,0.44,-0.87
43:38.1,-0.34,0.41,-0.76
43:38.1,-0.36,0.39,-0.7
43:38.1,-0.38,0.33,-0.72
43:38.2,-0.37,0.4,-0.8
43:38.2,-0.38,0.35,-0.75
43:38.2,-0.32,0.37,-0.76
43:38.3,-0.27,0.56,-0.71
43:38.3,-0.27,0.58,-0.6
43:38.3,-0.32,0.63,-0.65
43:38.3,-0.36,0.54,-0.5
43:38.4,-0.37,0.68,-0.5
43:38.4,-0.36,0.83,-0.4
43:38.4,-0.33,0.58,-0.23
43:38.5,-0.34,0.93,-0.32
43:38.5,-0.35,0.76,-0.14
43:38.5,-0.4,0.62,0.04
43:38.6,-0.45,0.93,0.26
43:38.6,-0.44,0.97,0.62
43:38.6,-0.44,1.17,0.63
43:38.7,-0.42,1.01,0.54
43:38.7,-0.25,1.03,0.72
43:38.7,-0.19,1.02,0.81
43:38.8,-0.19,0.66,0.64
43:38.8,-0.15,0.53,0.65
43:38.8,-0.14,0.53,0.78
43:38.8,-0.11,0.35,0.68
43:38.9,-0.12,0.32,0.58
43:38.9,-0.17,0.19,0.72
43:38.9,-0.21,0.3,0.66
43:39.0,-0.2,0.17,0.83
43:39.0,-0.14,0.37,0.85
43:39.0,-0.15,0.28,0.7
43:39.1,-0.16,0.11,0.52
43:39.1,-0.15,0.04,0.59
43:39.1,-0.16,0.06,0.52
43:39.2,-0.05,0.13,0.56
43:39.2,0.14,0.43,0.64
43:39.2,-0.31,0.78,4.21
43:39.3,-0.11,0.64,2.02
43:39.3,-0.24,-0.14,0.5
43:39.3,0,0.09,0.96
43:39.3,0.19,0.71,1.1
43:39.4,0.18,0.58,1.08
43:39.4,0.03,0.5,1.05
43:39.4,-0.06,0.34,0.96
43:39.5,-0.19,0.17,0.75
43:39.5,-0.27,0.11,0.71
43:39.5,-0.3,0.07,0.43
43:39.6,-0.2,0,0.31
43:39.6,-0.04,0.01,0.13
43:39.6,0.22,-0.01,0.08
43:39.7,-0.78,-2.44,2.33
43:39.7,0.29,0.52,2.83
43:39.7,-0.17,-0.12,1.09
43:39.8,0.1,0.29,1.18
43:39.8,0.06,0.09,1.13
43:39.8,0.42,0.68,0.94
43:39.8,0.45,0.57,1.28
43:39.9,0.32,0.4,1.04
43:39.9,0.2,0.2,0.89
43:39.9,-0.02,0.14,0.69
43:40.0,-0.14,0.05,0.38
43:40.0,-0.21,-0.11,0.02
43:40.0,-0.27,-0.03,0.06
43:40.1,-0.08,-0.04,0.14
43:40.1,0.08,-0.03,0.18
43:40.1,0.3,0.07,0.54
43:40.2,0.6,-0.02,0.43
43:40.2,1.54,0.88,1.95
43:40.2,-0.1,-0.15,1.15
43:40.3,0.31,0.08,1.37
43:40.3,0.25,0.35,0.81
43:40.3,0.34,0.39,0.66
43:40.3,0.53,0.25,0.76
43:40.4,0.66,0.19,0.6
43:40.4,0.77,-0.06,0.66
43:40.4,0.8,0.06,0.65
43:40.5,0.63,0.04,0.87
43:40.5,0.53,0.09,0.84
43:40.5,0.29,0.17,0.73
43:40.6,0.02,0.28,0.68
43:40.6,-0.24,0.5,0.82
43:40.6,0.36,0.08,0.92
43:40.7,-0.07,-0.11,0.34
43:40.7,0,0.55,0.41
43:40.7,0.12,1.11,0.69
43:40.8,0.08,1.22,0.5
43:40.8,0.29,1.31,0.33
43:40.8,0.24,1.17,0.16
43:40.8,0.34,0.79,0.31
43:40.9,0.5,0.7,0.31
43:40.9,0.75,0.69,0.24
43:40.9,0.98,0.79,0.25
43:41.0,1.07,0.75,0.25
43:41.0,1.13,0.62,0.26
43:41.0,1.17,0.59,0.68
43:41.1,0.98,0.76,0.62
43:41.1,0.93,0.6,0.44
43:41.1,0.87,0.64,0.4
43:41.2,0.81,0.5,0.5
43:41.2,0.83,0.46,0.49
43:41.2,0.84,0.54,0.47
43:41.2,0.91,0.56,0.47
43:41.3,0.88,0.53,0.45
43:41.3,0.88,0.75,0.35
43:41.3,0.88,0.81,0.31
43:41.4,0.84,0.92,0.26
43:41.4,0.81,1.06,0.11
43:41.4,0.76,0.82,0.07
43:41.5,0.78,0.95,-0.08
43:41.5,0.74,0.97,-0.19
43:41.5,0.72,0.76,-0.26
43:41.6,0.7,0.81,-0.32
43:41.6,0.58,0.74,-0.43
43:41.6,0.5,0.85,-0.49
43:41.7,0.3,0.69,-0.4
43:41.7,0.01,0.64,-0.46
43:41.7,-0.17,0.51,-0.49
43:41.7,-0.24,0.38,-0.4
43:41.8,-0.29,0.45,-0.48
43:41.8,-0.34,0.53,-0.52
43:41.8,-0.4,0.52,-0.44
43:41.9,-0.43,0.5,-0.31
43:41.9,-0.46,0.82,-0.48
43:41.9,-0.41,0.79,-0.27
43:42.0,-0.38,0.5,-0.02
43:42.0,-0.38,0.93,-0.17
43:42.0,-0.32,1,-0.05
43:42.1,-0.28,0.77,0.09
43:42.1,-0.18,1.24,-0.08
43:42.1,-0.19,0.75,0.21
43:42.2,-0.27,0.78,0.44
43:42.2,-0.31,0.71,0.32
43:42.2,-0.36,0.47,0.44
43:42.3,-0.37,0.57,0.57
43:42.3,-0.41,0.46,0.52
43:42.3,-0.44,0.18,0.26
43:42.3,-0.32,0.26,0.26
43:42.4,-0.22,0.13,0.46
43:42.4,-0.08,0.27,0.5
43:42.4,0.02,0.23,0.55
43:42.5,0.2,0.51,0.72
43:42.5,0.33,0.49,0.72
43:42.5,0.04,0.38,4.31
43:42.6,0,0.22,1.7
43:42.6,0.07,0.29,0.83
43:42.6,0.11,0.13,1.32
43:42.7,0.08,0.55,1.08
43:42.7,-0.07,0.22,1
43:42.7,-0.18,0.26,0.92
43:42.7,-0.28,0.09,0.54
43:42.8,-0.35,0,0.28
43:42.8,-0.39,-0.08,0.09
43:42.8,-0.26,0,0.06
43:42.9,-0.09,0.04,0.14
43:42.9,0.08,0.18,0.52
43:42.9,0.12,0.49,-2.15
43:43.0,0.29,4,0.95
43:43.0,-0.15,-0.44,1.74
43:43.0,0.1,-0.07,0.93
43:43.1,0.08,0.24,0.96
43:43.1,0.16,0.29,1
43:43.1,0.04,0.27,0.91
43:43.2,0,0.24,0.82
43:43.2,-0.07,0.17,0.57
43:43.2,-0.19,0.1,0.41
43:43.3,-0.24,-0.05,0.28
43:43.3,-0.26,-0.16,0.24
43:43.3,0.15,0.15,-0.09
43:43.3,1.85,3.98,3.97
43:43.4,-0.27,-0.32,0.36
43:43.4,0.1,-0.25,0.82
43:43.4,0.22,0,0.96
43:43.5,0.22,0,0.61
43:43.5,0.33,0.37,1.06
43:43.5,0.35,0.51,0.97
43:43.6,0.24,0.35,0.94
43:43.6,0.16,0.23,1.08
43:43.6,0.14,0.32,0.89
43:43.7,0.12,0.46,0.67
43:43.7,0.05,0.4,0.65
43:43.7,0.04,0.37,0.65
43:43.8,0.01,0.49,0.67
43:43.8,-0.19,0.5,0.68
43:43.8,-0.3,0.55,0.85
43:43.8,-0.28,0.66,1.08
43:43.9,0.07,0.45,1.1
43:43.9,-0.17,0.22,0.5
43:43.9,-0.05,0.85,0.71
43:44.0,-0.06,0.52,0.64
43:44.0,-0.03,0.64,0.59
43:44.0,-0.05,0.99,0.49
43:44.1,-0.05,1.05,0.52
43:44.1,-0.06,0.96,0.48
43:44.1,0,1.14,0.24
43:44.2,0.07,1.2,0.1
43:44.2,0.07,1.16,0
43:44.2,0.08,1.19,-0.09
43:44.3,0.12,1.12,-0.16
43:44.3,0.11,1.02,-0.26
43:44.3,0.15,1,-0.24
43:44.3,0.09,0.85,-0.31
43:44.4,0.04,0.82,-0.43
43:44.4,0.01,0.79,-0.36
43:44.4,0.01,0.82,-0.43
43:44.5,0.05,0.79,-0.56
43:44.5,0.03,0.81,-0.47
43:44.5,0,0.78,-0.41
43:44.6,-0.09,0.72,-0.49
43:44.6,-0.14,0.75,-0.47
43:44.6,-0.19,0.73,-0.43
