Time,Z-axis,Y-axis,X-axis,Battery,Celsius,EDA(uS),Event
43:31.5,-0.34,0.88,0.09
43:31.5,-0.35,0.92,0.05
43:31.6,-0.35,0.88,0.11
43:31.6,-0.39,0.95,0.12
43:31.6,-0.45,0.96,0.08
43:31.7,-0.49,0.92,0.18
43:31.7,-0.47,0.87,0.34
43:31.7,-0.45,0.88,0.3
43:31.7,-0.41,0.91,0.43
43:31.8,-0.37,0.71,0.51
43:31.8,-0.3,0.62,0.52
43:31.8,-0.26,0.48,0.39
43:31.9,-0.2,0.44,0.26
43:31.9,-0.13,0.16,0.45
43:31.9,-0.11,0.07,0.57
43:32.0,-0.05,0.26,0.51
43:32.0,-0.01,0.3,0.77
43:32.0,0.01,0.4,0.75
43:32.1,0.23,0.11,0.81
43:32.1,0.07,2.55,3.04
43:32.1,0.01,-0.17,1.42
43:32.2,0.06,0.23,1.01
43:32.2,0.01,0.48,1.45
43:32.2,0,0.5,1.29
43:32.2,0,0.39,1.12
43:32.3,-0.01,0.3,0.87
43:32.3,-0.05,0.2,0.57
43:32.3,-0.09,0.03,0.45
43:32.4,-0.12,-0.07,0.19
43:32.4,-0.13,-0.03,0.12
43:32.4,-0.05,0,0.28
43:32.5,-0.05,0,0.52
43:32.5,0.05,0.36,0.57
43:32.5,-1,-1.61,1.4
43:32.6,0.22,2.06,3
43:32.6,-0.09,0.52,1.07
43:32.6,-0.09,0.22,0.27
43:32.7,-0.05,0.12,1.08
43:32.7,0.16,0.5,1.44
43:32.7,0.21,0.3,1.14
43:32.8,0.22,0.62,1.23
43:32.8,0.06,0.44,1.13
43:32.8,-0.05,0.25,0.81
43:32.8,-0.14,0.09,0.61
43:32.9,-0.14,-0.02,0.55
43:32.9,-0.13,-0.04,0.35
43:32.9,-0.15,-0.11,0.23
43:33.0,-0.09,-0.11,0.38
43:33.0,-0.06,0.11,0.65
43:33.0,0.03,0.17,-0.12
43:33.1,1.37,2.59,4.6
43:33.1,0.29,0.64,1.16
43:33.1,0.02,0.43,0.25
43:33.2,0.09,0.01,0.86
43:33.2,0.12,0,0.87
43:33.2,0.22,0.1,0.93
43:33.2,0.25,0.21,0.86
43:33.3,0.31,0.47,1.03
43:33.3,0.27,0.47,1.17
43:33.3,0.22,0.44,1.16
43:33.4,0.15,0.46,1
43:33.4,0.07,0.5,0.87
43:33.4,0.09,0.37,0.97
43:33.5,0.11,0.34,0.83
43:33.5,0.07,0.78,0.68
43:33.5,-0.05,0.8,0.73
43:33.6,-0.08,0.65,0.79
43:33.6,-0.15,0.64,0.64
43:33.6,-0.19,0.73,0.55
43:33.7,-0.14,0.68,0.64
43:33.7,-0.12,0.82,0.5
43:33.7,-0.11,0.8,0.5
43:33.8,-0.1,0.74,0.47
43:33.8,-0.1,0.91,0.34
43:33.8,-0.07,0.95,0.3
43:33.8,-0.04,0.9,0.25
43:33.9,0,0.87,0.27
43:33.9,-0.02,0.85,0.26
43:33.9,-0.07,0.87,0.23
43:34.0,-0.09,0.94,0.21
43:34.0,-0.1,0.88,0.17
43:34.0,-0.08,0.89,0.19
43:34.1,-0.05,1,0.18
43:34.1,-0.07,0.94,0.11
43:34.1,-0.08,0.89,0.15
43:34.2,-0.08,0.83,0.19
43:34.2,-0.07,0.94,0.13
43:34.2,-0.08,0.91,0.14
43:34.3,-0.07,0.87,0.22
43:34.3,-0.08,0.85,0.21
43:34.3,-0.11,0.84,0.21
43:34.3,-0.11,0.87,0.27
43:34.4,-0.1,0.91,0.29
43:34.4,-0.1,0.93,0.33
43:34.4,-0.09,0.89,0.39
43:34.5,-0.1,0.86,0.42
43:34.5,-0.08,0.85,0.54
43:34.5,-0.07,0.84,0.55
43:34.6,-0.05,0.8,0.59
43:34.6,-0.04,0.71,0.56
43:34.6,-0.01,0.73,0.6
43:34.7,0,0.66,0.7
43:34.7,0,0.63,0.69
43:34.7,0,0.67,0.63
43:34.8,0.02,0.58,0.78
43:34.8,0.02,0.54,0.76
43:34.8,0,0.5,0.77
43:34.8,-0.01,0.66,0.91
43:34.9,-0.04,0.56,1
43:34.9,-0.06,0.64,1.01
43:34.9,-0.06,0.72,1.05
43:35.0,-0.03,0.74,1.05
43:35.0,-0.02,0.64,1.02
43:35.0,-0.03,0.55,0.94
43:35.1,-0.1,0.59,0.81
43:35.1,-0.12,0.44,0.85
43:35.1,-0.17,0.28,0.79
43:35.2,-0.19,0.21,0.76
43:35.2,-0.22,0.21,0.79
43:35.2,-0.24,0.25,0.84
43:35.3,-0.25,0.22,0.82
43:35.3,-0.25,0.05,0.69
43:35.3,-0.25,-0.04,0.43
43:35.3,-0.23,-0.08,0.3
43:35.4,-0.13,0,0.38
43:35.4,0,0.05,0.67
43:35.4,0,0.4,0.65
43:35.5,0.2,0.25,0.7
43:35.5,0.08,-0.45,-1.59
43:35.5,0.52,2.5,2.82
43:35.6,0.05,0.44,0.77
43:35.6,0.05,0.37,1.34
43:35.6,0,0.24,0.9
43:35.7,0,0.12,0.92
43:35.7,0,0.27,0.77
43:35.7,-0.06,0.27,0.66
43:35.8,-0.09,0.24,0.55
43:35.8,-0.07,0.19,0.28
43:35.8,-0.02,-0.08,0.17
43:35.8,0.04,-0.18,0.31
43:35.9,0.13,0.04,0.47
43:35.9,0.29,0.03,0.22
43:35.9,2.17,3.32,4.42
43:36.0,0.47,2.33,1.15
43:36.0,0.09,-0.65,0.35
43:36.0,0.11,0.26,1.43
43:36.1,0.18,0.35,1.12
43:36.1,0.29,0.67,1.13
