Time,Z-axis,Y-axis,X-axis,Battery,Celsius,EDA(uS),Event,z^2,y^2,x^2,sum,Movement
59:10.8,-0.39,0.56,-0.59,-1,34.3,0.492,0,0.0001,0.0001,0.0004,0.0006,0.0245
59:10.8,-0.4,0.55,-0.62,-1,34.3,0.492,0,0.0001,0.0001,0.0009,0.0011,0.0332
59:10.8,-0.39,0.58,-0.59,-1,34.3,0.492,0,0.0001,0.0009,0.0009,0.0019,0.0436
59:10.8,-0.39,0.58,-0.57,-1,34.3,0.492,0,0.0000,0.0000,0.0004,0.0004,0.0200
59:10.9,-0.39,0.55,-0.59,-1,34.3,0.492,0,0.0000,0.0009,0.0004,0.0013,0.0361
59:10.9,-0.39,0.6,-0.62,-1,34.3,0.492,0,0.0000,0.0025,0.0009,0.0034,0.0583
59:10.9,-0.4,0.63,-0.58,-1,34.3,0.496,0,0.0001,0.0009,0.0016,0.0026,0.0510
59:11.0,-0.39,0.58,-0.53,-1,34.3,0.496,0,0.0001,0.0025,0.0025,0.0051,0.0714
59:11.0,-0.4,0.63,-0.55,-1,34.3,0.496,0,0.0001,0.0025,0.0004,0.0030,0.0548
59:11.0,-0.41,0.67,-0.55,-1,34.3,0.496,0,0.0001,0.0016,0.0000,0.0017,0.0412
59:11.1,-0.39,0.62,-0.5,-1,34.3,0.492,0,0.0004,0.0025,0.0025,0.0054,0.0735
59:11.1,-0.4,0.57,-0.5,-1,34.3,0.496,0,0.0001,0.0025,0.0000,0.0026,0.0510
59:11.1,-0.38,0.69,-0.5,-1,34.3,0.496,0,0.0004,0.0144,0.0000,0.0148,0.1217
59:11.2,-0.38,0.72,-0.5,-1,34.3,0.496,0,0.0000,0.0009,0.0000,0.0009,0.0300
59:11.2,-0.38,0.54,-0.41,-1,34.3,0.496,0,0.0000,0.0324,0.0081,0.0405,0.2012
59:11.2,-0.35,0.67,-0.15,-1,34.3,0.495,0,0.0009,0.0169,0.0676,0.0854,0.2922
59:11.3,-0.34,0.81,-0.04,-1,34.3,0.496,0,0.0001,0.0196,0.0121,0.0318,0.1783
59:11.3,-0.31,0.53,0.16,-1,34.3,0.498,0,0.0009,0.0784,0.0400,0.1193,0.3454
59:11.3,-0.29,0.77,0.45,-1,34.3,0.498,0,0.0004,0.0576,0.0841,0.1421,0.3770
59:11.3,-0.26,1,0.43,-1,34.3,0.498,0,0.0009,0.0529,0.0004,0.0542,0.2328
59:11.4,-0.23,0.86,0.68,-1,34.3,0.498,0,0.0009,0.0196,0.0625,0.0830,0.2881
59:11.4,-0.26,0.55,0.67,-1,34.3,0.504,0,0.0009,0.0961,0.0001,0.0971,0.3116
59:11.4,-0.25,0.6,0.8,-1,34.3,0.504,0,0.0001,0.0025,0.0169,0.0195,0.1396
59:11.5,-0.52,0.14,2.78,-1,34.3,0.504,0,0.0729,0.2116,3.9204,4.2049,2.0506
59:11.5,-0.07,0,0.67,-1,34.3,0.51,0,0.2025,0.0196,4.4521,4.6742,2.1620
59:11.5,-0.11,0.15,1.01,-1,34.3,0.51,0,0.0016,0.0225,0.1156,0.1397,0.3738
59:11.6,-0.22,0.28,1.14,-1,34.3,0.51,0,0.0121,0.0169,0.0169,0.0459,0.2142
59:11.6,-0.23,0.33,0.95,-1,34.3,0.51,0,0.0001,0.0025,0.0361,0.0387,0.1967
59:11.6,-0.11,0.04,0.54,-1,34.3,0.514,0,0.0144,0.0841,0.1681,0.2666,0.5163
59:11.7,-0.22,0.61,2.35,-1,34.3,0.516,0,0.0121,0.3249,3.2761,3.6131,1.9008
59:11.7,-0.07,-0.21,0.4,-1,34.3,0.516,0,0.0225,0.6724,3.8025,4.4974,2.1207
59:11.7,-0.05,0.14,0.74,-1,34.3,0.516,0,0.0004,0.1225,0.1156,0.2385,0.4884
59:11.8,-0.21,1.04,2.06,-1,34.3,0.514,0,0.0256,0.8100,1.7424,2.5780,1.6056
