Time,Z-axis,Y-axis,X-axis,Battery,Celsius,EDA(uS),Event,z^2,y^2,x^2,sum,Movement
59:11.8,-0.17,0.31,0.97,-1,34.3,0.516,0,0.0016,0.5329,1.1881,1.7226,1.3125
59:11.8,-0.12,0.03,0.43,-1,34.3,0.514,0,0.0025,0.0784,0.2916,0.3725,0.6103
59:11.8,0.1,0.33,1.04,-1,34.3,0.514,0,0.0484,0.0900,0.3721,0.5105,0.7145
59:11.9,0.19,0.08,0.3,-1,34.3,0.51,0,0.0081,0.0625,0.5476,0.6182,0.7863
59:11.9,0.18,0.28,0.59,-1,34.3,0.51,0,0.0001,0.0400,0.0841,0.1242,0.3524
59:11.9,-0.03,0.76,2.12,-1,34.3,0.51,0,0.0441,0.2304,2.3409,2.6154,1.6172
59:12.0,-0.45,0.14,1.02,-1,34.3,0.51,0,0.1764,0.3844,1.2100,1.7708,1.3307
59:12.0,-0.08,0,0.72,-1,34.3,0.51,0,0.1369,0.0196,0.0900,0.2465,0.4965
59:12.0,-0.03,0.13,0.66,-1,34.3,0.516,0,0.0025,0.0169,0.0036,0.0230,0.1517
59:12.1,-0.14,0.05,0.54,-1,34.3,0.516,0,0.0121,0.0064,0.0144,0.0329,0.1814
59:12.1,-0.67,0.47,4.03,-1,34.3,0.516,0,0.2809,0.1764,12.1801,12.6374,3.5549
59:12.1,-0.16,-0.72,0.02,-1,34.3,0.522,0,0.2601,1.4161,16.0801,17.7563,4.2138
59:12.2,0,0.47,0.93,-1,34.3,0.525,0,0.0256,1.4161,0.8281,2.2698,1.5066
59:12.2,-0.07,0.57,1.25,-1,34.3,0.525,0,0.0049,0.0100,0.1024,0.1173,0.3425
59:12.2,-0.19,0.32,0.92,-1,34.3,0.528,0,0.0144,0.0625,0.1089,0.1858,0.4310
59:12.3,-0.28,0.29,0.94,-1,34.3,0.528,0,0.0081,0.0009,0.0004,0.0094,0.0970
59:12.3,-0.12,0.36,0.89,-1,34.3,0.525,0,0.0256,0.0049,0.0025,0.0330,0.1817
59:12.3,-0.04,0.41,0.88,-1,34.3,0.528,0,0.0064,0.0025,0.0001,0.0090,0.0949
59:12.3,-0.1,0.49,0.77,-1,34.3,0.525,0,0.0036,0.0064,0.0121,0.0221,0.1487
59:12.4,-0.19,0.81,0.76,-1,34.3,0.525,0,0.0081,0.1024,0.0001,0.1106,0.3326
59:12.4,-0.2,0.82,0.69,-1,34.3,0.525,0,0.0001,0.0001,0.0049,0.0051,0.0714
59:12.4,-0.25,0.61,0.63,-1,34.3,0.522,0,0.0025,0.0441,0.0036,0.0502,0.2241
59:12.5,-0.27,0.79,0.51,-1,34.3,0.522,0,0.0004,0.0324,0.0144,0.0472,0.2173
59:12.5,-0.23,0.89,0.43,-1,34.3,0.522,0,0.0016,0.0100,0.0064,0.0180,0.1342
59:12.5,-0.27,0.69,0.37,-1,34.3,0.522,0,0.0016,0.0400,0.0036,0.0452,0.2126
59:12.6,-0.28,0.78,0.31,-1,34.3,0.522,0,0.0001,0.0081,0.0036,0.0118,0.1086
59:12.6,-0.27,0.81,0.24,-1,34.3,0.522,0,0.0001,0.0009,0.0049,0.0059,0.0768
59:12.6,-0.32,0.93,0.06,-1,34.3,0.522,0,0.0025,0.0144,0.0324,0.0493,0.2220
59:12.7,-0.33,0.9,0.02,-1,34.3,0.522,0,0.0001,0.0009,0.0016,0.0026,0.0510
59:12.7,-0.3,0.78,0.09,-1,34.3,0.519,0,0.0009,0.0144,0.0049,0.0202,0.1421
59:12.7,-0.29,0.85,0.01,-1,34.3,0.52,0,0.0001,0.0049,0.0064,0.0114,0.1068
59:12.8,-0.34,0.84,-0.21,-1,34.3,0.516,0,0.0025,0.0001,0.0484,0.0510,0.2258
59:12.8,-0.3,0.83,-0.16,-1,34.3,0.516,0,0.0016,0.0001,0.0025,0.0042,0.0648
59:12.8,-0.3,0.86,-0.13,-1,34.3,0.516,0,0.0000,0.0009,0.0009,0.0018,0.0424
59:12.8,-0.32,0.92,-0.26,-1,34.3,0.516,0,0.0004,0.0036,0.0169,0.0209,0.1446
59:12.9,-0.32,0.87,-0.28,-1,34.3,0.516,0,0.0000,0.0025,0.0004,0.0029,0.0539
59:12.9,-0.3,0.81,-0.27,-1,34.3,0.516,0,0.0004,0.0036,0.0001,0.0041,0.0640
59:12.9,-0.33,0.77,-0.34,-1,34.3,0.516,0,0.0009,0.0016,0.0049,0.0074,0.0860
59:13.0,-0.34,0.72,-0.32,-1,34.3,0.516,0,0.0001,0.0025,0.0004,0.0030,0.0548
59:13.0,-0.31,0.78,-0.37,-1,34.3,0.516,0,0.0009,0.0036,0.0025,0.0070,0.0837
59:13.0,-0.33,0.68,-0.36,-1,34.3,0.516,0,0.0004,0.0100,0.0001,0.0105,0.1025
59:13.1,-0.36,0.79,-0.4,-1,34.3,0.516,0,0.0009,0.0121,0.0016,0.0146,0.1208
59:13.1,-0.35,0.87,-0.45,-1,34.3,0.516,0,0.0001,0.0064,0.0025,0.0090,0.0949
59:13.1,-0.35,0.66,-0.36,-1,34.3,0.516,0,0.0000,0.0441,0.0081,0.0522,0.2285
59:13.2,-0.34,0.73,-0.42,-1,34.3,0.516,0,0.0001,0.0049,0.0036,0.0086,0.0927
59:13.2,-0.35,0.77,-0.5,-1,34.3,0.516,0,0.0001,0.0016,0.0064,0.0081,0.0900
59:13.2,-0.34,0.63,-0.46,-1,34.3,0.516,0,0.0001,0.0196,0.0016,0.0213,0.1459
59:13.2,-0.33,0.6,-0.49,-1,34.3,0.516,0,0.0001,0.0009,0.0009,0.0019,0.0436
59:13.3,-0.35,0.64,-0.58,-1,34.3,0.516,0,0.0004,0.0016,0.0081,0.0101,0.1005
59:13.3,-0.36,0.62,-0.56,-1,34.3,0.516,0,0.0001,0.0004,0.0004,0.0009,0.0300
59:13.3,-0.35,0.63,-0.55,-1,34.3,0.516,0,0.0001,0.0001,0.0001,0.0003,0.0173
59:13.4,-0.35,0.64,-0.57,-1,34.3,0.516,0,0.0000,0.0001,0.0004,0.0005,0.0224
59:13.4,-0.36,0.61,-0.57,-1,34.3,0.516,0,0.0001,0.0009,0.0000,0.0010,0.0316
59:13.4,-0.37,0.6,-0.55,-1,34.3,0.516,0,0.0001,0.0001,0.0004,0.0006,0.0245
59:13.5,-0.36,0.65,-0.56,-1,34.3,0.516,0,0.0001,0.0025,0.0001,0.0027,0.0520
59:13.5,-0.35,0.68,-0.58,-1,34.3,0.516,0,0.0001,0.0009,0.0004,0.0014,0.0374
59:13.5,-0.34,0.66,-0.58,-1,34.3,0.516,0,0.0001,0.0004,0.0000,0.0005,0.0224
59:13.6,-0.34,0.62,-0.56,-1,34.3,0.516,0,0.0000,0.0016,0.0004,0.0020,0.0447
59:13.6,-0.37,0.6,-0.59,-1,34.3,0.516,0,0.0009,0.0004,0.0009,0.0022,0.0469
59:13.6,-0.37,0.58,-0.63,-1,34.3,0.516,0,0.0000,0.0004,0.0016,0.0020,0.0447
59:13.7,-0.36,0.57,-0.59,-1,34.3,0.516,0,0.0001,0.0001,0.0016,0.0018,0.0424
59:13.7,-0.36,0.55,-0.59,-1,34.3,0.516,0,0.0000,0.0004,0.0000,0.0004,0.0200
59:13.7,-0.38,0.58,-0.65,-1,34.3,0.516,0,0.0004,0.0009,0.0036,0.0049,0.0700
59:13.8,-0.38,0.57,-0.59,-1,34.3,0.519,0,0,0.0001,0.0036,0.0037,0.0608
59:13.8,-0.39,0.56,-0.57,-1,34.3,0.522,0,0.0001,0.0001,0.0004,0.0006,0.0245
59:13.8,-0.4,0.59,-0.58,-1,34.3,0.525,0,0.0001,0.0009,0.0001,0.0011,0.0332
59:13.8,-0.4,0.59,-0.59,-1,34.3,0.525,0,0,0,0.0001,0.0001,0.01
59:13.9,-0.39,0.6,-0.55,-1,34.3,0.528,0,0.0001,0.0001,0.0016,0.0018,0.0424
59:13.9,-0.4,0.63,-0.57,-1,34.3,0.531,0,0.0001,0.0009,0.0004,0.0014,0.0374
59:13.9,-0.4,0.6,-0.57,-1,34.3,0.531,0,0,0.0009,0,0.0009,0.03

