Time,Z-axis,Y-axis,X-axis,Battery,Celsius,EDA(uS),Event,z^2,y^2,x^2,sum,Movement
59:36.9,-0.12,0.4,0.93,-1,34.1,1.226,0,0.0001,0.0004,0.0001,0.0006,0.0245
59:36.9,-0.12,0.38,0.92,-1,34.1,1.23,0,0.0000,0.0004,0.0001,0.0005,0.0224
59:36.9,-0.13,0.36,0.92,-1,33.9,1.23,0,0.0001,0.0004,0.0000,0.0005,0.0224
59:37.0,-0.13,0.39,0.91,-1,33.9,1.226,0,0.0000,0.0009,0.0001,0.0010,0.0316
59:37.0,-0.13,0.44,0.95,-1,33.9,1.23,0,0.0000,0.0025,0.0016,0.0041,0.0640
59:37.0,-0.13,0.39,0.93,-1,33.9,1.23,0,0.0000,0.0025,0.0004,0.0029,0.0539
59:37.1,-0.17,0.37,0.93,-1,34.1,1.23,0,0.0016,0.0004,0.0000,0.0020,0.0447
59:37.1,-0.17,0.46,0.95,-1,33.9,1.236,0,0.0000,0.0081,0.0004,0.0085,0.0922
59:37.1,-0.15,0.39,0.89,-1,33.9,1.23,0,0.0004,0.0049,0.0036,0.0089,0.0943
59:37.2,-0.18,0.4,0.89,-1,33.9,1.23,0,0.0009,0.0001,0.0000,0.0010,0.0316
59:37.2,-0.18,0.46,0.85,-1,33.9,1.23,0,0.0000,0.0036,0.0016,0.0052,0.0721
59:37.2,-0.19,0.33,0.82,-1,33.9,1.23,0,0.0001,0.0169,0.0009,0.0179,0.1338
59:37.2,-0.17,0.3,0.83,-1,33.9,1.23,0,0.0004,0.0009,0.0001,0.0014,0.0374
59:37.3,-0.18,0.43,0.85,-1,33.9,1.23,0,0.0001,0.0169,0.0004,0.0174,0.1319
59:37.3,-0.18,0.35,0.76,-1,33.9,1.23,0,0.0000,0.0064,0.0081,0.0145,0.1204
59:37.3,-0.18,0.25,0.66,-1,34.1,1.23,0,0.0000,0.0100,0.0100,0.0200,0.1414
59:37.4,-0.06,0.38,0.93,-1,34.1,1.23,0,0.0144,0.0169,0.0729,0.1042,0.3228
59:37.4,-0.29,1.86,1.01,-1,33.9,1.23,0,0.0529,2.1904,0.0064,2.2497,1.4999
59:37.4,-0.1,-0.35,0.9,-1,33.9,1.226,0,0.0361,4.8841,0.0121,4.9323,2.2209
59:37.5,-0.12,0.3,1.22,-1,33.9,1.22,0,0.0004,0.4225,0.1024,0.5253,0.7248
59:37.5,-0.17,0.52,1.03,-1,33.9,1.22,0,0.0025,0.0484,0.0361,0.0870,0.2950
59:37.5,-0.2,0.38,1,-1,34.1,1.22,0,0.0009,0.0196,0.0009,0.0214,0.1463
59:37.6,-0.12,0.24,0.85,-1,34.1,1.22,0,0.0064,0.0196,0.0225,0.0485,0.2202
59:37.6,-0.12,0.25,0.77,-1,33.9,1.226,0,0.0000,0.0001,0.0064,0.0065,0.0806
59:37.6,-0.12,0.32,1,-1,33.9,1.226,0,0.0000,0.0049,0.0529,0.0578,0.2404
59:37.7,-0.14,0.16,0.86,-1,33.9,1.226,0,0.0004,0.0256,0.0196,0.0456,0.2135
59:37.7,-0.18,0.16,0.92,-1,33.9,1.226,0,0.0016,0.0000,0.0036,0.0052,0.0721
59:37.7,-0.1,0.43,1.02,-1,34.1,1.226,0,0.0064,0.0729,0.0100,0.0893,0.2988
59:37.8,-0.11,0.12,0.76,-1,33.9,1.226,0,0.0001,0.0961,0.0676,0.1638,0.4047
59:37.8,-0.12,0.28,0.83,-1,34.1,1.226,0,0.0001,0.0256,0.0049,0.0306,0.1749
59:37.8,0.03,0.28,0.99,-1,33.9,1.226,0,0.0225,0.0000,0.0256,0.0481,0.2193
59:37.8,0.05,0.6,0.34,-1,33.9,1.226,0,0.0004,0.1024,0.4225,0.5253,0.7248
59:37.9,-0.08,0.56,1.03,-1,34.1,1.22,0,0.0169,0.0016,0.4761,0.4946,0.7033
59:37.9,-0.16,0.3,1.07,-1,34.1,1.22,0,0.0064,0.0676,0.0016,0.0756,0.2750
59:37.9,-0.12,0.36,0.94,-1,34.1,1.22,0,0.0016,0.0036,0.0169,0.0221,0.1487
59:38.0,-0.05,0.04,0.79,-1,33.9,1.22,0,0.0049,0.1024,0.0225,0.1298,0.3603
59:38.0,-0.03,0.21,0.67,-1,33.9,1.22,0,0.0004,0.0289,0.0144,0.0437,0.2090
59:38.0,0.28,1.5,2.05,-1,33.9,1.217,0,0.0961,1.6641,1.9044,3.6646,1.9143
59:38.1,-0.07,-0.58,0.61,-1,33.9,1.217,0,0.1225,4.3264,2.0736,6.5225,2.5539
59:38.1,-0.02,0.31,1.11,-1,33.9,1.217,0,0.0025,0.7921,0.2500,1.0446,1.0221
59:38.1,-0.13,0.51,1.22,-1,33.9,1.217,0,0.0121,0.0400,0.0121,0.0642,0.2534
59:38.2,-0.25,0.33,1.01,-1,33.9,1.22,0,0.0144,0.0324,0.0441,0.0909,0.3015
59:38.2,-0.15,0.27,0.99,-1,33.9,1.22,0,0.0100,0.0036,0.0004,0.0140,0.1183
59:38.2,-0.05,0.34,0.76,-1,33.9,1.22,0,0.0100,0.0049,0.0529,0.0678,0.2604
59:38.3,-0.11,0.23,0.79,-1,34.1,1.226,0,0.0036,0.0121,0.0009,0.0166,0.1288
59:38.3,-0.16,0.27,1.04,-1,33.9,1.226,0,0.0025,0.0016,0.0625,0.0666,0.2581
59:38.3,-0.2,0.28,0.84,-1,33.9,1.226,0,0.0016,0.0001,0.0400,0.0417,0.2042
59:38.3,-0.2,0.19,0.85,-1,33.9,1.22,0,0.0000,0.0081,0.0001,0.0082,0.0906
59:38.4,-0.12,0.39,0.91,-1,33.9,1.226,0,0.0064,0.0400,0.0036,0.0500,0.2236
59:38.4,-0.2,0.09,0.68,-1,33.9,1.226,0,0.0064,0.0900,0.0529,0.1493,0.3864
59:38.4,-0.18,0.2,0.67,-1,33.9,1.22,0,0.0004,0.0121,0.0001,0.0126,0.1122
59:38.5,-0.12,0.11,2.02,-1,33.9,1.226,0,0.0036,0.0081,1.8225,1.8342,1.3543
59:38.5,-0.01,0.26,0.39,-1,33.9,1.226,0,0.0121,0.0225,2.6569,2.6915,1.6406
59:38.5,-0.07,0.5,1,-1,33.9,1.226,0,0.0036,0.0576,0.3721,0.4333,0.6583
59:38.6,-0.12,0.4,1.05,-1,34.1,1.226,0,0.0025,0.0100,0.0025,0.0150,0.1225
59:38.6,-0.2,0.44,0.96,-1,34.1,1.23,0,0.0064,0.0016,0.0081,0.0161,0.1269
59:38.6,-0.14,0.32,0.95,-1,33.9,1.226,0,0.0036,0.0144,0.0001,0.0181,0.1345
59:38.7,-0.07,0.29,0.81,-1,33.9,1.226,0,0.0049,0.0009,0.0196,0.0254,0.1594
59:38.7,-0.1,0.28,0.84,-1,33.9,1.23,0,0.0009,0.0001,0.0009,0.0019,0.0436
59:38.7,-0.11,0.31,0.96,-1,33.9,1.23,0,0.0001,0.0009,0.0144,0.0154,0.1241
59:38.8,-0.17,0.24,0.96,-1,33.9,1.226,0,0.0036,0.0049,0.0000,0.0085,0.0922
59:38.8,-0.17,0.29,0.93,-1,33.9,1.23,0,0.0000,0.0025,0.0009,0.0034,0.0583
59:38.8,-0.14,0.38,0.94,-1,34.1,1.23,0,0.0009,0.0081,0.0001,0.0091,0.0954
59:38.8,-0.14,0.39,0.92,-1,33.9,1.226,0,0.0000,0.0001,0.0004,0.0005,0.0224
59:38.9,-0.16,0.38,0.9,-1,33.9,1.23,0,0.0004,0.0001,0.0004,0.0009,0.0300
59:38.9,-0.16,0.42,0.92,-1,33.9,1.23,0,0.0000,0.0016,0.0004,0.0020,0.0447
59:38.9,-0.18,0.46,0.92,-1,33.9,1.23,0,0.0004,0.0016,0.0000,0.0020,0.0447
59:39.0,-0.15,0.45,0.92,-1,33.9,1.226,0,0.0009,0.0001,0.0000,0.0010,0.0316
59:39.0,-0.12,0.46,0.88,-1,33.9,1.23,0,0.0009,0.0001,0.0016,0.0026,0.0510
59:39.0,-0.13,0.53,0.85,-1,33.9,1.23,0,0.0001,0.0049,0.0009,0.0059,0.0768
59:39.1,-0.16,0.51,0.83,-1,33.9,1.23,0,0.0009,0.0004,0.0004,0.0017,0.0412
