,Time,Z-axis,Y-axis,X-axis,Battery,Celsius,EDA(uS),Event
1400,17:11:28.718,0.19,-1.51,0.2,-1.0,35.2,0.39299999999999996,0.0
1401,17:11:28.750,0.12,-2.61,0.64,-1.0,35.2,0.39299999999999996,0.0
1402,17:11:28.781,0.0,-1.51,0.11,-1.0,35.2,0.39299999999999996,0.0
1403,17:11:28.812,-0.01,-1.23,0.34,-1.0,35.2,0.39,0.0
1404,17:11:28.843,-0.05,-0.56,0.24,-1.0,35.2,0.39,0.0
1405,17:11:28.875,-0.25,-0.26,0.06,-1.0,35.2,0.39,0.0
1406,17:11:28.906,-0.28,-0.31,0.3,-1.0,35.2,0.39,0.0
1407,17:11:28.937,-0.31,-0.07,0.18,-1.0,35.2,0.39,0.0
1408,17:11:28.968,-0.27,-0.16,0.14,-1.0,35.2,0.39,0.0
1409,17:11:29.000,-0.18,-0.26,0.17,-1.0,35.2,0.39,0.0
1410,17:11:29.031,-0.13,-0.29,0.12,-1.0,35.2,0.39299999999999996,0.0
1411,17:11:29.062,-0.07,-0.11,0.06,-1.0,35.2,0.395,0.0
1412,17:11:29.093,0.07,-0.03,0.06,-1.0,35.2,0.395,0.0
1413,17:11:29.125,0.43,0.22,-0.11,-1.0,35.2,0.395,0.0
1414,17:11:29.156,-0.26,-0.87,1.17,-1.0,35.2,0.39299999999999996,0.0
1415,17:11:29.187,-0.74,0.76,0.11,-1.0,35.2,0.39,0.0
1416,17:11:29.218,-0.22,-1.21,0.39,-1.0,35.2,0.39299999999999996,0.0
1417,17:11:29.250,0.0,-1.14,0.24,-1.0,35.2,0.4,0.0
1418,17:11:29.281,0.04,-1.2,0.33,-1.0,35.2,0.408,0.0
1419,17:11:29.312,0.08,-0.93,0.3,-1.0,35.2,0.41100000000000003,0.0
1420,17:11:29.343,0.09,-1.2,0.47,-1.0,35.2,0.425,0.0
1421,17:11:29.375,0.03,-1.05,0.41,-1.0,35.2,0.428,0.0
1422,17:11:29.406,-0.01,-1.19,0.48,-1.0,35.2,0.439,0.0
1423,17:11:29.437,0.06,-1.31,0.35,-1.0,35.2,0.445,0.0
1424,17:11:29.468,0.09,-2.2,0.41,-1.0,35.2,0.451,0.0
