Time,Z-axis,Y-axis,X-axis,Battery,Celsius,EDA(uS),Event,z^2,y^2,x^2,sum,Movement
59:34.0,-0.13,0.39,0.92,-1,33.9,1.236,0,0.0001,0.0000,0.0000,0.0001,0.0100
59:34.2,-0.13,0.38,0.92,-1,33.9,1.236,0,0.0000,0.0001,0.0000,0.0001,0.0100
59:34.3,-0.13,0.39,0.92,-1,33.9,1.236,0,0.0000,0.0001,0.0000,0.0001,0.0100
59:34.3,-0.14,0.39,0.92,-1,34.1,1.236,0,0.0001,0.0000,0.0000,0.0001,0.0100
59:34.3,-0.15,0.41,0.9,-1,33.9,1.236,0,0.0001,0.0004,0.0004,0.0009,0.0300
59:34.3,-0.15,0.46,0.99,-1,34.1,1.236,0,0.0000,0.0025,0.0081,0.0106,0.1030
59:34.4,-0.14,0.47,0.95,-1,34.1,1.236,0,0.0001,0.0001,0.0016,0.0018,0.0424
59:34.4,-0.17,0.35,0.87,-1,34.1,1.236,0,0.0009,0.0144,0.0064,0.0217,0.1473
59:34.4,-0.23,0.41,0.92,-1,34.1,1.24,0,0.0036,0.0036,0.0025,0.0097,0.0985
59:34.5,-0.2,0.54,0.91,-1,34.3,1.236,0,0.0009,0.0169,0.0001,0.0179,0.1338
59:34.5,-0.19,0.34,0.83,-1,34.3,1.226,0,0.0001,0.0400,0.0064,0.0465,0.2156
59:34.5,-0.18,0.31,0.86,-1,34.3,1.23,0,0.0001,0.0009,0.0009,0.0019,0.0436
59:34.6,-0.21,0.42,0.81,-1,34.3,1.226,0,0.0009,0.0121,0.0025,0.0155,0.1245
59:34.6,-0.23,0.38,0.81,-1,34.3,1.226,0,0.0004,0.0016,0.0000,0.0020,0.0447
59:34.6,-0.21,0.36,0.87,-1,34.3,1.226,0,0.0004,0.0004,0.0036,0.0044,0.0663
59:34.7,-0.21,0.42,0.86,-1,34.3,1.22,0,0.0000,0.0036,0.0001,0.0037,0.0608
59:34.7,-0.23,0.4,0.77,-1,34.3,1.22,0,0.0004,0.0004,0.0081,0.0089,0.0943
59:34.7,-0.22,0.21,0.71,-1,34.3,1.22,0,0.0001,0.0361,0.0036,0.0398,0.1995
59:34.8,-0.11,0.38,0.83,-1,34.1,1.22,0,0.0121,0.0289,0.0144,0.0554,0.2354
59:34.8,0.33,1.33,2.15,-1,34.3,1.217,0,0.1936,0.9025,1.7424,2.8385,1.6848
59:34.8,-0.04,-0.68,0.67,-1,34.3,1.217,0,0.1369,4.0401,2.1904,6.3674,2.5234
59:34.8,-0.05,0.5,1.08,-1,34.1,1.217,0,0.0001,1.3924,0.1681,1.5606,1.2492
59:34.9,-0.18,0.5,1.12,-1,34.3,1.21,0,0.0169,0.0000,0.0016,0.0185,0.1360
59:34.9,-0.19,0.38,1,-1,34.3,1.21,0,0.0001,0.0144,0.0144,0.0289,0.1700
59:34.9,-0.11,0.26,0.89,-1,34.1,1.217,0,0.0064,0.0144,0.0121,0.0329,0.1814
59:35.0,-0.13,0.25,0.83,-1,34.1,1.21,0,0.0004,0.0001,0.0036,0.0041,0.0640
59:35.0,-0.16,0.31,0.92,-1,34.3,1.217,0,0.0009,0.0036,0.0081,0.0126,0.1122
59:35.0,-0.18,0.19,0.85,-1,34.3,1.21,0,0.0004,0.0144,0.0049,0.0197,0.1404
59:35.1,-0.22,0.2,0.93,-1,34.3,1.21,0,0.0016,0.0001,0.0064,0.0081,0.0900
59:35.1,-0.12,0.41,0.94,-1,34.1,1.213,0,0.0100,0.0441,0.0001,0.0542,0.2328
59:35.1,-0.08,0.08,0.75,-1,34.1,1.213,0,0.0016,0.1089,0.0361,0.1466,0.3829
59:35.2,-0.11,0.36,0.81,-1,34.1,1.223,0,0.0009,0.0784,0.0036,0.0829,0.2879
59:35.2,-0.34,-0.2,2.65,-1,33.9,1.22,0,0.0529,0.3136,3.3856,3.7521,1.9370
59:35.2,-0.01,0,0.42,-1,34.1,1.226,0,0.1089,0.0400,4.9729,5.1218,2.2631
59:35.3,0,0.45,1.07,-1,33.9,1.22,0,0.0001,0.2025,0.4225,0.6251,0.7906
59:35.3,-0.12,0.36,1.04,-1,34.1,1.22,0,0.0144,0.0081,0.0009,0.0234,0.1530
59:35.3,-0.11,0.38,0.99,-1,34.1,1.22,0,0.0001,0.0004,0.0025,0.0030,0.0548
59:35.3,-0.03,-0.11,0.62,-1,33.9,1.22,0,0.0064,0.2401,0.1369,0.3834,0.6192
59:35.4,0.01,0.17,0.76,-1,34.1,1.22,0,0.0016,0.0784,0.0196,0.0996,0.3156
59:35.4,0.19,2.02,1.85,-1,34.1,1.217,0,0.0324,3.4225,1.1881,4.6430,2.1548
59:35.4,-0.11,-0.39,0.79,-1,34.1,1.217,0,0.0900,5.8081,1.1236,7.0217,2.6498
59:35.5,-0.06,0.27,1.1,-1,34.1,1.217,0,0.0025,0.4356,0.0961,0.5342,0.7309
59:35.5,-0.15,0.61,1.22,-1,33.9,1.217,0,0.0081,0.1156,0.0144,0.1381,0.3716
59:35.5,-0.23,0.22,0.95,-1,34.1,1.217,0,0.0064,0.1521,0.0729,0.2314,0.4810
59:35.6,-0.17,0.3,0.99,-1,34.1,1.217,0,0.0036,0.0064,0.0016,0.0116,0.1077
59:35.6,-0.07,0.34,0.77,-1,34.1,1.22,0,0.0100,0.0016,0.0484,0.0600,0.2449
59:35.6,-0.12,0.18,0.79,-1,33.9,1.217,0,0.0025,0.0256,0.0004,0.0285,0.1688
59:35.7,-0.13,0.34,1.04,-1,33.9,1.22,0,0.0001,0.0256,0.0625,0.0882,0.2970
59:35.7,-0.2,0.23,0.81,-1,33.9,1.226,0,0.0049,0.0121,0.0529,0.0699,0.2644
59:35.7,-0.18,0.17,0.8,-1,34.1,1.23,0,0.0004,0.0036,0.0001,0.0041,0.0640
59:35.8,-0.11,0.41,0.89,-1,33.9,1.23,0,0.0049,0.0576,0.0081,0.0706,0.2657
59:35.8,-0.14,0.16,0.63,-1,33.9,1.23,0,0.0009,0.0625,0.0676,0.1310,0.3619
59:35.8,-0.11,0.31,0.87,-1,34.1,1.23,0,0.0009,0.0225,0.0576,0.0810,0.2846
59:35.8,-0.3,2.41,1.37,-1,33.9,1.226,0,0.0361,4.4100,0.2500,4.6961,2.1670
59:35.9,-0.05,-0.69,0.74,-1,33.9,1.22,0,0.0625,9.6100,0.3969,10.0694,3.1732
59:35.9,0,0.47,1.27,-1,34.1,1.226,0,0.0025,1.3456,0.2809,1.6290,1.2763
59:35.9,-0.15,0.5,1.03,-1,33.9,1.22,0,0.0225,0.0009,0.0576,0.0810,0.2846
59:36.0,-0.2,0.36,0.96,-1,34.1,1.223,0,0.0025,0.0196,0.0049,0.0270,0.1643
59:36.0,-0.1,0.29,0.84,-1,33.9,1.223,0,0.0100,0.0049,0.0144,0.0293,0.1712
59:36.0,-0.06,0.32,0.76,-1,34.1,1.22,0,0.0016,0.0009,0.0064,0.0089,0.0943
59:36.1,-0.08,0.36,0.93,-1,34.1,1.226,0,0.0004,0.0016,0.0289,0.0309,0.1758
59:36.1,-0.13,0.29,0.94,-1,34.1,1.23,0,0.0025,0.0049,0.0001,0.0075,0.0866
59:36.1,-0.16,0.26,0.94,-1,34.1,1.23,0,0.0009,0.0009,0.0000,0.0018,0.0424
59:36.2,-0.13,0.34,0.95,-1,34.1,1.23,0,0.0009,0.0064,0.0001,0.0074,0.0860
59:36.2,-0.12,0.38,0.94,-1,33.9,1.23,0,0.0001,0.0016,0.0001,0.0018,0.0424
59:36.2,-0.12,0.37,0.94,-1,34.1,1.23,0,0.0000,0.0001,0.0000,0.0001,0.0100
59:36.3,-0.12,0.39,0.93,-1,34.1,1.23,0,0.0000,0.0004,0.0001,0.0005,0.0224
59:36.3,-0.13,0.36,0.89,-1,34.1,1.23,0,0.0001,0.0009,0.0016,0.0026,0.0510
59:36.3,-0.11,0.35,0.9,-1,34.1,1.23,0,0.0004,0.0001,0.0001,0.0006,0.0245
59:36.3,-0.12,0.39,0.95,-1,34.1,1.23,0,0.0001,0.0016,0.0025,0.0042,0.0648
59:36.4,-0.13,0.38,0.93,-1,33.9,1.23,0,0.0001,0.0001,0.0004,0.0006,0.0245
59:36.4,-0.12,0.36,0.92,-1,34.1,1.23,0,0.0001,0.0004,0.0001,0.0006,0.0245
59:36.4,-0.13,0.38,0.91,-1,33.9,1.23,0,0.0001,0.0004,0.0001,0.0006,0.0245
59:36.5,-0.13,0.39,0.93,-1,33.9,1.23,0,0.0000,0.0001,0.0004,0.0005,0.0224

