Time,Z-axis,Y-axis,X-axis,Battery,Celsius,EDA(uS),Event,z^2,y^2,x^2,sum,Movement
59:28.3,-0.27,0.44,0.85,-1,34.1,1.26,0,0.0000,0.0001,0.0001,0.0002,0.0141
59:28.3,-0.26,0.46,0.84,-1,34.1,1.26,0,0.0001,0.0004,0.0001,0.0006,0.0245
59:28.3,-0.26,0.45,0.84,-1,34.1,1.267,0,0.0000,0.0001,0.0000,0.0001,0.0100
59:28.4,-0.27,0.5,0.84,-1,34.1,1.267,0,0.0001,0.0025,0.0000,0.0026,0.0510
59:28.4,-0.28,0.5,0.84,-1,34.1,1.267,0,0.0001,0.0000,0.0000,0.0001,0.0100
59:28.4,-0.24,0.45,0.84,-1,34.1,1.267,0,0.0016,0.0025,0.0000,0.0041,0.0640
59:28.5,-0.24,0.46,0.82,-1,34.1,1.274,0,0.0000,0.0001,0.0004,0.0005,0.0224
59:28.5,-0.29,0.54,0.74,-1,34.1,1.267,0,0.0025,0.0064,0.0064,0.0153,0.1237
59:28.5,-0.28,0.56,0.78,-1,34.1,1.27,0,0.0001,0.0004,0.0016,0.0021,0.0458
59:28.6,-0.27,0.49,0.78,-1,34.1,1.27,0,0.0001,0.0049,0.0000,0.0050,0.0707
59:28.6,-0.28,0.5,0.77,-1,34.1,1.277,0,0.0001,0.0001,0.0001,0.0003,0.0173
59:28.6,-0.28,0.5,0.77,-1,34.1,1.274,0,0.0000,0.0000,0.0000,0.0000,0.0000
59:28.7,-0.25,0.55,0.87,-1,34.1,1.277,0,0.0009,0.0025,0.0100,0.0134,0.1158
59:28.7,-0.26,0.61,0.93,-1,34.1,1.277,0,0.0001,0.0036,0.0036,0.0073,0.0854
59:28.7,-0.3,0.5,0.86,-1,34.1,1.277,0,0.0016,0.0121,0.0049,0.0186,0.1364
59:28.8,-0.28,0.52,0.99,-1,34.1,1.277,0,0.0004,0.0004,0.0169,0.0177,0.1330
59:28.8,-0.27,0.68,0.93,-1,34.1,1.28,0,0.0001,0.0256,0.0036,0.0293,0.1712
59:28.8,-0.22,0.26,0.75,-1,34.1,1.287,0,0.0025,0.1764,0.0324,0.2113,0.4597
59:28.8,-0.25,0.39,0.93,-1,34.1,1.287,0,0.0009,0.0169,0.0324,0.0502,0.2241
59:28.9,-0.3,0.35,0.78,-1,34.1,1.29,0,0.0025,0.0016,0.0225,0.0266,0.1631
59:28.9,-0.28,0.17,0.73,-1,34.1,1.29,0,0.0004,0.0324,0.0025,0.0353,0.1879
59:28.9,-0.27,0.13,0.67,-1,34.1,1.29,0,0.0001,0.0016,0.0036,0.0053,0.0728
59:29.0,-0.2,0.17,0.65,-1,34.1,1.29,0,0.0049,0.0016,0.0004,0.0069,0.0831
59:29.0,-0.13,0.3,0.65,-1,34.1,1.29,0,0.0049,0.0169,0.0000,0.0218,0.1476
59:29.0,-0.1,0.22,0.5,-1,34.1,1.297,0,0.0009,0.0064,0.0225,0.0298,0.1726
59:29.1,0.03,0.34,0.87,-1,34.1,1.297,0,0.0169,0.0144,0.1369,0.1682,0.4101
59:29.1,0.2,0.55,1.14,-1,34.1,1.297,0,0.0289,0.0441,0.0729,0.1459,0.3820
59:29.1,0.11,2.47,1.78,-1,34.1,1.297,0,0.0081,3.6864,0.4096,4.1041,2.0259
59:29.2,0,-0.35,0.41,-1,34.1,1.29,0,0.0121,7.9524,1.8769,9.8414,3.1371
59:29.2,-0.05,0.19,0.93,-1,34.1,1.29,0,0.0025,0.2916,0.2704,0.5645,0.7513
59:29.2,-0.01,0.3,0.95,-1,34.1,1.29,0,0.0016,0.0121,0.0004,0.0141,0.1187
59:29.3,-0.05,0.18,0.8,-1,34.1,1.29,0,0.0016,0.0144,0.0225,0.0385,0.1962
59:29.3,-0.1,0.16,0.83,-1,34.1,1.29,0,0.0025,0.0004,0.0009,0.0038,0.0616
59:29.3,-0.11,0.24,0.95,-1,34.1,1.29,0,0.0001,0.0064,0.0144,0.0209,0.1446
59:29.3,-0.13,0.24,0.93,-1,34.1,1.29,0,0.0004,0.0000,0.0004,0.0008,0.0283
59:29.4,-0.11,0.27,1.06,-1,34.1,1.29,0,0.0004,0.0009,0.0169,0.0182,0.1349
59:29.4,-0.1,0.42,1.27,-1,34.1,1.29,0,0.0001,0.0225,0.0441,0.0667,0.2583
59:29.4,-0.14,0.3,1.02,-1,34.1,1.29,0,0.0016,0.0144,0.0625,0.0785,0.2802
59:29.5,-0.04,0,0.77,-1,34.1,1.287,0,0.0100,0.0900,0.0625,0.1625,0.4031
59:29.5,0.14,0.72,1.71,-1,34.1,1.287,0,0.0324,0.5184,0.8836,1.4344,1.1977
59:29.5,-0.03,-0.06,0.76,-1,34.1,1.28,0,0.0289,0.6084,0.9025,1.5398,1.2409
59:29.6,-0.13,0.22,1.08,-1,34.1,1.287,0,0.0100,0.0784,0.1024,0.1908,0.4368
59:29.6,-0.12,0.49,1.22,-1,34.1,1.277,0,0.0001,0.0729,0.0196,0.0926,0.3043
59:29.6,-0.18,-0.05,0.77,-1,34.1,1.277,0,0.0036,0.2916,0.2025,0.4977,0.7055
59:29.7,-0.07,0.09,0.58,-1,34.1,1.277,0,0.0121,0.0196,0.0361,0.0678,0.2604
59:29.7,-0.19,0.66,3.12,-1,34.1,1.277,0,0.0144,0.3249,6.4516,6.7909,2.6059
59:29.7,-0.13,-0.38,0.29,-1,34.1,1.27,0,0.0036,1.0816,8.0089,9.0941,3.0156
59:29.8,-0.01,0.41,0.89,-1,34.1,1.267,0,0.0144,0.6241,0.3600,0.9985,0.9992
59:29.8,-0.08,0.47,1.2,-1,34.1,1.267,0,0.0049,0.0036,0.0961,0.1046,0.3234
59:29.8,-0.18,0.23,0.92,-1,34.1,1.267,0,0.0100,0.0576,0.0784,0.1460,0.3821
59:29.8,-0.22,0.24,0.94,-1,34.1,1.267,0,0.0016,0.0001,0.0004,0.0021,0.0458
59:29.9,-0.14,0.26,1,-1,34.1,1.267,0,0.0064,0.0004,0.0036,0.0104,0.1020
