Time,Z-axis,Y-axis,X-axis,Battery,Celsius,EDA(uS),Event,z^2,y^2,x^2,sum,Movement
59:29.9,-0.12,0.18,0.84,-1,34.1,1.267,0,0.0004,0.0064,0.0256,0.0324,0.1800
59:29.9,-0.13,0.19,0.93,-1,34.1,1.267,0,0.0001,0.0001,0.0081,0.0083,0.0911
59:30.0,-0.15,0.19,0.95,-1,34.1,1.267,0,0.0004,0.0000,0.0004,0.0008,0.0283
59:30.0,-0.18,0.12,0.76,-1,34.1,1.267,0,0.0009,0.0049,0.0361,0.0419,0.2047
59:30.0,-0.1,0.55,1.17,-1,34.1,1.267,0,0.0064,0.1849,0.1681,0.3594,0.5995
59:30.1,-0.22,0.27,0.92,-1,34.1,1.26,0,0.0144,0.0784,0.0625,0.1553,0.3941
59:30.1,-0.19,-0.1,0.45,-1,34.1,1.26,0,0.0009,0.1369,0.2209,0.3587,0.5989
59:30.1,-0.43,0.41,3.91,-1,34.1,1.256,0,0.0576,0.2601,11.9716,12.2893,3.5056
59:30.2,-0.01,-0.37,0.3,-1,33.9,1.256,0,0.1764,0.6084,13.0321,13.8169,3.7171
59:30.2,0.06,0.25,0.51,-1,34.1,1.25,0,0.0049,0.3844,0.0441,0.4334,0.6583
59:30.2,-0.01,0.71,1.69,-1,34.1,1.25,0,0.0049,0.2116,1.3924,1.6089,1.2684
59:30.3,-0.28,0.36,0.95,-1,34.1,1.246,0,0.0729,0.1225,0.5476,0.7430,0.8620
59:30.3,-0.28,0.33,0.84,-1,34.1,1.246,0,0.0000,0.0009,0.0121,0.0130,0.1140
59:30.3,-0.15,0.38,0.95,-1,34.1,1.25,0,0.0169,0.0025,0.0121,0.0315,0.1775
59:30.3,-0.07,0.24,0.72,-1,34.1,1.25,0,0.0064,0.0196,0.0529,0.0789,0.2809
59:30.4,-0.08,0.17,0.88,-1,34.1,1.25,0,0.0001,0.0049,0.0256,0.0306,0.1749
59:30.4,-0.11,0.38,1.1,-1,34.1,1.256,0,0.0009,0.0441,0.0484,0.0934,0.3056
59:30.4,-0.17,0.28,0.95,-1,34.1,1.256,0,0.0036,0.0100,0.0225,0.0361,0.1900
59:30.5,-0.15,0.37,0.94,-1,34.1,1.256,0,0.0004,0.0081,0.0001,0.0086,0.0927
59:30.5,-0.14,0.39,0.91,-1,34.1,1.25,0,0.0001,0.0004,0.0009,0.0014,0.0374
59:30.5,-0.16,0.44,0.86,-1,34.1,1.26,0,0.0004,0.0025,0.0025,0.0054,0.0735
59:30.6,-0.18,0.48,0.89,-1,34.1,1.26,0,0.0004,0.0016,0.0009,0.0029,0.0539
59:30.6,-0.18,0.5,0.92,-1,34.1,1.267,0,0.0000,0.0004,0.0009,0.0013,0.0361
59:30.6,-0.18,0.41,0.88,-1,34.1,1.26,0,0.0000,0.0081,0.0016,0.0097,0.0985
59:30.7,-0.16,0.48,0.85,-1,34.1,1.26,0,0.0004,0.0049,0.0009,0.0062,0.0787
59:30.7,-0.17,0.54,0.87,-1,34.1,1.26,0,0.0001,0.0036,0.0004,0.0041,0.0640
59:30.7,-0.17,0.39,0.81,-1,34.1,1.256,0,0.0000,0.0225,0.0036,0.0261,0.1616
59:30.8,-0.17,0.43,0.79,-1,34.1,1.256,0,0.0000,0.0016,0.0004,0.0020,0.0447
59:30.8,-0.18,0.54,0.8,-1,34.1,1.256,0,0.0001,0.0121,0.0001,0.0123,0.1109
59:30.8,-0.19,0.53,0.8,-1,34.1,1.256,0,0.0001,0.0001,0.0000,0.0002,0.0141
59:30.8,-0.19,0.5,0.78,-1,34.1,1.25,0,0.0000,0.0009,0.0004,0.0013,0.0361
59:30.9,-0.17,0.54,0.83,-1,34.1,1.25,0,0.0004,0.0016,0.0025,0.0045,0.0671
59:30.9,-0.18,0.56,0.83,-1,34.1,1.246,0,0.0001,0.0004,0.0000,0.0005,0.0224
59:30.9,-0.19,0.5,0.81,-1,34.1,1.246,0,0.0001,0.0036,0.0004,0.0041,0.0640
59:31.0,-0.18,0.5,0.82,-1,34.1,1.246,0,0.0001,0.0000,0.0001,0.0002,0.0141
59:31.0,-0.15,0.55,0.83,-1,34.1,1.246,0,0.0009,0.0025,0.0001,0.0035,0.0592
59:31.0,-0.17,0.51,0.82,-1,34.1,1.246,0,0.0004,0.0016,0.0001,0.0021,0.0458
59:31.1,-0.17,0.5,0.83,-1,34.1,1.24,0,0.0000,0.0001,0.0001,0.0002,0.0141
59:31.1,-0.17,0.51,0.85,-1,34.1,1.24,0,0.0000,0.0001,0.0004,0.0005,0.0224
59:31.1,-0.16,0.5,0.85,-1,34.1,1.236,0,0.0001,0.0001,0.0000,0.0002,0.0141

