Time,Z-axis,Y-axis,X-axis,Battery,Celsius,EDA(uS),Event,z^2,y^2,x^2,sum,Movement
58:58.2,-0.23,0.41,0.86,-1,34.9,0.446,0,0.0000,0.0001,0.0001,0.0002,0.0141
58:58.2,-0.23,0.42,0.87,-1,34.7,0.448,0,0.0000,0.0001,0.0001,0.0002,0.0141
58:58.3,-0.2,0.39,0.84,-1,34.9,0.452,0,0.0009,0.0009,0.0009,0.0027,0.0520
58:58.3,-0.2,0.4,0.78,-1,34.9,0.457,0,0.0000,0.0001,0.0036,0.0037,0.0608
58:58.3,-0.21,0.23,0.73,-1,34.9,0.457,0,0.0001,0.0289,0.0025,0.0315,0.1775
58:58.3,-0.09,0.61,-0.08,-1,34.7,0.463,0,0.0144,0.1444,0.6561,0.8149,0.9027
58:58.4,-0.29,1.24,0.6,-1,34.7,0.466,0,0.0400,0.3969,0.4624,0.8993,0.9483
58:58.4,-0.09,0.19,0.88,-1,34.9,0.471,0,0.0400,1.1025,0.0784,1.2209,1.1049
58:58.4,-0.05,0.53,0.85,-1,34.7,0.471,0,0.0016,0.1156,0.0009,0.1181,0.3437
58:58.5,-0.05,0.46,0.92,-1,34.9,0.475,0,0.0000,0.0049,0.0049,0.0098,0.0990
58:58.5,-0.09,0.29,1.01,-1,34.7,0.475,0,0.0016,0.0289,0.0081,0.0386,0.1965
58:58.5,-0.1,0.28,0.92,-1,34.5,0.474,0,0.0001,0.0001,0.0081,0.0083,0.0911
58:58.6,-0.13,0.37,1.02,-1,34.5,0.477,0,0.0009,0.0081,0.0100,0.0190,0.1378
58:58.6,-0.15,0.36,0.97,-1,34.5,0.477,0,0.0004,0.0001,0.0025,0.0030,0.0548
58:58.6,-0.17,0.32,0.92,-1,34.5,0.481,0,0.0004,0.0016,0.0025,0.0045,0.0671
58:58.7,-0.14,0.26,0.88,-1,34.5,0.481,0,0.0009,0.0036,0.0016,0.0061,0.0781
58:58.7,-0.16,0.36,1,-1,34.5,0.481,0,0.0004,0.0100,0.0144,0.0248,0.1575
58:58.7,-0.17,0.4,0.98,-1,34.5,0.481,0,0.0001,0.0016,0.0004,0.0021,0.0458
58:58.7,-0.2,0.42,0.84,-1,34.5,0.483,0,0.0009,0.0004,0.0196,0.0209,0.1446
58:58.8,-0.23,0.31,0.8,-1,34.5,0.483,0,0.0009,0.0121,0.0016,0.0146,0.1208
58:58.8,-0.23,0.42,0.99,-1,34.5,0.483,0,0.0000,0.0121,0.0361,0.0482,0.2195
58:58.8,-0.2,0.42,0.93,-1,34.5,0.486,0,0.0009,0.0000,0.0036,0.0045,0.0671
58:58.9,-0.2,0.46,0.8,-1,34.5,0.486,0,0.0000,0.0016,0.0169,0.0185,0.1360
58:58.9,-0.19,0.29,0.9,-1,34.5,0.486,0,0.0001,0.0289,0.0100,0.0390,0.1975
58:58.9,-0.17,0.41,0.88,-1,34.5,0.483,0,0.0004,0.0144,0.0004,0.0152,0.1233
58:59.0,-0.21,0.5,0.82,-1,34.5,0.483,0,0.0016,0.0081,0.0036,0.0133,0.1153
58:59.0,-0.22,0.4,0.86,-1,34.5,0.483,0,0.0001,0.0100,0.0016,0.0117,0.1082
58:59.0,-0.22,0.36,0.86,-1,34.5,0.481,0,0.0000,0.0016,0.0000,0.0016,0.0400
58:59.1,-0.23,0.48,0.83,-1,34.5,0.481,0,0.0001,0.0144,0.0009,0.0154,0.1241
58:59.1,-0.24,0.46,0.86,-1,34.5,0.481,0,0.0001,0.0004,0.0009,0.0014,0.0374
58:59.1,-0.23,0.38,0.89,-1,34.5,0.481,0,0.0001,0.0064,0.0009,0.0074,0.0860
58:59.2,-0.21,0.4,0.83,-1,34.5,0.481,0,0.0004,0.0004,0.0036,0.0044,0.0663
58:59.2,-0.21,0.42,0.82,-1,34.5,0.481,0,0.0000,0.0004,0.0001,0.0005,0.0224
58:59.2,-0.2,0.28,0.86,-1,34.5,0.478,0,0.0001,0.0196,0.0016,0.0213,0.1459
58:59.2,-0.17,0.45,0.82,-1,34.5,0.481,0,0.0009,0.0289,0.0016,0.0314,0.1772
58:59.3,-0.17,0.23,0.65,-1,34.5,0.478,0,0.0000,0.0484,0.0289,0.0773,0.2780
58:59.3,-0.09,0.39,0.94,-1,34.5,0.481,0,0.0064,0.0256,0.0841,0.1161,0.3407
58:59.3,0.24,1.67,1.87,-1,34.5,0.475,0,0.1089,1.6384,0.8649,2.6122,1.6162
58:59.4,-0.12,-0.5,0.53,-1,34.5,0.475,0,0.1296,4.7089,1.7956,6.6341,2.5757
58:59.4,-0.02,0.63,1,-1,34.5,0.475,0,0.0100,1.2769,0.2209,1.5078,1.2279
58:59.4,-0.05,0.53,1.01,-1,34.5,0.475,0,0.0009,0.0100,0.0001,0.0110,0.1049
58:59.5,-0.15,0.48,1,-1,34.5,0.475,0,0.0100,0.0025,0.0001,0.0126,0.1122
58:59.5,-0.15,0.4,0.88,-1,34.5,0.475,0,0.0000,0.0064,0.0144,0.0208,0.1442
58:59.5,-0.14,0.38,0.87,-1,34.5,0.475,0,0.0001,0.0004,0.0001,0.0006,0.0245
58:59.6,-0.1,0.42,0.85,-1,34.5,0.475,0,0.0016,0.0016,0.0004,0.0036,0.0600
58:59.6,-0.12,0.47,0.86,-1,34.5,0.475,0,0.0004,0.0025,0.0001,0.0030,0.0548
58:59.6,-0.15,0.5,0.96,-1,34.5,0.475,0,0.0009,0.0009,0.0100,0.0118,0.1086
58:59.7,-0.14,0.42,0.85,-1,34.5,0.475,0,0.0001,0.0064,0.0121,0.0186,0.1364
58:59.7,-0.12,0.43,0.79,-1,34.5,0.475,0,0.0004,0.0001,0.0036,0.0041,0.0640
58:59.7,-0.15,0.51,0.77,-1,34.5,0.475,0,0.0009,0.0064,0.0004,0.0077,0.0877
58:59.8,-0.18,0.61,0.75,-1,34.5,0.475,0,0.0009,0.0100,0.0004,0.0113,0.1063
58:59.8,-0.19,0.65,0.73,-1,34.5,0.475,0,0.0001,0.0016,0.0004,0.0021,0.0458
58:59.8,-0.18,0.6,0.74,-1,34.5,0.475,0,0.0001,0.0025,0.0001,0.0027,0.0520
58:59.8,-0.17,0.66,0.74,-1,34.5,0.475,0,0.0001,0.0036,0.0000,0.0037,0.0608
58:59.9,-0.18,0.72,0.69,-1,34.5,0.475,0,0.0001,0.0036,0.0025,0.0062,0.0787
58:59.9,-0.21,0.7,0.66,-1,34.5,0.475,0,0.0009,0.0004,0.0009,0.0022,0.0469
58:59.9,-0.26,0.88,0.64,-1,34.5,0.471,0,0.0025,0.0324,0.0004,0.0353,0.1879
59:00.0,-0.24,1,0.58,-1,34.5,0.471,0,0.0004,0.0144,0.0036,0.0184,0.1356
59:00.0,-0.25,0.81,0.55,-1,34.5,0.471,0,0.0001,0.0361,0.0009,0.0371,0.1926
59:00.0,-0.27,0.82,0.42,-1,34.5,0.471,0,0.0004,0.0001,0.0169,0.0174,0.1319
59:00.1,-0.32,0.84,0.21,-1,34.5,0.469,0,0.0025,0.0004,0.0441,0.0470,0.2168
59:00.1,-0.35,0.65,0.08,-1,34.5,0.469,0,0.0009,0.0361,0.0169,0.0539,0.2322
59:00.1,-0.33,0.63,-0.01,-1,34.5,0.469,0,0.0004,0.0004,0.0081,0.0089,0.0943
59:00.2,-0.36,0.74,-0.25,-1,34.5,0.467,0,0.0009,0.0121,0.0576,0.0706,0.2657
59:00.2,-0.37,0.87,-0.37,-1,34.5,0.463,0,0.0001,0.0169,0.0144,0.0314,0.1772
59:00.2,-0.43,0.63,-0.36,-1,34.5,0.463,0,0.0036,0.0576,0.0001,0.0613,0.2476
59:00.3,-0.44,0.77,-0.38,-1,34.5,0.461,0,0.0001,0.0196,0.0004,0.0201,0.1418
59:00.3,-0.43,0.72,-0.47,-1,34.5,0.461,0,0.0001,0.0025,0.0081,0.0107,0.1034
59:00.3,-0.39,0.58,-0.4,-1,34.5,0.457,0,0.0016,0.0196,0.0049,0.0261,0.1616
59:00.3,-0.4,0.63,-0.47,-1,34.5,0.457,0,0.0001,0.0025,0.0049,0.0075,0.0866
59:00.4,-0.41,0.67,-0.57,-1,34.5,0.457,0,0.0001,0.0016,0.01,0.0117,0.1082
59:00.4,-0.4,0.65,-0.56,-1,34.5,0.455,0,0.0001,0.0004,0.0001,0.0006,0.0245
59:00.4,-0.41,0.6,-0.5,-1,34.5,0.455,0,0.0001,0.0025,0.0036,0.0062,0.0787
59:00.5,-0.43,0.56,-0.55,-1,34.5,0.452,0,0.0004,0.0016,0.0025,0.0045,0.0671
59:00.5,-0.41,0.57,-0.56,-1,34.5,0.455,0,0.0004,0.0001,0.0001,0.0006,0.0245
59:00.5,-0.4,0.58,-0.54,-1,34.5,0.452,0,0.0001,0.0001,0.0004,0.0006,0.0245
59:00.6,-0.42,0.6,-0.55,-1,34.5,0.452,0,0.0004,0.0004,0.0001,0.0009,0.03
59:00.6,-0.45,0.6,-0.57,-1,34.5,0.452,0,0.0009,0,0.0004,0.0013,0.0361

