Time,Z-axis,Y-axis,X-axis,Battery,Celsius,EDA(uS),Event,z^2,y^2,x^2,sum,Movement
58:57.3,-0.44,0.64,-0.5,-1,34.5,0.369,0,0.0000,0.0001,0.0000,0.0001,0.0100
58:57.3,-0.43,0.63,-0.51,-1,34.5,0.367,0,0.0001,0.0001,0.0001,0.0003,0.0173
58:57.3,-0.43,0.64,-0.51,-1,34.5,0.369,0,0.0000,0.0001,0.0000,0.0001,0.0100
58:57.3,-0.44,0.66,-0.5,-1,34.5,0.372,0,0.0001,0.0004,0.0001,0.0006,0.0245
58:57.4,-0.43,0.63,-0.5,-1,34.5,0.374,0,0.0001,0.0009,0.0000,0.0010,0.0316
58:57.4,-0.43,0.65,-0.5,-1,34.5,0.374,0,0.0000,0.0004,0.0000,0.0004,0.0200
58:57.4,-0.43,0.65,-0.49,-1,34.5,0.374,0,0.0000,0.0000,0.0001,0.0001,0.0100
58:57.5,-0.44,0.62,-0.5,-1,34.5,0.377,0,0.0001,0.0009,0.0001,0.0011,0.0332
58:57.5,-0.45,0.62,-0.49,-1,34.5,0.377,0,0.0001,0.0000,0.0001,0.0002,0.0141
58:57.5,-0.43,0.67,-0.48,-1,34.5,0.38,0,0.0004,0.0025,0.0001,0.0030,0.0548
58:57.6,-0.42,0.54,-0.46,-1,34.5,0.383,0,0.0001,0.0169,0.0004,0.0174,0.1319
58:57.6,-0.4,0.58,-0.34,-1,34.5,0.388,0,0.0004,0.0016,0.0144,0.0164,0.1281
58:57.6,-0.41,0.74,-0.24,-1,34.5,0.39,0,0.0001,0.0256,0.0100,0.0357,0.1889
58:57.7,-0.39,0.53,-0.01,-1,34.5,0.396,0,0.0004,0.0441,0.0529,0.0974,0.3121
58:57.7,-0.34,0.69,0.34,-1,34.5,0.396,0,0.0025,0.0256,0.1225,0.1506,0.3881
58:57.7,-0.34,1.03,0.25,-1,34.5,0.399,0,0.0000,0.1156,0.0081,0.1237,0.3517
58:57.8,-0.35,1.02,0.23,-1,34.5,0.405,0,0.0001,0.0001,0.0004,0.0006,0.0245
58:57.8,-0.34,0.75,0.71,-1,34.5,0.407,0,0.0001,0.0729,0.2304,0.3034,0.5508
58:57.8,-0.3,0.76,0.69,-1,34.7,0.412,0,0.0016,0.0001,0.0004,0.0021,0.0458
58:57.8,-0.26,0.67,0.78,-1,34.5,0.415,0,0.0016,0.0081,0.0081,0.0178,0.1334
58:57.9,-0.25,0.58,0.79,-1,34.9,0.419,0,0.0001,0.0081,0.0001,0.0083,0.0911
58:57.9,-0.26,0.48,0.81,-1,34.9,0.421,0,0.0001,0.0100,0.0004,0.0105,0.1025
58:57.9,-0.26,0.5,0.8,-1,34.9,0.421,0,0.0000,0.0004,0.0001,0.0005,0.0224
58:58.0,-0.26,0.51,0.81,-1,34.7,0.421,0,0.0000,0.0001,0.0001,0.0002,0.0141
58:58.0,-0.25,0.5,0.82,-1,34.7,0.423,0,0.0001,0.0001,0.0001,0.0003,0.0173
58:58.0,-0.24,0.51,0.83,-1,34.9,0.423,0,0.0001,0.0001,0.0001,0.0003,0.0173
58:58.1,-0.23,0.48,0.83,-1,34.9,0.429,0,0.0001,0.0009,0.0000,0.0010,0.0316
58:58.1,-0.23,0.46,0.85,-1,34.7,0.431,0,0.0000,0.0004,0.0004,0.0008,0.0283
58:58.1,-0.23,0.46,0.84,-1,34.7,0.435,0,0.0000,0.0000,0.0001,0.0001,0.0100
58:58.2,-0.23,0.42,0.85,-1,34.7,0.44,0,0.0000,0.0016,0.0001,0.0017,0.0412
