,name,emotion,numerical,X-m,X-s,X-md,X-nmd,X-md2,X-nmd2,Y-m,Y-s,Y-md,Y-nmd,Y-md2,Y-nmd2,Z-m,Z-s,Z-md,Z-nmd,Z-md2,Z-nmd2,T-m,T-s,T-md,T-nmd,T-md2,T-nmd2,E-m,E-s,E-md,E-nmd,E-md2,E-nmd2,dist-m,t-diff,e-diff
10,tm_sa_04,sa,4,0.8461904761904762,0.47761904761904767,-0.06500000000000002,34.900000000000006,0.048,0.10626594298641548,0.15708952743050425,0.05297261142303266,7.191556894489877e-15,0.0,0.10121951219512196,0.15463414634146344,0.0424390243902439,0.0,0.0,0.9525113065440107,0.984369543093017,0.8011503161762434,0.0,,0.09875000000000002,0.13799999999999998,0.06050000000000001,0.0,0.0,0.9292723258723046,0.8784799487098247,1.1420996317673404,0.0,,0.21168035406376115,0.0,0.0
11,ps_ha_01,ha,1,1.1686178861788616,0.1769918699186992,-0.18414634146341466,31.959349593495944,0.19234959349593497,0.3682709382231476,0.19923597903791385,0.13374141203786677,0.11999822291989087,0.004470272922018788,0.1986065573770492,0.1133606557377049,0.07344262295081969,0.09836065573770483,0.001442622950819673,0.5392946788994435,0.5689768298131173,0.5491389826961418,0.819684269852638,0.3227147371056218,0.21289256198347103,0.1265289256198347,0.07925619834710744,0.08595041322314037,0.0016528925619834717,0.5780867830913998,0.6350706645999753,0.5926077580567738,0.7162640506811476,0.3697520466461857,0.25582839807941204,0.40000000000000213,0.01899999999999999
12,dr_an_01,an,1,-0.04565217391304347,0.7291304347826086,-0.20347826086956516,34.332608695652176,0.5926413043478261,0.7593958042928863,1.0203012399102758,0.27776357557790277,0.07998447054241502,0.036786160059271676,0.4387912087912088,0.7096703296703298,0.14538461538461542,0.006593406593406531,0.0025494505494505527,0.5778162142991962,0.695549806185414,0.5234113763193555,0.08243358427821447,0.06930461198838782,0.4731111111111111,0.7801111111111111,0.18900000000000003,0.008888888888888858,0.00408888888888889,0.6230099092417951,0.7645890062622224,0.6804347892151621,0.1111326839898898,0.1111529140932533,0.8811909669552402,0.3999999999999986,0.13
13,as_re_04,re,4,0.9984375,0.251875,-0.1028125,34.712500000000006,0.044625,0.17823705445458068,0.11860581229297922,0.0450257542789357,0.04918693768379543,0.0014756081305138922,0.2074193548387097,0.11193548387096774,0.04064516129032259,0.025806451612902674,0.001225806451612901,1.1637274610121286,0.9437605266297197,0.9027091703678027,0.5246606686271622,0.83071272532634,0.18633333333333332,0.11866666666666668,0.04133333333333334,0.0266666666666661,0.0009999999999999985,1.0454242183452138,1.000513080872775,0.9179931351570988,0.542149357581401,0.6776866969767512,0.2620853953889958,0.19999999999999574,0.003999999999999997
14,em_af_04,af,4,1.136666666666667,0.14822222222222223,0.14355555555555558,34.646666666666675,0.05104444444444443,1.0969399585789883,0.6088412574453844,0.5412114170818997,0.08944271909999287,0.017960759696874988,0.8706818181818181,0.4556818181818182,0.3940909090909091,0.08636363636363759,0.006136363636363637,0.7937369874917563,0.7484410962781949,0.728164441200753,0.9655748084658181,0.341653902169367,1.1572093023255816,0.5193023255813952,0.43069767441860474,0.06511627906976837,0.011744186046511628,1.054943156437357,0.8529355053241916,0.7958030093689408,0.7280221322092338,0.653880250318978,1.1460940933064114,0.20000000000000284,0.068
15,xx_an_04,an,4,0.938866666666667,-0.062266666666666665,-0.4126,24.30666666666667,0.045813333333333324,0.32084731919892434,0.14213211864279002,0.07926194784282635,0.036021370738606465,0.0010953634232905424,0.11986577181208054,0.061610738255033555,0.016845637583892615,0.009395973154362382,0.0008926174496644303,0.37359131474545415,0.43347512753169604,0.2125312087623297,0.2608444087968063,0.8149052914172996,0.13810810810810809,0.06641891891891893,0.024391891891891893,0.01216216216216212,0.0008918918918918927,0.4304480662420043,0.46730407984591166,0.3077377298405555,0.3376374055950939,0.8142429014222439,0.14954336863200912,0.1999999999999993,0.0040000000000000036
16,df_af_01,af,1,1.0345454545454549,-0.20181818181818179,0.09272727272727273,35.40909090909091,0.27259090909090905,0.18613173196696378,0.12435112972226453,0.04409749136389444,0.0426401432711227,0.001563241166206593,0.1780952380952381,0.08666666666666667,0.03857142857142857,0.01904761904761932,0.0009047619047619056,0.9568236227815682,0.696951180582233,0.8746853251386897,0.4467062628403266,0.5787730801367185,0.23099999999999996,0.11050000000000001,0.04100000000000001,0.020000000000000285,0.0010000000000000009,1.2410565224902101,0.8886127552423472,0.9297581048696445,0.4690415759823429,0.639696562256373,0.21726177898479257,0.20000000000000284,0.007000000000000006
17,pc_re_01,re,1,-0.7311560693641618,0.1807514450867052,-0.10358381502890174,33.37976878612718,0.07226589595375722,0.14239579597039262,0.06701276831384918,0.11450038170653551,0.1234011880253854,0.0017181804635690928,0.06779069767441862,0.03447674418604651,0.04220930232558139,0.06860465116279167,0.0012906976744186025,0.47607232511635295,0.5144802259858496,0.3686389660583302,0.5559480606351919,0.7512002969335939,0.08877192982456142,0.043625730994152054,0.056842105263157895,0.0514619883040943,0.0012456140350877167,0.6234167885336949,0.6510062498811312,0.4964359455922533,0.417029925947778,0.7249611210805315,0.0981234778457244,0.4000000000000057,0.0049999999999999906
18,or_re_01,re,1,35.588679245283025,-1.0,0.6915094339622642,1.044443396226415,0.0,0.04643634602125787,0.0,0.6459806755960167,0.12213778949465848,0.0,0.02095238095238125,0.0,0.23666666666666664,0.005933333333333329,0.0,0.4512064955065492,,0.3663680286539612,0.04857901357051181,,0.017307692307692555,0.0,0.25653846153846155,0.011567307692307686,0.0,0.37271865231965823,,0.3971302412440826,0.09470703326273615,,0.25398368322955855,0.41900000000000004,0.0
19,xx_sa_02,sa,2,0.9833333333333333,-0.0774,-0.30513333333333337,22.022666666666666,0.04099999999999999,0.15022429166951085,0.059454229194629345,0.046584507414978604,0.06361236073656376,6.962139844745978e-18,0.059999999999999984,0.02885906040268456,0.013825503355704701,0.0362416107382549,0.0,0.39940278188828654,0.48539962242570756,0.29678328961484957,0.5697259199095182,0.0,0.07939189189189189,0.037500000000000006,0.022027027027027028,0.025675675675675583,0.0,0.5284890413499288,0.6307373000706142,0.47284018334268235,0.4036271469629244,0.0,0.07520592544565793,0.1999999999999993,0.0
20,ak_af_04,af,4,-0.010439560439560455,0.6861538461538461,-0.13604395604395605,32.60835164835166,1.3379120879120878,0.6789479294780547,0.3138919018690401,0.14915680127830294,0.06974250526205987,0.012778740908215649,0.11321585903083702,0.11852422907488985,0.042202643171806165,0.011013215859030931,0.0015308370044052938,0.16675190263540884,0.37759568937315163,0.28294146032980905,0.15791253580077735,0.11979560548262586,0.16242825607064018,0.13958057395143486,0.05280353200883003,0.011037527593819079,0.002030905077262704,0.23923521822285823,0.44467720613470857,0.35401357200136657,0.15826112859503955,0.15892841805384786,0.18780820975858253,0.5,0.050000000000000044
21,ch_sa_03,sa,3,-0.9205263157894737,0.11526315789473685,-0.11894736842105262,27.210526315789473,0.36700000000000005,0.20527687763415553,0.10996809744712487,0.09836975239947746,0.04588314677411219,0.0,0.155,0.09555555555555556,0.06722222222222222,0.022222222222222143,0.0,0.755077735916468,0.8689388811286912,0.6833627266767351,0.4843221048378526,,0.17588235294117643,0.11,0.07294117647058823,0.0235294117647058,0.0,0.8568054764289331,1.0002901073458188,0.7415000515033897,0.5128116404165498,,0.227331224514347,0.1999999999999993,0.0
22,ii_re_04,re,4,0.8520000000000002,0.4547692307692307,-0.13492307692307692,34.300000000000004,0.1316153846153846,0.2580891318905157,0.4635498479543075,0.14536724051650912,7.160723346098895e-15,0.001056117709057384,0.20218750000000002,0.28093749999999995,0.075625,0.0,0.0007187500000000006,0.7834018368730468,0.6060567191205124,0.5202341306837381,0.0,0.6805586099313741,0.22809523809523805,0.31746031746031744,0.08968253968253968,0.0,0.0005079365079365083,0.8837847468602382,0.6848461257431149,0.6169377595934662,0.0,0.480946871338666,0.40267132720790666,0.0,0.0040000000000000036
23,tm_af_04,af,4,1.0151379310344826,0.12517241379310345,0.1813793103448276,34.70000000000001,0.04834482758620691,0.6799720437603052,0.23445408764153092,0.14613409052576712,7.231196897792919e-15,0.0007688517444384902,0.6227857142857143,0.22392857142857142,0.16428571428571428,0.0,0.0007142857142857149,0.9158989990848072,0.955106279788764,1.1242121102245242,0.0,0.9290291911965082,0.7817777777777778,0.2411111111111111,0.16962962962962963,0.0,0.0007407407407407414,1.1497204700570893,1.0283937189432093,1.160780684502359,0.0,0.9634376797593417,0.7318710348312525,0.0,0.0020000000000000018
24,xx_af_02,af,2,0.9980666666666665,-0.10020000000000003,-0.2928666666666666,23.105333333333327,0.04270666666666666,0.441772963444375,0.13367028453041818,0.13940591432412708,0.11219988555107065,0.0009868033039194784,0.3604697986577181,0.08912751677852349,0.06187919463087248,0.052348993288590585,0.0006040268456375843,0.8159616556143232,0.6667713552913214,0.4438778292217908,0.46656904355541967,0.6121046040669438,0.3369594594594595,0.10175675675675676,0.06864864864864866,0.05135135135135131,0.0006891891891891896,0.7627435070545848,0.7612518901581365,0.4924371321078706,0.45767739511621364,0.6984058387844903,0.39955876141834495,1.0999999999999979,0.007999999999999993
